TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype,GAME,ROUND,SEASON
DEN,2022-04-25,HOU,"ROSE, DERRICK",33,7,0,0,0,5,0,0,0,3,11,0.2727272727,1,6,0.1666666667,0,0,NA,1,HOU,0,12,NA,101,112,33.55616438,L,PLAYOFF,3,1,21-22
DEN,2022-04-25,HOU,"LEONARD, MEYERS",15,6,2,0,2,0,1,0,0,3,5,0.6,0,0,NA,0,0,NA,0,HOU,0,9,NA,101,112,30.15616438,L,PLAYOFF,3,1,21-22
DEN,2022-04-25,HOU,"MILLER, DARIUS",13,2,4,0,4,1,1,0,0,1,5,0.2,0,1,0,0,0,NA,0,HOU,0,8,NA,101,112,32.09589041,L,PLAYOFF,3,1,21-22
DEN,2022-04-25,HOU,"COUSINS, DEMARCUS",18,0,7,1,6,1,0,0,0,0,1,0,0,1,0,0,0,NA,2,HOU,0,8,NA,101,112,31.69863014,L,PLAYOFF,3,1,21-22
DEN,2022-04-29,HOU,"MURRAY, JAMAL",40,27,11,1,10,2,1,1,1,13,25,0.52,1,5,0.2,0,0,NA,2,HOU,0,42,NA,116,110,25.17808219,W,PLAYOFF,4,1,21-22
DEN,2022-04-29,HOU,"DEROZAN, DEMAR",39,27,4,0,4,1,0,3,0,12,20,0.6,3,6,0.5,0,0,NA,1,HOU,0,35,NA,116,110,32.7260274,W,PLAYOFF,4,1,21-22
DEN,2022-04-29,HOU,"JOKIC, NIKOLA",33,24,13,2,11,6,1,1,1,9,14,0.6428571429,0,0,NA,6,6,1,2,HOU,0,45,NA,116,110,27.1890411,W,PLAYOFF,4,1,21-22
DEN,2022-04-29,HOU,"ROSE, DERRICK",32,15,2,0,2,10,0,0,0,6,10,0.6,1,2,0.5,2,2,1,2,HOU,0,27,NA,116,110,33.56712329,W,PLAYOFF,4,1,21-22
DEN,2022-04-29,HOU,"SEXTON, COLLIN",24,9,4,0,4,2,0,0,0,4,16,0.25,0,7,0,1,2,0.5,2,HOU,0,15,NA,116,110,23.31506849,W,PLAYOFF,4,1,21-22
DEN,2022-04-29,HOU,"BOL, BOL",30,8,8,1,7,4,0,2,1,3,7,0.4285714286,0,1,0,2,2,1,1,HOU,0,22,NA,116,110,22.44931507,W,PLAYOFF,4,1,21-22
DEN,2022-04-29,HOU,"LEONARD, MEYERS",15,4,4,1,3,1,0,0,0,2,2,1,0,0,NA,0,0,NA,0,HOU,0,9,NA,116,110,30.16712329,W,PLAYOFF,4,1,21-22
DEN,2022-04-29,HOU,"COUSINS, DEMARCUS",17,2,1,0,1,2,0,1,1,1,3,0.3333333333,0,0,NA,0,0,NA,1,HOU,0,6,NA,116,110,31.70958904,W,PLAYOFF,4,1,21-22
DEN,2022-04-29,HOU,"MILLER, DARIUS",10,0,1,0,1,2,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,HOU,0,3,NA,116,110,32.10684932,W,PLAYOFF,4,1,21-22
DEN,2022-05-02,@HOU,"JOKIC, NIKOLA",36,26,9,3,6,5,0,0,0,12,16,0.75,0,0,NA,2,2,1,1,HOU,0,40,NA,114,117,27.19726027,L,PLAYOFF,5,1,21-22
DEN,2022-05-02,@HOU,"MURRAY, JAMAL",35,25,3,0,3,4,1,1,3,12,20,0.6,1,4,0.25,0,0,NA,3,HOU,0,34,NA,114,117,25.18630137,L,PLAYOFF,5,1,21-22
DEN,2022-05-02,@HOU,"ROSE, DERRICK",31,21,6,2,4,5,0,0,0,8,20,0.4,3,8,0.375,2,2,1,1,HOU,0,32,NA,114,117,33.57534247,L,PLAYOFF,5,1,21-22
DEN,2022-05-02,@HOU,"SEXTON, COLLIN",30,16,5,1,4,7,0,0,1,6,16,0.375,2,6,0.3333333333,2,2,1,1,HOU,0,28,NA,114,117,23.32328767,L,PLAYOFF,5,1,21-22
DEN,2022-05-02,@HOU,"DEROZAN, DEMAR",41,14,5,1,4,2,0,0,1,6,11,0.5454545455,0,3,0,2,2,1,2,HOU,0,21,NA,114,117,32.73424658,L,PLAYOFF,5,1,21-22
DEN,2022-05-02,@HOU,"ANDERSON, KYLE",31,8,11,2,9,5,1,0,1,3,6,0.5,0,0,NA,2,2,1,3,HOU,0,25,NA,114,117,28.61369863,L,PLAYOFF,5,1,21-22
DEN,2022-05-02,@HOU,"COUSINS, DEMARCUS",14,4,4,1,3,0,0,0,0,2,7,0.2857142857,0,0,NA,0,0,NA,0,HOU,0,8,NA,114,117,31.71780822,L,PLAYOFF,5,1,21-22
DEN,2022-05-02,@HOU,"LEONARD, MEYERS",8,0,1,0,1,0,0,1,0,0,0,NA,0,0,NA,0,0,NA,0,HOU,0,2,NA,114,117,30.17534247,L,PLAYOFF,5,1,21-22
DEN,2022-05-02,@HOU,"BOL, BOL",14,0,2,0,2,2,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,HOU,0,6,NA,114,117,22.45753425,L,PLAYOFF,5,1,21-22
DET,2022-04-16,@BKN,"FOX, DEAARON",24,19,4,0,4,5,0,0,1,8,25,0.32,2,6,0.3333333333,1,2,0.5,0,BKN,0,28,NA,75,108,24.32054795,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"CUNNINGHAM, CADE",24,15,4,1,3,1,0,0,0,7,13,0.5384615385,1,2,0.5,0,0,NA,0,BKN,0,20,NA,75,108,20.55616438,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"WOOD, CHRISTIAN",31,10,9,4,5,1,1,0,1,5,12,0.4166666667,0,0,NA,0,0,NA,2,BKN,0,21,NA,75,108,26.55068493,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"KLEBER, MAXI",34,7,6,2,4,0,0,1,1,2,5,0.4,1,2,0.5,2,2,1,1,BKN,0,14,NA,75,108,30.2109589,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"SHAMET, LANDRY",17,7,5,1,4,1,1,0,0,3,10,0.3,1,1,1,0,0,NA,2,BKN,0,14,NA,75,108,25.09315068,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"WHITE, DERRICK",17,4,5,0,5,2,0,1,1,2,9,0.2222222222,0,2,0,0,0,NA,1,BKN,0,12,NA,75,108,27.7890411,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"LYLES, TREY",24,4,5,2,3,1,1,2,0,2,4,0.5,0,0,NA,0,0,NA,2,BKN,0,13,NA,75,108,26.44383562,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"MANN, TRE",15,3,4,0,4,2,0,0,2,1,5,0.2,0,2,0,1,2,0.5,1,BKN,0,9,NA,75,108,21.19726027,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"HAYES, KILLIAN",7,2,2,0,2,1,2,0,1,1,4,0.25,0,0,NA,0,0,NA,0,BKN,0,7,NA,75,108,20.72054795,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"JOSEPH, CORY",7,2,0,0,0,0,0,0,0,1,3,0.3333333333,0,0,NA,0,0,NA,0,BKN,0,2,NA,75,108,30.65479452,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"MCLEMORE, BEN",7,2,1,0,1,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,BKN,0,3,NA,75,108,29.17534247,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"EDWARDS, ANTHONY",26,0,3,0,3,2,0,0,0,0,4,0,0,1,0,0,0,NA,1,BKN,0,5,NA,75,108,20.69589041,L,PLAYOFF,1,1,21-22
DET,2022-04-16,@BKN,"KNIGHT, NATHAN",7,0,0,0,0,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,BKN,0,3,NA,75,108,24.56986301,L,PLAYOFF,1,1,21-22
DET,2022-04-20,@BKN,"FOX, DEAARON",23,16,1,0,1,4,0,0,2,8,24,0.3333333333,0,5,0,0,0,NA,0,BKN,0,21,NA,76,108,24.33150685,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"EDWARDS, ANTHONY",32,13,3,0,3,2,1,0,1,6,11,0.5454545455,1,2,0.5,0,0,NA,0,BKN,0,19,NA,76,108,20.70684932,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"CUNNINGHAM, CADE",23,8,1,0,1,1,0,0,0,3,7,0.4285714286,2,4,0.5,0,0,NA,1,BKN,0,10,NA,76,108,20.56712329,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"MANN, TRE",16,8,1,0,1,0,0,0,2,2,8,0.25,2,5,0.4,2,2,1,0,BKN,0,9,NA,76,108,21.20821918,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"WOOD, CHRISTIAN",31,7,10,2,8,1,0,1,1,3,8,0.375,0,0,NA,1,2,0.5,1,BKN,0,19,NA,76,108,26.56164384,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"WHITE, DERRICK",13,6,1,0,1,1,0,0,0,3,7,0.4285714286,0,1,0,0,0,NA,0,BKN,0,8,NA,76,108,27.8,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"MCLEMORE, BEN",9,6,1,1,0,0,0,0,1,3,6,0.5,0,3,0,0,0,NA,0,BKN,0,7,NA,76,108,29.18630137,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"JOSEPH, CORY",12,4,1,0,1,3,0,0,2,1,7,0.1428571429,0,0,NA,2,2,1,0,BKN,0,8,NA,76,108,30.66575342,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"OLYNYK, KELLY",25,2,7,1,6,4,0,1,0,1,4,0.25,0,0,NA,0,0,NA,3,BKN,0,14,NA,76,108,31.00273973,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"KLEBER, MAXI",17,2,7,0,7,0,0,0,0,1,2,0.5,0,1,0,0,0,NA,0,BKN,0,9,NA,76,108,30.22191781,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"SHAMET, LANDRY",15,2,3,0,3,2,0,0,1,1,5,0.2,0,1,0,0,0,NA,0,BKN,0,7,NA,76,108,25.10410959,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"LYLES, TREY",12,2,9,0,9,1,0,2,0,0,0,NA,0,0,NA,2,2,1,0,BKN,0,14,NA,76,108,26.45479452,L,PLAYOFF,2,1,21-22
DET,2022-04-20,@BKN,"KNIGHT, NATHAN",12,0,0,0,0,0,2,1,0,0,1,0,0,0,NA,0,0,NA,1,BKN,0,3,NA,76,108,24.580821920000002,L,PLAYOFF,2,1,21-22
DET,2022-04-24,BKN,"FOX, DEAARON",19,21,4,2,2,2,0,0,3,9,24,0.375,1,3,0.3333333333,2,2,1,0,BKN,0,27,NA,73,119,24.34246575,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"EDWARDS, ANTHONY",31,9,5,0,5,1,0,0,1,4,12,0.3333333333,1,3,0.3333333333,0,0,NA,2,BKN,0,15,NA,73,119,20.71780822,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"WOOD, CHRISTIAN",28,9,14,6,8,0,0,2,0,4,11,0.3636363636,1,1,1,0,0,NA,1,BKN,0,25,NA,73,119,26.57260274,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"WHITE, DERRICK",19,8,3,2,1,1,0,1,0,3,15,0.2,0,2,0,2,2,1,0,BKN,0,13,NA,73,119,27.8109589,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"SHAMET, LANDRY",15,8,4,2,2,0,0,0,0,3,8,0.375,2,3,0.6666666667,0,0,NA,0,BKN,0,12,NA,73,119,25.11506849,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"CUNNINGHAM, CADE",21,6,7,0,7,1,1,0,1,3,7,0.4285714286,0,0,NA,0,0,NA,0,BKN,0,15,NA,73,119,20.57808219,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"JOSEPH, CORY",12,4,1,0,1,4,0,0,1,2,7,0.2857142857,0,1,0,0,0,NA,0,BKN,0,9,NA,73,119,30.67671233,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"OLYNYK, KELLY",22,2,2,0,2,0,0,2,0,1,2,0.5,0,0,NA,0,0,NA,0,BKN,0,6,NA,73,119,31.01369863,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"MANN, TRE",15,2,2,1,1,1,0,0,1,0,8,0,0,4,0,2,2,1,0,BKN,0,5,NA,73,119,21.21917808,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"LYLES, TREY",12,2,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,1,BKN,0,2,NA,73,119,26.46575342,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"KNIGHT, NATHAN",12,2,3,1,2,0,0,0,0,1,1,1,0,0,NA,0,1,0,1,BKN,0,5,NA,73,119,24.59178082,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"KLEBER, MAXI",22,0,5,1,4,1,0,1,0,0,2,0,0,1,0,0,0,NA,1,BKN,0,7,NA,73,119,30.23287671,L,PLAYOFF,3,1,21-22
DET,2022-04-24,BKN,"MCLEMORE, BEN",12,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,NA,3,BKN,0,2,NA,73,119,29.19726027,L,PLAYOFF,3,1,21-22
DET,2022-04-28,BKN,"CUNNINGHAM, CADE",28,16,5,0,5,7,1,1,0,7,14,0.5,0,2,0,2,2,1,1,BKN,0,30,NA,84,106,20.5890411,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"EDWARDS, ANTHONY",28,14,3,0,3,1,1,0,2,7,17,0.4117647059,0,6,0,0,0,NA,2,BKN,0,19,NA,84,106,20.72876712,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"WOOD, CHRISTIAN",35,12,5,0,5,3,0,1,0,6,12,0.5,0,1,0,0,0,NA,1,BKN,0,21,NA,84,106,26.58356164,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"WHITE, DERRICK",26,11,2,1,1,0,0,0,2,5,10,0.5,1,4,0.25,0,0,NA,0,BKN,0,13,NA,84,106,27.82191781,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"SHAMET, LANDRY",17,9,1,0,1,2,0,0,0,3,10,0.3,2,6,0.3333333333,1,1,1,0,BKN,0,12,NA,84,106,25.1260274,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"OLYNYK, KELLY",30,7,9,4,5,1,0,1,0,2,5,0.4,0,0,NA,3,4,0.75,2,BKN,0,18,NA,84,106,31.02465753,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"MANN, TRE",18,6,4,0,4,4,1,0,0,2,11,0.1818181818,0,2,0,2,2,1,0,BKN,0,15,NA,84,106,21.23013699,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"LYLES, TREY",5,4,2,0,2,0,0,0,0,1,1,1,0,0,NA,2,2,1,0,BKN,0,6,NA,84,106,26.47671233,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"MCLEMORE, BEN",5,3,0,0,0,0,0,0,0,1,2,0.5,1,1,1,0,0,NA,0,BKN,0,3,NA,84,106,29.20821918,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"JOSEPH, CORY",17,2,4,0,4,3,0,0,0,1,7,0.1428571429,0,2,0,0,0,NA,0,BKN,0,9,NA,84,106,30.68767123,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"KLEBER, MAXI",21,0,5,0,5,2,0,2,1,0,2,0,0,0,NA,0,0,NA,1,BKN,0,9,NA,84,106,30.24383562,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"KNIGHT, NATHAN",5,0,2,0,2,0,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,BKN,0,4,NA,84,106,24.60273973,L,PLAYOFF,4,1,21-22
DET,2022-04-28,BKN,"HAYES, KILLIAN",5,0,0,0,0,1,1,0,0,0,1,0,0,0,NA,0,0,NA,0,BKN,0,2,NA,84,106,20.75342466,L,PLAYOFF,4,1,21-22
GSW,2022-04-19,@OKC,"CURRY, STEPHEN",36,36,3,0,3,3,1,0,3,14,25,0.56,6,13,0.4615384615,2,2,1,0,OKC,0,43,NA,103,108,34.09863014,L,PLAYOFF,1,1,21-22
GSW,2022-04-19,@OKC,"TURNER, MYLES",42,19,16,4,12,1,3,2,0,7,10,0.7,0,0,NA,5,5,1,3,OKC,0,41,NA,103,108,26.07123288,L,PLAYOFF,1,1,21-22
GSW,2022-04-19,@OKC,"CURRY, SETH",40,15,2,0,2,6,1,0,2,6,11,0.5454545455,1,2,0.5,2,2,1,1,OKC,0,24,NA,103,108,31.65479452,L,PLAYOFF,1,1,21-22
GSW,2022-04-19,@OKC,"BARNES, SCOTTIE",40,12,5,0,5,2,3,1,3,5,24,0.2083333333,1,6,0.1666666667,1,4,0.25,2,OKC,0,23,NA,103,108,20.71506849,L,PLAYOFF,1,1,21-22
GSW,2022-04-19,@OKC,"SMART, MARCUS",13,10,7,2,5,3,1,0,0,4,9,0.4444444444,1,3,0.3333333333,1,1,1,0,OKC,0,21,NA,103,108,28.12054795,L,PLAYOFF,1,1,21-22
GSW,2022-04-19,@OKC,"MORRIS, MONTE",10,4,4,1,3,3,0,0,0,2,6,0.3333333333,0,0,NA,0,0,NA,0,OKC,0,11,NA,103,108,26.8109589,L,PLAYOFF,1,1,21-22
GSW,2022-04-19,@OKC,"PASCHALL, ERIC",8,3,0,0,0,0,0,0,0,1,3,0.3333333333,1,1,1,0,0,NA,0,OKC,0,3,NA,103,108,25.45479452,L,PLAYOFF,1,1,21-22
GSW,2022-04-19,@OKC,"DRUMMOND, ANDRE",33,2,12,1,11,2,1,3,1,1,5,0.2,0,0,NA,0,0,NA,0,OKC,0,20,NA,103,108,28.69041096,L,PLAYOFF,1,1,21-22
GSW,2022-04-19,@OKC,"ROSS, TERRENCE",8,2,1,0,1,0,0,1,0,1,3,0.3333333333,0,0,NA,0,0,NA,1,OKC,0,4,NA,103,108,31.2,L,PLAYOFF,1,1,21-22
GSW,2022-04-19,@OKC,"STEPHENSON, LANCE",10,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,NA,0,OKC,0,2,NA,103,108,31.61917808,L,PLAYOFF,1,1,21-22
GSW,2022-04-23,@OKC,"CURRY, STEPHEN",40,36,6,0,6,10,0,0,0,15,27,0.5555555556,4,12,0.3333333333,2,2,1,0,OKC,0,52,NA,110,98,34.10958904,W,PLAYOFF,2,1,21-22
GSW,2022-04-23,@OKC,"CURRY, SETH",27,17,1,0,1,2,1,0,2,6,11,0.5454545455,4,5,0.8,1,1,1,2,OKC,0,21,NA,110,98,31.66575342,W,PLAYOFF,2,1,21-22
GSW,2022-04-23,@OKC,"SMART, MARCUS",36,14,5,0,5,3,1,0,2,5,10,0.5,1,4,0.25,3,3,1,1,OKC,0,23,NA,110,98,28.13150685,W,PLAYOFF,2,1,21-22
GSW,2022-04-23,@OKC,"BARNES, SCOTTIE",34,12,9,2,7,1,0,4,2,6,14,0.4285714286,0,1,0,0,0,NA,2,OKC,0,26,NA,110,98,20.7260274,W,PLAYOFF,2,1,21-22
GSW,2022-04-23,@OKC,"TURNER, MYLES",39,12,15,3,12,3,1,3,1,4,9,0.4444444444,0,0,NA,4,4,1,0,OKC,0,34,NA,110,98,26.08219178,W,PLAYOFF,2,1,21-22
GSW,2022-04-23,@OKC,"DRUMMOND, ANDRE",23,8,9,1,8,1,0,4,0,4,9,0.4444444444,0,0,NA,0,0,NA,0,OKC,0,22,NA,110,98,28.70136986,W,PLAYOFF,2,1,21-22
GSW,2022-04-23,@OKC,"MORRIS, MONTE",22,6,3,1,2,5,1,0,1,3,8,0.375,0,1,0,0,0,NA,0,OKC,0,15,NA,110,98,26.82191781,W,PLAYOFF,2,1,21-22
GSW,2022-04-23,@OKC,"STEPHENSON, LANCE",19,5,4,0,4,2,0,0,0,2,4,0.5,0,2,0,1,2,0.5,0,OKC,0,11,NA,110,98,31.63013699,W,PLAYOFF,2,1,21-22
GSW,2022-04-27,OKC,"CURRY, STEPHEN",39,37,9,3,6,8,1,0,3,14,29,0.4827586207,9,13,0.6923076923,0,0,NA,3,OKC,0,55,NA,92,107,34.12054795,L,PLAYOFF,3,1,21-22
GSW,2022-04-27,OKC,"CURRY, SETH",33,16,3,1,2,6,0,0,0,7,16,0.4375,2,8,0.25,0,0,NA,3,OKC,0,25,NA,92,107,31.67671233,L,PLAYOFF,3,1,21-22
GSW,2022-04-27,OKC,"BARNES, SCOTTIE",34,10,9,1,8,3,1,1,0,5,12,0.4166666667,0,3,0,0,0,NA,0,OKC,0,24,NA,92,107,20.7369863,L,PLAYOFF,3,1,21-22
GSW,2022-04-27,OKC,"MORRIS, MONTE",19,9,1,0,1,1,0,0,1,4,6,0.6666666667,0,0,NA,1,1,1,0,OKC,0,11,NA,92,107,26.83287671,L,PLAYOFF,3,1,21-22
GSW,2022-04-27,OKC,"DRUMMOND, ANDRE",22,8,5,0,5,1,0,2,0,4,9,0.4444444444,0,0,NA,0,0,NA,1,OKC,0,16,NA,92,107,28.71232877,L,PLAYOFF,3,1,21-22
GSW,2022-04-27,OKC,"SMART, MARCUS",36,4,5,2,3,1,2,0,2,2,14,0.1428571429,0,5,0,0,0,NA,2,OKC,0,12,NA,92,107,28.14246575,L,PLAYOFF,3,1,21-22
GSW,2022-04-27,OKC,"TURNER, MYLES",40,4,9,1,8,4,0,2,1,2,5,0.4,0,0,NA,0,0,NA,2,OKC,0,19,NA,92,107,26.09315068,L,PLAYOFF,3,1,21-22
GSW,2022-04-27,OKC,"STEPHENSON, LANCE",17,4,3,1,2,3,1,0,1,2,9,0.2222222222,0,3,0,0,0,NA,1,OKC,0,11,NA,92,107,31.64109589,L,PLAYOFF,3,1,21-22
GSW,2022-05-01,OKC,"CURRY, STEPHEN",39,29,5,0,5,8,1,0,1,12,25,0.48,4,12,0.3333333333,1,1,1,1,OKC,0,43,NA,94,86,34.13150685,W,PLAYOFF,4,1,21-22
GSW,2022-05-01,OKC,"CURRY, SETH",31,16,5,0,5,5,0,0,1,7,13,0.5384615385,2,5,0.4,0,0,NA,0,OKC,0,26,NA,94,86,31.68767123,W,PLAYOFF,4,1,21-22
GSW,2022-05-01,OKC,"DRUMMOND, ANDRE",29,14,15,1,14,0,0,6,1,7,9,0.7777777778,0,0,NA,0,0,NA,0,OKC,0,35,NA,94,86,28.72328767,W,PLAYOFF,4,1,21-22
GSW,2022-05-01,OKC,"BARNES, SCOTTIE",39,9,12,2,10,4,0,3,1,4,14,0.2857142857,1,2,0.5,0,0,NA,0,OKC,0,28,NA,94,86,20.74794521,W,PLAYOFF,4,1,21-22
GSW,2022-05-01,OKC,"TURNER, MYLES",41,9,12,1,11,2,0,1,1,4,7,0.5714285714,1,1,1,0,0,NA,2,OKC,0,24,NA,94,86,26.10410959,W,PLAYOFF,4,1,21-22
GSW,2022-05-01,OKC,"SMART, MARCUS",33,6,0,0,0,4,0,0,1,2,11,0.1818181818,1,5,0.2,1,2,0.5,0,OKC,0,10,NA,94,86,28.15342466,W,PLAYOFF,4,1,21-22
GSW,2022-05-01,OKC,"MORRIS, MONTE",8,5,2,0,2,1,0,0,0,2,4,0.5,1,1,1,0,0,NA,0,OKC,0,8,NA,94,86,26.84383562,W,PLAYOFF,4,1,21-22
GSW,2022-05-01,OKC,"PASCHALL, ERIC",10,4,2,0,2,1,0,0,0,2,4,0.5,0,0,NA,0,0,NA,2,OKC,0,7,NA,94,86,25.48767123,W,PLAYOFF,4,1,21-22
GSW,2022-05-01,OKC,"STEPHENSON, LANCE",10,2,0,0,0,0,0,0,0,0,2,0,0,0,NA,2,2,1,0,OKC,0,2,NA,94,86,31.65205479,W,PLAYOFF,4,1,21-22
GSW,2022-05-03,@OKC,"CURRY, STEPHEN",42,34,9,1,8,9,1,0,2,14,31,0.4516129032,6,18,0.3333333333,0,0,NA,1,OKC,0,53,NA,111,100,34.1369863,W,PLAYOFF,5,1,21-22
GSW,2022-05-03,@OKC,"BARNES, SCOTTIE",35,20,11,2,9,1,0,1,0,7,19,0.3684210526,2,3,0.6666666667,4,4,1,5,OKC,0,33,NA,111,100,20.75342466,W,PLAYOFF,5,1,21-22
GSW,2022-05-03,@OKC,"TURNER, MYLES",35,18,10,5,5,2,0,2,0,6,11,0.5454545455,1,3,0.3333333333,5,5,1,2,OKC,0,32,NA,111,100,26.10958904,W,PLAYOFF,5,1,21-22
GSW,2022-05-03,@OKC,"DRUMMOND, ANDRE",37,14,15,3,12,3,1,4,0,7,13,0.5384615385,0,0,NA,0,0,NA,3,OKC,0,37,NA,111,100,28.72876712,W,PLAYOFF,5,1,21-22
GSW,2022-05-03,@OKC,"CURRY, SETH",26,10,1,0,1,1,0,0,0,4,5,0.8,2,3,0.6666666667,0,0,NA,1,OKC,0,12,NA,111,100,31.69315068,W,PLAYOFF,5,1,21-22
GSW,2022-05-03,@OKC,"STEPHENSON, LANCE",11,9,2,0,2,0,0,0,0,3,5,0.6,1,1,1,2,2,1,0,OKC,0,11,NA,111,100,31.65753425,W,PLAYOFF,5,1,21-22
GSW,2022-05-03,@OKC,"SMART, MARCUS",33,4,4,1,3,4,0,0,0,1,11,0.09090909091,0,4,0,2,2,1,1,OKC,0,12,NA,111,100,28.15890411,W,PLAYOFF,5,1,21-22
GSW,2022-05-03,@OKC,"MORRIS, MONTE",7,2,0,0,0,2,0,0,0,0,4,0,0,1,0,2,2,1,0,OKC,0,4,NA,111,100,26.84931507,W,PLAYOFF,5,1,21-22
GSW,2022-05-03,@OKC,"PASCHALL, ERIC",14,0,4,1,3,5,0,0,0,0,4,0,0,0,NA,0,0,NA,1,OKC,0,9,NA,111,100,25.49315068,W,PLAYOFF,5,1,21-22
GSW,2022-05-05,OKC,"CURRY, STEPHEN",41,37,9,1,8,8,0,0,1,15,31,0.4838709677,5,14,0.3571428571,2,2,1,0,OKC,0,54,NA,101,96,34.14246575,W,PLAYOFF,6,1,21-22
GSW,2022-05-05,OKC,"BARNES, SCOTTIE",36,19,12,0,12,3,0,1,2,6,10,0.6,0,1,0,7,10,0.7,0,OKC,0,35,NA,101,96,20.75890411,W,PLAYOFF,6,1,21-22
GSW,2022-05-05,OKC,"CURRY, SETH",28,19,2,0,2,3,0,0,1,6,11,0.5454545455,5,8,0.625,2,2,1,0,OKC,0,24,NA,101,96,31.69863014,W,PLAYOFF,6,1,21-22
GSW,2022-05-05,OKC,"SMART, MARCUS",34,9,3,1,2,3,0,0,0,3,14,0.2142857143,1,5,0.2,2,2,1,1,OKC,0,15,NA,101,96,28.16438356,W,PLAYOFF,6,1,21-22
GSW,2022-05-05,OKC,"DRUMMOND, ANDRE",39,8,18,6,12,2,5,3,1,4,15,0.2666666667,0,0,NA,0,4,0,1,OKC,0,36,NA,101,96,28.73424658,W,PLAYOFF,6,1,21-22
GSW,2022-05-05,OKC,"TURNER, MYLES",35,5,10,2,8,1,2,2,1,2,6,0.3333333333,1,1,1,0,0,NA,2,OKC,0,20,NA,101,96,26.11506849,W,PLAYOFF,6,1,21-22
GSW,2022-05-05,OKC,"PASCHALL, ERIC",10,4,2,0,2,0,0,0,0,2,5,0.4,0,0,NA,0,0,NA,0,OKC,0,6,NA,101,96,25.49863014,W,PLAYOFF,6,1,21-22
GSW,2022-05-05,OKC,"MORRIS, MONTE",7,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,OKC,0,1,NA,101,96,26.85479452,W,PLAYOFF,6,1,21-22
