TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,SEASON
GSW,2021-02-13,@SAS,"JORDAN, DEANDRE",21,8,7,1,6,1,2,3,0,4,9,0.4444444444,0,0,NA,0,0,NA,3,SAS,0,21,NA,130,110,32.56712329,W,20-21
GSW,2021-02-15,@MIN,"GAY, RUDY",27,7,7,1,6,3,1,0,0,3,8,0.375,1,4,0.25,0,0,NA,2,MIN,0,18,NA,118,101,34.49863014,W,20-21
GSW,2021-02-21,MIL,"CURRY, STEPHEN",37,35,7,1,6,10,0,0,1,12,23,0.5217391304,7,14,0.5,4,5,0.8,3,MIL,0,52,NA,105,87,32.94246575,W,20-21
GSW,2021-02-23,@LAC,"MARKKANEN, LAURI",32,17,7,2,5,3,0,0,1,5,15,0.3333333333,2,8,0.25,5,5,1,3,LAC,0,27,NA,118,102,23.75890411,W,20-21
GSW,2021-03-09,IND,"TURNER, MYLES",33,4,7,4,3,1,1,0,3,2,8,0.25,0,4,0,0,0,NA,2,IND,0,13,NA,120,118,24.95890411,W,20-21
GSW,2021-03-15,@BOS,"GAY, RUDY",28,9,7,0,7,1,3,2,2,3,9,0.3333333333,1,4,0.25,2,2,1,1,BOS,0,22,NA,108,112,34.57534247,L,20-21
GSW,2021-03-17,@CLE,"JORDAN, DEANDRE",30,0,7,2,5,1,0,0,1,0,5,0,0,0,NA,0,0,NA,5,CLE,0,8,NA,107,108,32.65479452,L,20-21
GSW,2021-03-19,@WAS,"THOMPSON, KLAY",34,26,7,0,7,3,1,0,3,9,13,0.6923076923,2,6,0.3333333333,6,6,1,0,WAS,0,37,NA,137,101,31.10684932,W,20-21
GSW,2021-03-28,@PHX,"CURRY, STEPHEN",40,30,7,1,6,12,1,0,1,10,20,0.5,6,14,0.4285714286,4,4,1,2,PHX,0,50,NA,129,121,33.03835616,W,20-21
GSW,2021-03-28,@PHX,"JORDAN, DEANDRE",30,6,7,3,4,2,1,0,4,2,8,0.25,0,0,NA,2,2,1,2,PHX,0,16,NA,129,121,32.68493151,W,20-21
GSW,2021-03-30,HOU,"TURNER, MYLES",33,13,7,0,7,4,0,2,0,5,12,0.4166666667,1,5,0.2,2,2,1,2,HOU,0,26,NA,122,127,25.01643836,L,20-21
GSW,2021-04-08,NOP,"JORDAN, DEANDRE",28,15,7,2,5,1,1,1,2,6,11,0.5454545455,0,0,NA,3,3,1,2,NOP,0,25,NA,106,132,32.71506849,L,20-21
GSW,2021-04-08,NOP,"TURNER, MYLES",36,6,7,1,6,3,2,2,1,1,6,0.1666666667,0,4,0,4,4,1,2,NOP,0,20,NA,106,132,25.04109589,L,20-21
GSW,2021-04-08,NOP,"MARKKANEN, LAURI",32,2,7,3,4,1,1,0,1,1,9,0.1111111111,0,7,0,0,0,NA,6,NOP,0,11,NA,106,132,23.87945205,L,20-21
GSW,2021-04-10,SAC,"CURRY, STEPHEN",35,31,7,1,6,9,3,0,2,12,24,0.5,4,10,0.4,3,3,1,2,SAC,0,50,NA,128,107,33.0739726,W,20-21
GSW,2021-04-14,@PHX,"CURRY, STEPHEN",38,39,7,0,7,9,2,0,4,14,20,0.7,8,9,0.8888888889,3,3,1,5,PHX,0,57,NA,119,103,33.08493151,W,20-21
GSW,2021-04-14,@PHX,"MARKKANEN, LAURI",30,12,7,0,7,1,2,0,2,5,11,0.4545454545,2,6,0.3333333333,0,0,NA,1,PHX,0,22,NA,119,103,23.89589041,W,20-21
GSW,2021-04-24,LAC,"LAMB, JEREMY",25,14,7,2,5,2,0,0,2,5,10,0.5,2,4,0.5,2,2,1,2,LAC,0,23,NA,121,95,28.90136986,W,20-21
GSW,2021-04-26,BKN,"GAY, RUDY",36,11,7,0,7,6,0,0,1,3,11,0.2727272727,1,4,0.25,4,4,1,3,BKN,0,24,NA,138,133,34.69041096,W,20-21
GSW,2021-05-02,@IND,"LAMB, JEREMY",26,11,7,1,6,2,0,1,1,4,13,0.3076923077,1,3,0.3333333333,2,2,1,0,IND,0,21,NA,106,111,28.92328767,L,20-21
GSW,2021-05-02,@IND,"JORDAN, DEANDRE",21,6,7,2,5,0,0,2,1,3,7,0.4285714286,0,0,NA,0,0,NA,1,IND,0,15,NA,106,111,32.78082192,L,20-21
GSW,2021-05-04,@DET,"MARKKANEN, LAURI",31,15,7,0,7,2,2,0,3,6,16,0.375,3,8,0.375,0,0,NA,4,DET,0,26,NA,93,100,23.95068493,L,20-21
GSW,2021-05-05,@NYK,"TURNER, MYLES",32,15,7,0,7,1,3,5,1,5,12,0.4166666667,2,6,0.3333333333,3,3,1,5,NYK,0,31,NA,105,102,25.11506849,W,20-21
GSW,2021-05-12,OKC,"CURRY, STEPHEN",33,43,7,0,7,4,2,0,2,15,22,0.6818181818,8,14,0.5714285714,5,5,1,1,OKC,0,56,NA,132,97,33.161643840000004,W,20-21
GSW,2021-05-17,@HOU,"TURNER, MYLES",33,10,7,1,6,3,1,4,0,4,7,0.5714285714,1,4,0.25,1,2,0.5,3,HOU,0,25,NA,126,105,25.14794521,W,20-21
GSW,2021-05-22,CLE,"LAMB, JEREMY",30,9,7,1,6,3,0,0,3,3,8,0.375,0,4,0,3,3,1,5,CLE,0,19,NA,97,114,28.97808219,L,20-21
GSW,2021-05-23,@LAL,"LAMB, JEREMY",29,10,7,0,7,1,1,0,2,3,11,0.2727272727,0,3,0,4,7,0.5714285714,1,LAL,0,19,NA,116,97,28.98082192,W,20-21
HOU,2020-12-09,NOP,"FULTZ, MARKELLE",32,15,7,1,6,6,1,0,1,5,9,0.5555555556,1,2,0.5,4,6,0.6666666667,4,NOP,0,29,NA,120,108,22.53150685,W,20-21
HOU,2020-12-11,OKC,"BRIDGES, MILES",25,7,7,4,3,0,1,1,3,3,8,0.375,0,3,0,1,2,0.5,3,OKC,0,16,NA,132,104,22.7260274,W,20-21
HOU,2020-12-15,@BKN,"HARDEN, JAMES",33,26,7,1,6,7,0,0,3,9,14,0.6428571429,5,9,0.5555555556,3,4,0.75,5,BKN,0,40,NA,116,102,31.30410959,W,20-21
HOU,2020-12-15,@BKN,"BURKS, ALEC",24,14,7,0,7,5,0,0,0,5,9,0.5555555556,2,5,0.4,2,2,1,3,BKN,0,26,NA,116,102,29.40547945,W,20-21
HOU,2020-12-17,@MIA,"VUCEVIC, NIKOLA",25,15,7,0,7,3,2,1,0,4,10,0.4,2,5,0.4,5,8,0.625,0,MIA,0,28,NA,82,95,30.14794521,L,20-21
HOU,2020-12-18,@MEM,"CHRISS, MARQUESE",29,18,7,1,6,6,1,2,0,7,9,0.7777777778,0,0,NA,4,5,0.8,2,MEM,0,34,NA,147,106,23.4630137,W,20-21
HOU,2020-12-18,@MEM,"HERNANGOMEZ, WILLY",12,0,7,6,1,0,0,0,1,0,4,0,0,2,0,0,0,NA,1,MEM,0,7,NA,147,106,26.56164384,W,20-21
HOU,2020-12-23,@CHI,"BRIDGES, MILES",21,12,7,1,6,1,0,0,1,3,4,0.75,2,3,0.6666666667,4,5,0.8,3,CHI,0,20,NA,126,96,22.75890411,W,20-21
HOU,2020-12-23,@CHI,"FULTZ, MARKELLE",34,12,7,1,6,1,0,0,1,3,4,0.75,2,3,0.6666666667,4,5,0.8,3,CHI,0,20,NA,126,96,22.56986301,W,20-21
HOU,2020-12-25,@NOP,"HARDEN, JAMES",37,26,7,2,5,5,2,0,3,9,19,0.4736842105,3,9,0.3333333333,5,5,1,3,NOP,0,40,NA,112,106,31.33150685,W,20-21
HOU,2020-12-29,IND,"BRIDGES, MILES",20,7,7,2,5,2,0,1,0,2,9,0.2222222222,1,7,0.1428571429,2,2,1,2,IND,0,17,NA,109,97,22.77534247,W,20-21
HOU,2020-12-30,@MIN,"CHRISS, MARQUESE",26,13,7,1,6,4,1,1,1,6,11,0.5454545455,0,0,NA,1,2,0.5,2,MIN,0,26,NA,144,105,23.49589041,W,20-21
HOU,2020-12-30,@MIN,"ADAMS, STEVEN",28,11,7,2,5,3,0,1,1,4,5,0.8,0,0,NA,3,4,0.75,3,MIN,0,22,NA,144,105,27.44657534,W,20-21
HOU,2021-01-05,@LAC,"VUCEVIC, NIKOLA",32,19,7,3,4,2,2,2,3,7,9,0.7777777778,3,4,0.75,2,4,0.5,0,LAC,0,32,NA,134,125,30.2,W,20-21
HOU,2021-01-07,DAL,"CHRISS, MARQUESE",25,16,7,1,6,9,3,2,3,5,11,0.4545454545,0,0,NA,6,6,1,1,DAL,0,37,NA,125,107,23.51780822,W,20-21
HOU,2021-01-10,MIA,"FULTZ, MARKELLE",34,13,7,2,5,11,1,0,3,5,12,0.4166666667,0,2,0,3,4,0.75,4,MIA,0,32,NA,120,104,22.61917808,W,20-21
HOU,2021-01-10,MIA,"ADAMS, STEVEN",30,2,7,2,5,3,0,1,3,1,3,0.3333333333,0,0,NA,0,0,NA,6,MIA,0,13,NA,120,104,27.47671233,W,20-21
HOU,2021-01-18,@TOR,"CHRISS, MARQUESE",29,5,7,1,6,4,1,2,2,2,9,0.2222222222,0,1,0,1,2,0.5,1,TOR,0,19,NA,95,93,23.54794521,W,20-21
HOU,2021-01-20,PHX,"HARDEN, JAMES",40,45,7,0,7,9,0,0,1,19,38,0.5,4,13,0.3076923077,3,3,1,2,PHX,0,61,NA,110,119,31.40273973,L,20-21
HOU,2021-01-20,PHX,"BURKS, ALEC",32,15,7,1,6,2,0,0,0,4,14,0.2857142857,1,5,0.2,6,6,1,1,PHX,0,24,NA,110,119,29.50410959,L,20-21
HOU,2021-01-22,SAC,"HARDEN, JAMES",34,28,7,2,5,8,1,0,2,7,13,0.5384615385,6,10,0.6,8,8,1,3,SAC,0,44,NA,121,98,31.40821918,W,20-21
HOU,2021-01-29,SAS,"BURKS, ALEC",32,19,7,2,5,2,0,0,2,6,11,0.5454545455,1,4,0.25,6,7,0.8571428571,1,SAS,0,28,NA,117,95,29.52876712,W,20-21
HOU,2021-02-01,@LAC,"WHITE, DERRICK",28,12,7,0,7,3,0,0,1,5,9,0.5555555556,1,1,1,1,2,0.5,4,LAC,0,22,NA,127,104,26.58630137,W,20-21
HOU,2021-02-01,@LAC,"BARNES, HARRISON",27,6,7,0,7,1,0,2,4,2,7,0.2857142857,0,1,0,2,2,1,3,LAC,0,16,NA,127,104,28.67671233,W,20-21
HOU,2021-02-03,@PHX,"VUCEVIC, NIKOLA",30,13,7,3,4,1,1,1,0,6,10,0.6,0,3,0,1,1,1,6,PHX,0,23,NA,116,111,30.27945205,W,20-21
HOU,2021-02-03,@PHX,"HERNANGOMEZ, WILLY",19,6,7,0,7,2,0,1,2,3,7,0.4285714286,0,2,0,0,0,NA,2,PHX,0,16,NA,116,111,26.69041096,W,20-21
HOU,2021-02-10,BKN,"BARNES, HARRISON",34,9,7,4,3,0,1,0,2,3,13,0.2307692308,2,7,0.2857142857,1,1,1,4,BKN,0,17,NA,102,115,28.70136986,L,20-21
HOU,2021-02-21,@ATL,"BARNES, HARRISON",35,20,7,0,7,7,0,0,1,5,11,0.4545454545,1,1,1,9,10,0.9,0,ATL,0,34,NA,146,103,28.73150685,W,20-21
HOU,2021-02-24,MIN,"CHRISS, MARQUESE",36,9,7,3,4,7,2,1,4,4,11,0.3636363636,0,0,NA,1,1,1,3,MIN,0,26,NA,117,132,23.64931507,L,20-21
HOU,2021-02-27,@MEM,"PORTIS, BOBBY",21,9,7,5,2,0,0,0,0,4,11,0.3636363636,1,3,0.3333333333,0,2,0,0,MEM,0,16,NA,104,105,26.04657534,L,20-21
HOU,2021-02-27,@MEM,"MUSCALA, MIKE",23,0,7,1,6,4,0,0,0,0,5,0,0,4,0,0,0,NA,2,MEM,0,11,NA,104,105,29.66027397,L,20-21
HOU,2021-03-03,LAL,"HARDEN, JAMES",35,38,7,0,7,8,1,0,3,13,22,0.5909090909,8,15,0.5333333333,4,4,1,6,LAL,0,54,NA,148,120,31.51780822,W,20-21
HOU,2021-03-03,LAL,"CHRISS, MARQUESE",28,20,7,2,5,4,1,2,0,9,10,0.9,0,0,NA,2,2,1,3,LAL,0,34,NA,148,120,23.66849315,W,20-21
HOU,2021-03-03,LAL,"WHITE, DERRICK",29,13,7,3,4,6,1,1,2,5,9,0.5555555556,1,1,1,2,2,1,3,LAL,0,28,NA,148,120,26.66849315,W,20-21
HOU,2021-03-05,OKC,"BARNES, HARRISON",33,14,7,1,6,1,0,0,4,4,8,0.5,1,2,0.5,5,5,1,3,OKC,0,22,NA,102,99,28.76438356,W,20-21
HOU,2021-03-07,DEN,"BARNES, HARRISON",33,26,7,3,4,4,0,1,4,10,12,0.8333333333,4,5,0.8,2,2,1,1,DEN,0,38,NA,148,126,28.76986301,W,20-21
HOU,2021-03-07,DEN,"CHRISS, MARQUESE",32,11,7,4,3,4,0,0,4,3,9,0.3333333333,0,0,NA,5,6,0.8333333333,4,DEN,0,22,NA,148,126,23.67945205,W,20-21
HOU,2021-03-12,@UTA,"PORTIS, BOBBY",31,17,7,2,5,0,1,0,2,4,9,0.4444444444,2,4,0.5,7,7,1,5,UTA,0,25,NA,113,116,26.08219178,L,20-21
HOU,2021-03-16,DAL,"CHRISS, MARQUESE",19,0,7,0,7,0,0,2,0,0,1,0,0,1,0,0,0,NA,4,DAL,0,9,NA,115,127,23.70410959,L,20-21
HOU,2021-03-18,NOP,"VUCEVIC, NIKOLA",30,10,7,2,5,0,1,0,0,4,5,0.8,1,1,1,1,2,0.5,0,NOP,0,18,NA,90,122,30.39726027,L,20-21
HOU,2021-03-20,CHA,"FULTZ, MARKELLE",26,15,7,0,7,7,1,0,1,4,7,0.5714285714,1,1,1,6,7,0.8571428571,1,CHA,0,30,NA,114,112,22.80821918,W,20-21
HOU,2021-03-20,CHA,"VUCEVIC, NIKOLA",22,10,7,5,2,2,2,1,3,5,10,0.5,0,2,0,0,0,NA,1,CHA,0,22,NA,114,112,30.40273973,W,20-21
HOU,2021-03-20,CHA,"PORTIS, BOBBY",19,10,7,2,5,2,0,1,2,3,9,0.3333333333,2,3,0.6666666667,2,6,0.3333333333,2,CHA,0,20,NA,114,112,26.10410959,W,20-21
HOU,2021-03-25,UTA,"NOEL, NERLENS",28,19,7,2,5,0,1,1,1,8,9,0.8888888889,0,0,NA,3,3,1,4,UTA,0,28,NA,137,109,26.95616438,W,20-21
HOU,2021-03-25,UTA,"CHRISS, MARQUESE",20,10,7,1,6,6,0,0,4,4,8,0.5,0,0,NA,2,2,1,2,UTA,0,23,NA,137,109,23.72876712,W,20-21
HOU,2021-04-11,MEM,"CHRISS, MARQUESE",20,11,7,3,4,1,0,2,2,4,5,0.8,0,0,NA,3,4,0.75,3,MEM,0,21,NA,94,114,23.77534247,L,20-21
HOU,2021-04-11,MEM,"PORTIS, BOBBY",25,8,7,1,6,4,0,0,1,2,10,0.2,2,5,0.4,2,6,0.3333333333,1,MEM,0,19,NA,94,114,26.16438356,L,20-21
HOU,2021-04-11,MEM,"BARNES, HARRISON",30,7,7,0,7,2,0,0,0,3,6,0.5,1,3,0.3333333333,0,0,NA,2,MEM,0,16,NA,94,114,28.86575342,L,20-21
HOU,2021-04-11,MEM,"NOEL, NERLENS",30,6,7,3,4,2,1,2,3,2,7,0.2857142857,0,0,NA,2,2,1,3,MEM,0,18,NA,94,114,27.00273973,L,20-21
HOU,2021-04-14,@BOS,"FULTZ, MARKELLE",36,21,7,0,7,7,2,0,1,9,19,0.4736842105,1,2,0.5,2,2,1,5,BOS,0,37,NA,114,132,22.87671233,L,20-21
HOU,2021-04-16,@NYK,"PORTIS, BOBBY",23,12,7,4,3,0,1,0,0,3,7,0.4285714286,2,4,0.5,4,4,1,1,NYK,0,20,NA,120,95,26.17808219,W,20-21
HOU,2021-04-16,@NYK,"NOEL, NERLENS",31,6,7,3,4,0,2,3,1,3,5,0.6,0,0,NA,0,0,NA,3,NYK,0,18,NA,120,95,27.01643836,W,20-21
HOU,2021-04-26,@LAL,"NOEL, NERLENS",27,12,7,3,4,0,0,0,3,6,9,0.6666666667,0,0,NA,0,0,NA,4,LAL,0,19,NA,113,115,27.04383562,L,20-21
HOU,2021-04-29,@POR,"VUCEVIC, NIKOLA",26,17,7,3,4,1,1,1,3,3,6,0.5,1,2,0.5,10,10,1,4,POR,0,27,NA,108,111,30.51232877,L,20-21
HOU,2021-05-01,CLE,"PORTIS, BOBBY",21,7,7,1,6,1,0,1,0,2,6,0.3333333333,1,2,0.5,2,2,1,2,CLE,0,16,NA,107,80,26.21917808,W,20-21
HOU,2021-05-05,CHI,"HARDEN, JAMES",36,36,7,4,3,17,2,1,2,10,18,0.5555555556,3,9,0.3333333333,13,14,0.9285714286,2,CHI,0,63,NA,142,80,31.69041096,W,20-21
HOU,2021-05-09,@MIL,"MUSCALA, MIKE",20,10,7,3,4,2,0,0,1,3,4,0.75,2,3,0.6666666667,2,2,1,5,MIL,0,19,NA,121,108,29.85479452,W,20-21
HOU,2021-05-09,@MIL,"CHRISS, MARQUESE",22,8,7,2,5,1,1,0,1,2,5,0.4,0,0,NA,4,6,0.6666666667,3,MIL,0,17,NA,121,108,23.85205479,W,20-21
HOU,2021-05-09,@MIL,"NOEL, NERLENS",31,6,7,2,5,0,1,2,1,3,9,0.3333333333,0,0,NA,0,2,0,3,MIL,0,16,NA,121,108,27.07945205,W,20-21
HOU,2021-05-13,@DET,"BARNES, HARRISON",32,23,7,0,7,6,0,0,0,10,16,0.625,2,4,0.5,1,1,1,0,DET,0,36,NA,153,87,28.95342466,W,20-21
HOU,2021-05-13,@DET,"CHRISS, MARQUESE",23,22,7,3,4,9,0,0,0,11,15,0.7333333333,0,0,NA,0,0,NA,5,DET,0,38,NA,153,87,23.8630137,W,20-21
HOU,2021-05-17,GSW,"WHITE, DERRICK",33,16,7,0,7,2,0,1,1,6,13,0.4615384615,0,4,0,4,4,1,0,GSW,0,26,NA,105,126,26.8739726,L,20-21
HOU,2021-05-20,TOR,"PORTIS, BOBBY",25,10,7,2,5,0,0,0,1,3,9,0.3333333333,1,4,0.25,3,6,0.5,4,TOR,0,17,NA,116,104,26.27123288,W,20-21
HOU,2021-05-24,WAS,"CHRISS, MARQUESE",20,8,7,0,7,3,0,0,3,3,3,1,0,0,NA,2,2,1,3,WAS,0,18,NA,133,127,23.89315068,W,20-21
HOU,2021-05-29,MEM,"PORTIS, BOBBY",13,15,7,2,5,1,0,0,1,7,12,0.5833333333,0,2,0,1,2,0.5,1,MEM,0,23,NA,112,115,26.29589041,L,20-21
HOU,2021-05-29,MEM,"NOEL, NERLENS",21,11,7,2,5,2,0,2,4,4,9,0.4444444444,0,0,NA,3,5,0.6,2,MEM,0,22,NA,112,115,27.13424658,L,20-21
IND,2020-12-09,@CLE,"BROGDON, MALCOLM",35,9,7,0,7,9,0,0,2,4,11,0.3636363636,1,2,0.5,0,0,NA,3,CLE,0,25,NA,115,77,27.99453552,W,20-21
IND,2020-12-11,@DET,"BROGDON, MALCOLM",32,17,7,3,4,11,1,0,4,6,12,0.5,3,6,0.5,2,3,0.6666666667,5,DET,0,36,NA,130,115,28,W,20-21
IND,2020-12-17,CHI,"WILLIAMS, ROBERT",20,2,7,1,6,1,0,1,3,1,8,0.125,0,0,NA,0,0,NA,2,CHI,0,11,NA,107,83,23.16712329,W,20-21
IND,2020-12-26,OKC,"BROGDON, MALCOLM",35,22,7,1,6,9,1,0,3,9,16,0.5625,1,5,0.2,3,3,1,4,OKC,0,39,NA,116,104,28.04109589,W,20-21
IND,2020-12-29,@HOU,"BROGDON, MALCOLM",42,28,7,0,7,6,1,0,2,11,29,0.3793103448,4,13,0.3076923077,2,2,1,4,HOU,0,42,NA,97,109,28.04931507,L,20-21
IND,2021-01-17,@OKC,"LOPEZ, BROOK",29,7,7,1,6,2,1,3,3,1,3,0.3333333333,1,3,0.3333333333,4,5,0.8,5,OKC,0,20,NA,104,98,32.79726027,W,20-21
IND,2021-01-19,@DET,"LOPEZ, BROOK",31,8,7,2,5,3,1,1,2,4,5,0.8,0,0,NA,0,0,NA,2,DET,0,20,NA,118,99,32.80273973,W,20-21
IND,2021-01-22,LAC,"WARREN, TJ",22,6,7,0,7,0,1,1,2,3,11,0.2727272727,0,7,0,0,0,NA,0,LAC,0,15,NA,77,107,27.38082192,L,20-21
IND,2021-01-26,@ATL,"SABONIS, DOMANTAS",32,15,7,1,6,4,0,0,0,7,13,0.5384615385,0,0,NA,1,2,0.5,1,ATL,0,26,NA,120,110,24.73424658,W,20-21
IND,2021-01-30,LAL,"PASCHALL, ERIC",20,5,7,2,5,3,1,0,2,2,5,0.4,0,0,NA,1,2,0.5,1,LAL,0,16,NA,124,105,24.23835616,W,20-21
IND,2021-02-04,@MIL,"SABONIS, DOMANTAS",25,4,7,0,7,7,0,2,0,2,7,0.2857142857,0,0,NA,0,0,NA,6,MIL,0,20,NA,81,108,24.75890411,L,20-21
IND,2021-02-05,TOR,"BROGDON, MALCOLM",35,21,7,1,6,9,1,0,2,9,21,0.4285714286,1,3,0.3333333333,2,2,1,4,TOR,0,38,NA,109,93,28.15342466,W,20-21
IND,2021-02-05,TOR,"HALIBURTON, TYRESE",26,4,7,1,6,4,1,0,0,2,4,0.5,0,2,0,0,0,NA,1,TOR,0,16,NA,109,93,20.93715847,W,20-21
IND,2021-02-10,@NOP,"WILLIAMS, ROBERT",27,0,7,0,7,4,2,2,0,0,3,0,0,0,NA,0,0,NA,1,NOP,0,15,NA,88,107,23.31780822,L,20-21
IND,2021-02-15,DEN,"WILLIAMS, ROBERT",24,3,7,1,6,1,4,2,2,1,3,0.3333333333,0,0,NA,1,2,0.5,2,DEN,0,17,NA,123,105,23.33150685,W,20-21
IND,2021-02-21,MIA,"WILLIAMS, ROBERT",21,6,7,2,5,1,0,0,1,2,5,0.4,0,0,NA,2,2,1,2,MIA,0,14,NA,111,120,23.34794521,L,20-21
IND,2021-02-26,PHI,"BROGDON, MALCOLM",35,16,7,1,6,9,0,0,0,5,11,0.4545454545,1,5,0.2,5,5,1,2,PHI,0,32,NA,113,96,28.2109589,W,20-21
IND,2021-02-28,@MIN,"WILLIAMS, ROBERT",22,8,7,3,4,1,1,1,1,4,6,0.6666666667,0,0,NA,0,0,NA,2,MIN,0,18,NA,131,128,23.36712329,W,20-21
IND,2021-03-04,@DEN,"LOPEZ, BROOK",26,2,7,2,5,2,1,3,3,1,2,0.5,0,1,0,0,0,NA,2,DEN,0,15,NA,90,107,32.92328767,L,20-21
IND,2021-03-09,@GSW,"WILLIAMS, ROBERT",30,12,7,1,6,1,2,1,1,4,6,0.6666666667,0,0,NA,4,6,0.6666666667,2,GSW,0,23,NA,118,120,23.39178082,L,20-21
IND,2021-03-14,CHI,"LOPEZ, BROOK",26,13,7,2,5,0,0,4,0,5,11,0.4545454545,1,4,0.25,2,2,1,1,CHI,0,24,NA,104,93,32.95068493,W,20-21
IND,2021-03-24,NOP,"HALIBURTON, TYRESE",29,2,7,3,4,3,1,0,1,0,6,0,0,2,0,2,2,1,2,NOP,0,13,NA,105,97,21.06575342,W,20-21
IND,2021-04-06,@NYK,"WILLIAMS, ROBERT",30,6,7,1,6,3,3,1,2,3,6,0.5,0,0,NA,0,0,NA,1,NYK,0,20,NA,111,84,23.46849315,W,20-21
IND,2021-04-08,@TOR,"HALIBURTON, TYRESE",38,4,7,1,6,5,0,1,2,1,10,0.1,1,6,0.1666666667,1,2,0.5,3,TOR,0,17,NA,91,86,21.10684932,W,20-21
IND,2021-04-08,@TOR,"LOPEZ, BROOK",20,5,7,2,5,2,1,3,3,2,4,0.5,1,2,0.5,0,2,0,3,TOR,0,18,NA,91,86,33.01917808,W,20-21
IND,2021-04-10,CHA,"HALIBURTON, TYRESE",35,4,7,1,6,8,2,0,0,1,5,0.2,0,2,0,2,2,1,2,CHA,0,21,NA,122,104,21.11232877,W,20-21
IND,2021-04-12,POR,"BIRCH, KHEM",15,11,7,3,4,0,0,0,2,5,7,0.7142857143,0,0,NA,1,2,0.5,1,POR,0,18,NA,87,99,28.5369863,L,20-21
IND,2021-04-20,@CHI,"PASCHALL, ERIC",26,24,7,1,6,1,0,0,2,11,17,0.6470588235,1,5,0.2,1,2,0.5,2,CHI,0,32,NA,118,111,24.45753425,W,20-21
IND,2021-04-24,BOS,"BROGDON, MALCOLM",36,31,7,0,7,3,2,0,2,12,22,0.5454545455,3,8,0.375,4,4,1,1,BOS,0,43,NA,91,114,28.36712329,L,20-21
IND,2021-05-02,GSW,"LEONARD, KAWHI",36,18,7,1,6,5,1,1,2,6,15,0.4,1,3,0.3333333333,5,5,1,4,GSW,0,32,NA,111,106,29.84109589,W,20-21
IND,2021-05-02,GSW,"BROGDON, MALCOLM",31,12,7,2,5,6,1,0,6,4,13,0.3076923077,0,2,0,4,4,1,2,GSW,0,26,NA,111,106,28.3890411,W,20-21
IND,2021-05-04,MIA,"LEONARD, KAWHI",37,29,7,1,6,8,0,0,1,8,16,0.5,2,5,0.4,11,11,1,2,MIA,0,44,NA,121,95,29.84657534,W,20-21
IND,2021-05-04,MIA,"BIRCH, KHEM",12,6,7,2,5,0,0,1,0,3,3,1,0,0,NA,0,0,NA,0,MIA,0,14,NA,121,95,28.59726027,W,20-21
IND,2021-05-11,HOU,"LEONARD, KAWHI",34,16,7,0,7,1,2,0,4,6,17,0.3529411765,1,3,0.3333333333,3,3,1,3,HOU,0,26,NA,81,106,29.86575342,L,20-21
IND,2021-05-14,@LAC,"WIGGINS, ANDREW",38,24,7,0,7,5,1,2,2,10,22,0.4545454545,2,5,0.4,2,3,0.6666666667,0,LAC,0,39,NA,118,104,26.21917808,W,20-21
LAC,2020-12-07,@GSW,"LEONARD, KAWHI",35,31,7,0,7,5,6,1,1,9,19,0.4736842105,3,6,0.5,10,13,0.7692307692,2,GSW,0,50,NA,118,103,29.44109589,W,20-21
LAC,2020-12-07,@GSW,"ZUBAC, IVICA",21,14,7,4,3,0,0,1,0,6,10,0.6,0,0,NA,2,2,1,2,GSW,0,22,NA,118,103,23.72328767,W,20-21
LAC,2020-12-13,@UTA,"ZUBAC, IVICA",20,7,7,3,4,0,1,0,0,3,8,0.375,0,0,NA,1,2,0.5,3,UTA,0,15,NA,102,112,23.73972603,L,20-21
LAC,2020-12-14,SAS,"LEONARD, KAWHI",38,30,7,0,7,5,4,1,1,10,22,0.4545454545,2,5,0.4,8,8,1,1,SAS,0,47,NA,119,98,29.46027397,W,20-21
LAC,2020-12-14,SAS,"ZUBAC, IVICA",20,14,7,3,4,1,0,1,3,5,8,0.625,0,0,NA,4,6,0.6666666667,5,SAS,0,23,NA,119,98,23.74246575,W,20-21
LAC,2020-12-14,SAS,"GASOL, MARC",22,0,7,1,6,2,0,1,1,0,2,0,0,2,0,0,0,NA,0,SAS,0,10,NA,119,98,35.87431694,W,20-21
LAC,2020-12-21,POR,"BEVERLEY, PATRICK",30,3,7,2,5,2,1,1,1,1,5,0.2,1,3,0.3333333333,0,0,NA,2,POR,0,14,NA,107,126,32.44383562,L,20-21
LAC,2020-12-28,@NOP,"GEORGE, PAUL",35,22,7,0,7,5,3,1,3,8,14,0.5714285714,3,8,0.375,3,3,1,4,NOP,0,38,NA,122,119,30.65753425,W,20-21
LAC,2020-12-28,@NOP,"ZUBAC, IVICA",22,11,7,3,4,0,1,2,2,4,11,0.3636363636,0,0,NA,3,6,0.5,2,NOP,0,21,NA,122,119,23.78082192,W,20-21
LAC,2020-12-30,ATL,"LEONARD, KAWHI",35,37,7,1,6,6,2,0,1,14,25,0.56,3,7,0.4285714286,6,7,0.8571428571,1,ATL,0,52,NA,145,133,29.50410959,W,20-21
