TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype,SEASON
ATL,2021-12-13,HOU,"FORBES, BRYN",7,3,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,2,HOU,0,3,NA,132,115,28.39178082,W,REG,21-22
ATL,2021-12-13,HOU,"CALDWELL-POPE, KENTAVIOUS",10,2,0,0,0,1,0,0,1,1,3,0.3333333333,0,2,0,0,0,NA,2,HOU,0,3,NA,132,115,28.81643836,W,REG,21-22
ATL,2021-12-15,@ORL,"YOUNG, TRAE",35,20,7,3,4,13,0,0,1,7,18,0.3888888889,1,6,0.1666666667,5,6,0.8333333333,5,ORL,0,40,NA,118,97,23.23835616,W,REG,21-22
ATL,2021-12-15,@ORL,"GRANT, JERAMI",23,19,4,1,3,1,0,1,3,8,12,0.6666666667,1,2,0.5,2,4,0.5,1,ORL,0,25,NA,118,97,27.76164384,W,REG,21-22
ATL,2021-12-15,@ORL,"GEORGE, PAUL",33,18,12,0,12,4,0,1,1,8,17,0.4705882353,2,7,0.2857142857,0,0,NA,4,ORL,0,35,NA,118,97,31.62191781,W,REG,21-22
ATL,2021-12-15,@ORL,"DAVIS, ANTHONY",31,18,8,4,4,3,1,1,0,8,13,0.6153846154,0,1,0,2,4,0.5,2,ORL,0,31,NA,118,97,28.76438356,W,REG,21-22
ATL,2021-12-15,@ORL,"ANTHONY, CARMELO",29,17,3,0,3,2,3,0,1,4,6,0.6666666667,2,4,0.5,7,9,0.7777777778,2,ORL,0,25,NA,118,97,37.54794521,W,REG,21-22
ATL,2021-12-15,@ORL,"POWELL, NORMAN",28,8,2,0,2,1,0,0,2,3,9,0.3333333333,2,4,0.5,0,0,NA,3,ORL,0,11,NA,118,97,28.55890411,W,REG,21-22
ATL,2021-12-15,@ORL,"HARDAWAY, TIM",21,7,4,0,4,1,1,0,6,2,8,0.25,1,5,0.2,2,3,0.6666666667,1,ORL,0,13,NA,118,97,23.84931507,W,REG,21-22
ATL,2021-12-15,@ORL,"CALDWELL-POPE, KENTAVIOUS",10,4,3,0,3,1,1,0,0,1,2,0.5,0,1,0,2,2,1,0,ORL,0,9,NA,118,97,28.82191781,W,REG,21-22
ATL,2021-12-15,@ORL,"ZELLER, CODY",13,3,6,3,3,0,0,0,0,0,1,0,0,0,NA,3,4,0.75,1,ORL,0,9,NA,118,97,29.19452055,W,REG,21-22
ATL,2021-12-15,@ORL,"FORBES, BRYN",6,3,0,0,0,0,0,0,0,1,3,0.3333333333,1,3,0.3333333333,0,0,NA,1,ORL,0,3,NA,118,97,28.39726027,W,REG,21-22
ATL,2021-12-15,@ORL,"SMITH, ISH",11,1,4,0,4,3,0,0,0,0,0,NA,0,0,NA,1,2,0.5,2,ORL,0,8,NA,118,97,33.44657534,W,REG,21-22
ATL,2021-12-17,DEN,"YOUNG, TRAE",32,33,6,0,6,5,1,0,1,10,19,0.5263157895,4,7,0.5714285714,9,10,0.9,1,DEN,0,45,NA,129,115,23.24383562,W,REG,21-22
ATL,2021-12-17,DEN,"GEORGE, PAUL",30,16,4,0,4,6,3,1,0,6,14,0.4285714286,1,8,0.125,3,3,1,2,DEN,0,30,NA,129,115,31.62739726,W,REG,21-22
ATL,2021-12-17,DEN,"ANTHONY, CARMELO",29,13,3,0,3,1,1,1,4,5,9,0.5555555556,3,5,0.6,0,0,NA,1,DEN,0,19,NA,129,115,37.55342466,W,REG,21-22
ATL,2021-12-17,DEN,"DAVIS, ANTHONY",32,12,9,2,7,4,2,2,2,4,8,0.5,1,3,0.3333333333,3,5,0.6,3,DEN,0,29,NA,129,115,28.76986301,W,REG,21-22
ATL,2021-12-17,DEN,"HARDAWAY, TIM",22,11,2,0,2,0,0,0,0,4,9,0.4444444444,3,7,0.4285714286,0,0,NA,1,DEN,0,13,NA,129,115,23.85479452,W,REG,21-22
ATL,2021-12-17,DEN,"GRANT, JERAMI",24,11,3,0,3,5,3,0,3,5,9,0.5555555556,0,1,0,1,1,1,3,DEN,0,22,NA,129,115,27.76712329,W,REG,21-22
ATL,2021-12-17,DEN,"POWELL, NORMAN",28,9,0,0,0,3,2,0,0,3,9,0.3333333333,2,6,0.3333333333,1,2,0.5,2,DEN,0,14,NA,129,115,28.56438356,W,REG,21-22
ATL,2021-12-17,DEN,"FORBES, BRYN",8,9,0,0,0,0,0,0,2,3,4,0.75,1,2,0.5,2,3,0.6666666667,0,DEN,0,9,NA,129,115,28.40273973,W,REG,21-22
ATL,2021-12-17,DEN,"ZELLER, CODY",15,7,6,2,4,4,2,0,2,3,3,1,0,0,NA,1,2,0.5,1,DEN,0,19,NA,129,115,29.2,W,REG,21-22
ATL,2021-12-17,DEN,"SMITH, ISH",10,4,2,0,2,1,1,0,0,2,2,1,0,0,NA,0,0,NA,1,DEN,0,8,NA,129,115,33.45205479,W,REG,21-22
ATL,2021-12-17,DEN,"CALDWELL-POPE, KENTAVIOUS",10,4,0,0,0,0,1,1,0,1,4,0.25,0,2,0,2,2,1,0,DEN,0,6,NA,129,115,28.82739726,W,REG,21-22
ATL,2021-12-19,CLE,"YOUNG, TRAE",35,27,4,0,4,5,2,0,2,10,18,0.5555555556,3,6,0.5,4,4,1,2,CLE,0,38,NA,103,118,23.24931507,L,REG,21-22
ATL,2021-12-19,CLE,"GEORGE, PAUL",32,18,4,0,4,8,6,0,6,6,12,0.5,4,8,0.5,2,2,1,1,CLE,0,36,NA,103,118,31.63287671,L,REG,21-22
ATL,2021-12-19,CLE,"HARDAWAY, TIM",21,18,2,0,2,1,1,0,0,7,11,0.6363636364,1,5,0.2,3,4,0.75,2,CLE,0,22,NA,103,118,23.86027397,L,REG,21-22
ATL,2021-12-19,CLE,"GRANT, JERAMI",22,14,4,0,4,3,0,2,3,6,11,0.5454545455,0,2,0,2,2,1,4,CLE,0,23,NA,103,118,27.77260274,L,REG,21-22
ATL,2021-12-19,CLE,"DAVIS, ANTHONY",31,13,14,5,9,2,1,3,3,6,15,0.4,1,2,0.5,0,0,NA,0,CLE,0,33,NA,103,118,28.77534247,L,REG,21-22
ATL,2021-12-19,CLE,"POWELL, NORMAN",30,7,2,0,2,1,2,0,1,3,7,0.4285714286,1,2,0.5,0,0,NA,2,CLE,0,12,NA,103,118,28.56986301,L,REG,21-22
ATL,2021-12-19,CLE,"ANTHONY, CARMELO",29,2,3,0,3,0,4,0,1,1,7,0.1428571429,0,1,0,0,0,NA,4,CLE,0,9,NA,103,118,37.55890411,L,REG,21-22
ATL,2021-12-19,CLE,"ZELLER, CODY",12,2,4,2,2,3,1,0,1,1,2,0.5,0,0,NA,0,0,NA,0,CLE,0,10,NA,103,118,29.20547945,L,REG,21-22
ATL,2021-12-19,CLE,"SMITH, ISH",11,2,2,0,2,0,0,0,1,1,3,0.3333333333,0,0,NA,0,0,NA,1,CLE,0,4,NA,103,118,33.45753425,L,REG,21-22
ATL,2021-12-19,CLE,"CALDWELL-POPE, KENTAVIOUS",10,0,0,0,0,0,0,0,1,0,2,0,0,0,NA,0,0,NA,0,CLE,0,0,NA,103,118,28.83287671,L,REG,21-22
ATL,2021-12-19,CLE,"FORBES, BRYN",7,0,1,0,1,1,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,CLE,0,2,NA,103,118,28.40821918,L,REG,21-22
ATL,2021-12-22,ORL,"GEORGE, PAUL",28,23,10,1,9,6,4,1,2,9,13,0.6923076923,3,6,0.5,2,2,1,4,ORL,0,44,NA,142,92,31.64109589,W,REG,21-22
ATL,2021-12-22,ORL,"YOUNG, TRAE",34,19,7,0,7,9,0,0,1,6,23,0.2608695652,5,10,0.5,2,2,1,5,ORL,0,35,NA,142,92,23.25753425,W,REG,21-22
ATL,2021-12-22,ORL,"ANTHONY, CARMELO",30,19,8,1,7,0,1,1,0,7,15,0.4666666667,4,10,0.4,1,1,1,2,ORL,0,29,NA,142,92,37.56712329,W,REG,21-22
ATL,2021-12-22,ORL,"GRANT, JERAMI",23,18,7,2,5,0,1,0,0,7,12,0.5833333333,2,2,1,2,2,1,1,ORL,0,26,NA,142,92,27.78082192,W,REG,21-22
ATL,2021-12-22,ORL,"POWELL, NORMAN",31,17,2,1,1,2,0,1,0,7,9,0.7777777778,0,1,0,3,3,1,2,ORL,0,22,NA,142,92,28.57808219,W,REG,21-22
ATL,2021-12-22,ORL,"DAVIS, ANTHONY",31,14,13,4,9,5,0,1,2,5,12,0.4166666667,1,6,0.1666666667,3,3,1,3,ORL,0,33,NA,142,92,28.78356164,W,REG,21-22
ATL,2021-12-22,ORL,"HARDAWAY, TIM",23,11,1,0,1,1,0,0,0,3,6,0.5,1,4,0.25,4,4,1,2,ORL,0,13,NA,142,92,23.86849315,W,REG,21-22
ATL,2021-12-22,ORL,"FORBES, BRYN",7,9,0,0,0,1,0,0,0,2,3,0.6666666667,1,2,0.5,4,4,1,0,ORL,0,10,NA,142,92,28.41643836,W,REG,21-22
ATL,2021-12-22,ORL,"CALDWELL-POPE, KENTAVIOUS",10,6,1,0,1,0,0,0,0,2,3,0.6666666667,2,2,1,0,0,NA,0,ORL,0,7,NA,142,92,28.84109589,W,REG,21-22
ATL,2021-12-22,ORL,"ZELLER, CODY",13,4,4,0,4,1,0,1,1,1,2,0.5,0,0,NA,2,4,0.5,2,ORL,0,10,NA,142,92,29.21369863,W,REG,21-22
ATL,2021-12-22,ORL,"SMITH, ISH",10,2,0,0,0,3,0,0,0,1,2,0.5,0,0,NA,0,0,NA,1,ORL,0,5,NA,142,92,33.46575342,W,REG,21-22
ATL,2021-12-23,@PHI,"YOUNG, TRAE",35,19,5,0,5,6,0,0,2,6,16,0.375,0,1,0,7,9,0.7777777778,4,PHI,0,30,NA,103,108,23.26027397,L,REG,21-22
ATL,2021-12-23,@PHI,"DAVIS, ANTHONY",31,18,10,3,7,5,1,2,2,9,11,0.8181818182,0,2,0,0,0,NA,4,PHI,0,36,NA,103,108,28.78630137,L,REG,21-22
ATL,2021-12-23,@PHI,"GEORGE, PAUL",32,17,5,0,5,2,3,0,3,7,9,0.7777777778,3,4,0.75,0,0,NA,2,PHI,0,27,NA,103,108,31.64383562,L,REG,21-22
