TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,GAME,ROUND,gametype
CLE,2024-05-28,NYK,"JAMES, LEBRON",39,32,2,0,2,4,3,0,0,12,18,0.6666666666666666,3,5,0.6,5,6,0.8333333333333334,2,NYK,0,41,,124,90,NA,W,2,3,PLAYOFF
CLE,2024-05-28,NYK,"GARLAND, DARIUS",32,31,1,0,1,6,0,0,2,12,23,0.5217391304347826,3,9,0.3333333333333333,4,6,0.6666666666666666,2,NYK,0,38,,124,90,NA,W,2,3,PLAYOFF
CLE,2024-05-28,NYK,"INGRAM, BRANDON",39,21,5,0,5,5,0,0,2,7,12,0.5833333333333334,1,3,0.3333333333333333,6,6,1,3,NYK,0,31,,124,90,NA,W,2,3,PLAYOFF
CLE,2024-05-28,NYK,"HALIBURTON, TYRESE",40,20,6,0,6,7,0,0,0,8,14,0.5714285714285714,2,4,0.5,2,2,1,1,NYK,0,33,,124,90,24.243835616438357,W,2,3,PLAYOFF
CLE,2024-05-28,NYK,"HARTENSTEIN, ISAIAH",28,8,13,1,12,0,2,0,0,3,4,0.75,0,0,NA,2,3,0.6666666666666666,3,NYK,0,23,,124,90,NA,W,2,3,PLAYOFF
CLE,2024-05-28,NYK,"GOBERT, RUDY",28,6,15,1,14,0,2,2,0,3,5,0.6,0,0,NA,0,0,NA,1,NYK,0,25,,124,90,NA,W,2,3,PLAYOFF
CLE,2024-05-28,NYK,"JONES, TYUS",5,4,0,0,0,0,0,0,0,2,4,0.5,0,0,NA,0,0,NA,0,NYK,0,4,,124,90,NA,W,2,3,PLAYOFF
CLE,2024-05-28,NYK,"JONES, HERB",28,2,2,1,1,2,2,3,0,1,5,0.2,0,0,NA,0,0,NA,0,NYK,0,11,,124,90,NA,W,2,3,PLAYOFF
CLE,2024-05-28,NYK,"SOCHAN, JEREMY",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,NYK,0,0,,124,90,NA,W,2,3,PLAYOFF
CLE,2024-05-30,@NYK,"HALIBURTON, TYRESE",43,26,6,0,6,9,1,0,1,10,20,0.5,2,3,0.6666666666666666,4,4,1,1,NYK,0,42,,121,110,24.24931506849315,W,3,3,PLAYOFF
CLE,2024-05-30,@NYK,"JAMES, LEBRON",38,25,6,1,5,4,1,1,0,10,22,0.45454545454545453,1,5,0.2,4,4,1,1,NYK,0,37,,121,110,NA,W,3,3,PLAYOFF
CLE,2024-05-30,@NYK,"INGRAM, BRANDON",39,22,10,2,8,4,0,0,0,8,18,0.4444444444444444,3,5,0.6,3,3,1,2,NYK,0,36,,121,110,NA,W,3,3,PLAYOFF
CLE,2024-05-30,@NYK,"GARLAND, DARIUS",33,20,5,0,5,4,0,1,0,9,21,0.42857142857142855,2,7,0.2857142857142857,0,0,NA,1,NYK,0,30,,121,110,NA,W,3,3,PLAYOFF
CLE,2024-05-30,@NYK,"HARTENSTEIN, ISAIAH",35,12,14,7,7,1,1,2,1,6,8,0.75,0,1,0,0,0,NA,3,NYK,0,30,,121,110,NA,W,3,3,PLAYOFF
CLE,2024-05-30,@NYK,"JONES, HERB",29,10,3,2,1,2,3,0,0,4,9,0.4444444444444444,0,0,NA,2,3,0.6666666666666666,0,NYK,0,18,,121,110,NA,W,3,3,PLAYOFF
CLE,2024-05-30,@NYK,"NANCE, LARRY",15,6,2,1,1,0,0,0,0,2,3,0.6666666666666666,0,0,NA,2,2,1,1,NYK,0,8,,121,110,NA,W,3,3,PLAYOFF
CLE,2024-05-30,@NYK,"SOCHAN, JEREMY",8,0,3,0,3,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,NYK,0,3,,121,110,NA,W,3,3,PLAYOFF
CLE,2024-06-01,@NYK,"JAMES, LEBRON",41,31,13,2,11,9,2,0,2,13,27,0.48148148148148145,3,6,0.5,2,2,1,5,NYK,0,55,,123,94,NA,W,4,3,PLAYOFF
CLE,2024-06-01,@NYK,"HALIBURTON, TYRESE",39,30,3,0,3,6,3,0,1,10,14,0.7142857142857143,3,4,0.75,7,7,1,2,NYK,0,42,,123,94,24.254794520547946,W,4,3,PLAYOFF
CLE,2024-06-01,@NYK,"GARLAND, DARIUS",35,21,3,1,2,3,3,0,0,8,22,0.36363636363636365,1,7,0.14285714285714285,4,4,1,0,NYK,0,30,,123,94,NA,W,4,3,PLAYOFF
CLE,2024-06-01,@NYK,"JONES, HERB",30,14,2,0,2,1,2,0,1,5,8,0.625,0,0,NA,4,4,1,3,NYK,0,19,,123,94,NA,W,4,3,PLAYOFF
CLE,2024-06-01,@NYK,"INGRAM, BRANDON",38,13,5,0,5,5,2,1,1,6,13,0.46153846153846156,1,3,0.3333333333333333,0,3,0,1,NYK,0,26,,123,94,NA,W,4,3,PLAYOFF
CLE,2024-06-01,@NYK,"HARTENSTEIN, ISAIAH",35,10,20,5,15,1,1,2,2,5,7,0.7142857142857143,0,0,NA,0,0,NA,2,NYK,0,34,,123,94,NA,W,4,3,PLAYOFF
CLE,2024-06-01,@NYK,"SOCHAN, JEREMY",8,3,2,0,2,2,0,0,0,1,3,0.3333333333333333,1,2,0.5,0,0,NA,0,NYK,0,7,,123,94,NA,W,4,3,PLAYOFF
CLE,2024-06-01,@NYK,"NANCE, LARRY",14,1,3,1,2,2,1,0,0,0,4,0,0,0,NA,1,2,0.5,1,NYK,0,7,,123,94,NA,W,4,3,PLAYOFF
CLE,2024-06-03,NYK,"INGRAM, BRANDON",40,35,8,1,7,1,0,0,1,12,25,0.48,4,9,0.4444444444444444,7,7,1,4,NYK,0,44,,127,133,NA,L,5,3,PLAYOFF
CLE,2024-06-03,NYK,"JAMES, LEBRON",39,30,7,0,7,6,3,0,0,12,24,0.5,1,4,0.25,5,6,0.8333333333333334,0,NYK,0,46,,127,133,NA,L,5,3,PLAYOFF
CLE,2024-06-03,NYK,"JONES, HERB",30,19,2,1,1,2,1,0,0,8,11,0.7272727272727273,1,2,0.5,2,2,1,2,NYK,0,24,,127,133,NA,L,5,3,PLAYOFF
CLE,2024-06-03,NYK,"HALIBURTON, TYRESE",39,16,7,1,6,9,0,1,0,5,19,0.2631578947368421,3,7,0.42857142857142855,3,3,1,5,NYK,0,33,,127,133,24.26027397260274,L,5,3,PLAYOFF
CLE,2024-06-03,NYK,"GARLAND, DARIUS",34,14,3,0,3,9,2,0,2,6,8,0.75,2,3,0.6666666666666666,0,0,NA,1,NYK,0,28,,127,133,NA,L,5,3,PLAYOFF
CLE,2024-06-03,NYK,"SOCHAN, JEREMY",10,5,2,1,1,1,0,0,0,1,4,0.25,0,1,0,3,4,0.75,0,NYK,0,8,,127,133,NA,L,5,3,PLAYOFF
CLE,2024-06-03,NYK,"HARTENSTEIN, ISAIAH",37,4,10,5,5,0,0,0,1,2,5,0.4,0,0,NA,0,0,NA,4,NYK,0,14,,127,133,NA,L,5,3,PLAYOFF
CLE,2024-06-03,NYK,"NANCE, LARRY",11,4,2,0,2,1,1,0,2,2,6,0.3333333333333333,0,0,NA,0,1,0,5,NYK,0,8,,127,133,NA,L,5,3,PLAYOFF
CLE,2024-06-04,@NYK,"JAMES, LEBRON",38,37,5,0,5,6,0,3,0,16,24,0.6666666666666666,5,8,0.625,0,1,0,2,NYK,0,51,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"GARLAND, DARIUS",37,25,7,0,7,6,1,0,1,12,21,0.5714285714285714,1,5,0.2,0,1,0,1,NYK,0,39,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"INGRAM, BRANDON",35,20,5,0,5,4,1,1,1,8,19,0.42105263157894735,1,2,0.5,3,4,0.75,0,NYK,0,31,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"HALIBURTON, TYRESE",40,17,5,1,4,9,2,0,0,7,14,0.5,1,5,0.2,2,2,1,2,NYK,0,33,,119,104,24.263013698630136,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"SOCHAN, JEREMY",11,6,2,2,0,2,0,0,0,2,4,0.5,0,0,NA,2,2,1,0,NYK,0,10,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"NANCE, LARRY",17,4,6,0,6,1,0,0,0,1,1,1,0,0,NA,2,2,1,0,NYK,0,11,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"HARTENSTEIN, ISAIAH",30,3,14,6,8,2,2,2,2,1,5,0.2,0,0,NA,1,2,0.5,6,NYK,0,23,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"HARRIS, GARY",3,3,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,0,NYK,0,3,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"JONES, HERB",25,2,5,1,4,2,1,0,0,0,7,0,0,1,0,2,2,1,1,NYK,0,10,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"OSMAN, CEDI",3,2,1,0,1,0,0,0,1,1,2,0.5,0,1,0,0,0,NA,0,NYK,0,3,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-04,@NYK,"NIANG, GEORGES",1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,0,NYK,0,0,,119,104,NA,W,6,3,PLAYOFF
CLE,2024-06-06,@PHX,"HALIBURTON, TYRESE",39,23,2,0,2,6,1,0,3,9,19,0.47368421052631576,3,9,0.3333333333333333,2,2,1,3,PHX,0,32,,111,116,24.268493150684932,L,1,4,PLAYOFF
CLE,2024-06-06,@PHX,"GARLAND, DARIUS",35,21,2,0,2,5,0,1,0,9,16,0.5625,1,5,0.2,2,2,1,2,PHX,0,29,,111,116,NA,L,1,4,PLAYOFF
CLE,2024-06-06,@PHX,"JAMES, LEBRON",41,21,15,2,13,7,0,2,1,8,25,0.32,1,5,0.2,4,6,0.6666666666666666,3,PHX,0,45,,111,116,NA,L,1,4,PLAYOFF
CLE,2024-06-06,@PHX,"JONES, HERB",34,16,8,0,8,6,1,0,1,7,10,0.7,0,1,0,2,2,1,2,PHX,0,31,,111,116,NA,L,1,4,PLAYOFF
CLE,2024-06-06,@PHX,"INGRAM, BRANDON",35,15,2,0,2,1,0,0,1,5,9,0.5555555555555556,1,2,0.5,4,4,1,1,PHX,0,18,,111,116,NA,L,1,4,PLAYOFF
CLE,2024-06-06,@PHX,"HARTENSTEIN, ISAIAH",29,8,11,4,7,0,0,0,1,2,4,0.5,0,0,NA,4,5,0.8,4,PHX,0,19,,111,116,NA,L,1,4,PLAYOFF
CLE,2024-06-06,@PHX,"NANCE, LARRY",27,7,7,2,5,1,1,0,2,3,6,0.5,1,1,1,0,0,NA,4,PHX,0,16,,111,116,NA,L,1,4,PLAYOFF
CLE,2024-06-08,@PHX,"GARLAND, DARIUS",34,32,1,0,1,6,2,0,1,13,19,0.6842105263157895,3,6,0.5,3,4,0.75,1,PHX,0,41,,128,121,NA,W,2,4,PLAYOFF
CLE,2024-06-08,@PHX,"JAMES, LEBRON",40,24,6,0,6,4,0,1,1,8,13,0.6153846153846154,5,7,0.7142857142857143,3,4,0.75,0,PHX,0,35,,128,121,NA,W,2,4,PLAYOFF
CLE,2024-06-08,@PHX,"HALIBURTON, TYRESE",36,17,2,0,2,11,1,0,0,5,13,0.38461538461538464,1,6,0.16666666666666666,6,6,1,2,PHX,0,31,,128,121,24.273972602739725,W,2,4,PLAYOFF
CLE,2024-06-08,@PHX,"HARTENSTEIN, ISAIAH",30,16,21,9,12,0,0,2,1,7,10,0.7,0,0,NA,2,2,1,6,PHX,0,39,,128,121,NA,W,2,4,PLAYOFF
CLE,2024-06-08,@PHX,"INGRAM, BRANDON",38,15,6,0,6,7,0,0,1,7,18,0.3888888888888889,0,6,0,1,3,0.3333333333333333,2,PHX,0,28,,128,121,NA,W,2,4,PLAYOFF
CLE,2024-06-08,@PHX,"JONES, HERB",37,12,6,1,5,2,4,0,0,4,15,0.26666666666666666,1,1,1,3,3,1,0,PHX,0,24,,128,121,NA,W,2,4,PLAYOFF
CLE,2024-06-08,@PHX,"NANCE, LARRY",17,8,2,1,1,2,0,0,1,3,4,0.75,1,1,1,1,1,1,1,PHX,0,12,,128,121,NA,W,2,4,PLAYOFF
CLE,2024-06-08,@PHX,"OSMAN, CEDI",1,2,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,PHX,0,2,,128,121,NA,W,2,4,PLAYOFF
CLE,2024-06-08,@PHX,"NIANG, GEORGES",6,2,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,1,PHX,0,2,,128,121,NA,W,2,4,PLAYOFF
CLE,2024-06-08,@PHX,"WADE, DEAN",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,PHX,0,0,,128,121,NA,W,2,4,PLAYOFF
CLE,2024-06-09,PHX,"HALIBURTON, TYRESE",39,27,5,1,4,6,1,0,3,9,18,0.5,4,6,0.6666666666666666,5,5,1,3,PHX,0,39,,103,111,24.276712328767122,L,3,4,PLAYOFF
CLE,2024-06-09,PHX,"JAMES, LEBRON",44,20,13,3,10,3,2,1,3,9,28,0.32142857142857145,1,5,0.2,1,2,0.5,3,PHX,0,39,,103,111,NA,L,3,4,PLAYOFF
CLE,2024-06-09,PHX,"GARLAND, DARIUS",28,16,2,0,2,1,0,0,2,7,15,0.4666666666666667,2,8,0.25,0,0,NA,0,PHX,0,19,,103,111,NA,L,3,4,PLAYOFF
CLE,2024-06-09,PHX,"INGRAM, BRANDON",37,13,4,0,4,4,1,0,0,5,12,0.4166666666666667,0,1,0,3,4,0.75,1,PHX,0,22,,103,111,NA,L,3,4,PLAYOFF
CLE,2024-06-09,PHX,"HARTENSTEIN, ISAIAH",23,11,8,3,5,0,0,1,0,4,4,1,0,0,NA,3,3,1,3,PHX,0,20,,103,111,NA,L,3,4,PLAYOFF
CLE,2024-06-09,PHX,"JONES, HERB",40,10,4,0,4,4,3,1,2,3,7,0.42857142857142855,2,2,1,2,2,1,3,PHX,0,22,,103,111,NA,L,3,4,PLAYOFF
CLE,2024-06-09,PHX,"NANCE, LARRY",25,4,4,0,4,0,1,0,0,1,1,1,0,0,NA,2,2,1,0,PHX,0,9,,103,111,NA,L,3,4,PLAYOFF
CLE,2024-06-09,PHX,"NIANG, GEORGES",4,2,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,PHX,0,2,,103,111,NA,L,3,4,PLAYOFF
CLE,2024-06-11,PHX,"HALIBURTON, TYRESE",35,36,5,0,5,3,0,0,4,14,24,0.5833333333333334,2,8,0.25,6,6,1,0,PHX,0,44,,128,115,24.28219178082192,W,4,4,PLAYOFF
CLE,2024-06-11,PHX,"INGRAM, BRANDON",45,35,9,1,8,4,2,0,3,13,24,0.5416666666666666,0,3,0,9,9,1,3,PHX,0,50,,128,115,NA,W,4,4,PLAYOFF
CLE,2024-06-11,PHX,"JAMES, LEBRON",42,21,8,1,7,6,3,0,0,9,17,0.5294117647058824,2,4,0.5,1,2,0.5,4,PHX,0,38,,128,115,NA,W,4,4,PLAYOFF
CLE,2024-06-11,PHX,"HARTENSTEIN, ISAIAH",30,16,16,5,11,1,0,2,1,6,7,0.8571428571428571,0,0,NA,4,4,1,2,PHX,0,35,,128,115,NA,W,4,4,PLAYOFF
CLE,2024-06-11,PHX,"GARLAND, DARIUS",32,11,3,0,3,3,0,0,1,5,13,0.38461538461538464,1,3,0.3333333333333333,0,0,NA,0,PHX,0,17,,128,115,NA,W,4,4,PLAYOFF
CLE,2024-06-11,PHX,"JONES, HERB",38,9,7,2,5,5,3,1,1,4,9,0.4444444444444444,1,1,1,0,0,NA,3,PHX,0,25,,128,115,NA,W,4,4,PLAYOFF
CLE,2024-06-11,PHX,"NANCE, LARRY",18,0,4,2,2,2,0,0,1,0,2,0,0,0,NA,0,0,NA,3,PHX,0,6,,128,115,NA,W,4,4,PLAYOFF
CLE,2024-06-13,@PHX,"JAMES, LEBRON",41,35,7,1,6,4,1,1,0,14,26,0.5384615384615384,5,8,0.625,2,4,0.5,2,PHX,0,48,,117,126,NA,L,5,4,PLAYOFF
CLE,2024-06-13,@PHX,"INGRAM, BRANDON",40,25,6,1,5,3,2,0,1,11,19,0.5789473684210527,1,1,1,2,2,1,1,PHX,0,36,,117,126,NA,L,5,4,PLAYOFF
CLE,2024-06-13,@PHX,"HALIBURTON, TYRESE",38,23,6,0,6,10,1,0,3,7,18,0.3888888888888889,1,5,0.2,8,8,1,2,PHX,0,40,,117,126,24.28767123287671,L,5,4,PLAYOFF
CLE,2024-06-13,@PHX,"GARLAND, DARIUS",36,17,2,0,2,1,1,0,2,7,17,0.4117647058823529,3,8,0.375,0,0,NA,3,PHX,0,21,,117,126,NA,L,5,4,PLAYOFF
CLE,2024-06-13,@PHX,"HARTENSTEIN, ISAIAH",43,11,17,7,10,1,0,2,0,4,7,0.5714285714285714,0,0,NA,3,4,0.75,1,PHX,0,31,,117,126,NA,L,5,4,PLAYOFF
CLE,2024-06-13,@PHX,"JONES, HERB",30,6,1,0,1,5,3,0,0,3,9,0.3333333333333333,0,1,0,0,0,NA,4,PHX,0,15,,117,126,NA,L,5,4,PLAYOFF
CLE,2024-06-13,@PHX,"GOBERT, RUDY",12,0,1,1,0,2,0,0,1,0,2,0,0,0,NA,0,0,NA,0,PHX,0,3,,117,126,NA,L,5,4,PLAYOFF
CLE,2024-06-15,PHX,"JAMES, LEBRON",36,31,9,0,9,4,0,2,2,12,21,0.5714285714285714,3,5,0.6,4,5,0.8,2,PHX,0,46,,122,114,NA,W,6,4,PLAYOFF
CLE,2024-06-15,PHX,"HALIBURTON, TYRESE",37,27,6,0,6,2,1,0,1,8,19,0.42105263157894735,1,6,0.16666666666666666,10,10,1,0,PHX,0,36,,122,114,24.293150684931508,W,6,4,PLAYOFF
CLE,2024-06-15,PHX,"INGRAM, BRANDON",44,22,5,2,3,4,0,0,1,9,22,0.4090909090909091,1,2,0.5,3,3,1,5,PHX,0,31,,122,114,NA,W,6,4,PLAYOFF
CLE,2024-06-15,PHX,"GARLAND, DARIUS",32,18,3,0,3,4,0,0,1,6,10,0.6,2,3,0.6666666666666666,4,4,1,1,PHX,0,25,,122,114,NA,W,6,4,PLAYOFF
CLE,2024-06-15,PHX,"HARTENSTEIN, ISAIAH",35,14,14,6,8,4,0,3,0,7,11,0.6363636363636364,0,1,0,0,0,NA,4,PHX,0,35,,122,114,NA,W,6,4,PLAYOFF
CLE,2024-06-15,PHX,"JONES, HERB",39,8,5,0,5,6,4,0,1,2,2,1,0,0,NA,4,4,1,1,PHX,0,23,,122,114,NA,W,6,4,PLAYOFF
CLE,2024-06-15,PHX,"GOBERT, RUDY",9,2,2,1,1,0,1,0,0,1,2,0.5,0,0,NA,0,0,NA,1,PHX,0,5,,122,114,NA,W,6,4,PLAYOFF
CLE,2024-06-15,PHX,"NANCE, LARRY",8,0,1,0,1,0,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,PHX,0,2,,122,114,NA,W,6,4,PLAYOFF
CLE,2024-06-16,@PHX,"INGRAM, BRANDON",43,26,5,0,5,2,0,0,1,10,16,0.625,1,3,0.3333333333333333,5,5,1,1,PHX,0,33,,122,119,NA,W,7,4,PLAYOFF
CLE,2024-06-16,@PHX,"JAMES, LEBRON",41,25,9,3,6,2,0,0,2,10,27,0.37037037037037035,3,6,0.5,2,2,1,4,PHX,0,36,,122,119,NA,W,7,4,PLAYOFF
CLE,2024-06-16,@PHX,"GARLAND, DARIUS",35,23,3,0,3,3,0,0,0,9,15,0.6,1,4,0.25,4,4,1,0,PHX,0,29,,122,119,NA,W,7,4,PLAYOFF
CLE,2024-06-16,@PHX,"HALIBURTON, TYRESE",36,15,6,0,6,5,1,0,2,3,7,0.42857142857142855,1,3,0.3333333333333333,8,8,1,2,PHX,0,27,,122,119,24.295890410958904,W,7,4,PLAYOFF
CLE,2024-06-16,@PHX,"JONES, HERB",36,15,2,0,2,4,2,0,1,7,12,0.5833333333333334,0,1,0,1,1,1,3,PHX,0,23,,122,119,NA,W,7,4,PLAYOFF
CLE,2024-06-16,@PHX,"HARTENSTEIN, ISAIAH",31,10,16,9,7,2,1,3,4,5,9,0.5555555555555556,0,0,NA,0,1,0,4,PHX,0,32,,122,119,NA,W,7,4,PLAYOFF
CLE,2024-06-16,@PHX,"GOBERT, RUDY",14,4,5,2,3,0,0,0,0,2,3,0.6666666666666666,0,0,NA,0,0,NA,2,PHX,0,9,,122,119,NA,W,7,4,PLAYOFF
CLE,2024-06-16,@PHX,"NANCE, LARRY",4,4,3,0,3,0,0,0,0,2,2,1,0,0,NA,0,0,NA,0,PHX,0,7,,122,119,NA,W,7,4,PLAYOFF
DAL,2024-04-25,@UTA,"PORTER, KEVIN",42,26,1,0,1,1,0,0,1,11,23,0.4782608695652174,1,7,0.14285714285714285,3,3,1,0,UTA,0,28,,113,120,NA,L,1,1,PLAYOFF
DAL,2024-04-25,@UTA,"PORTER, MICHAEL",30,25,3,1,2,1,0,1,2,9,11,0.8181818181818182,2,4,0.5,5,6,0.8333333333333334,3,UTA,0,30,,113,120,NA,L,1,1,PLAYOFF
DAL,2024-04-25,@UTA,"FONTECCHIO, SIMONE",30,18,5,1,4,1,0,0,1,7,13,0.5384615384615384,1,3,0.3333333333333333,3,3,1,3,UTA,0,24,,113,120,NA,L,1,1,PLAYOFF
DAL,2024-04-25,@UTA,"WILLIAMS, MARK",35,15,11,4,7,3,1,2,4,6,7,0.8571428571428571,0,0,NA,3,4,0.75,4,UTA,0,32,,113,120,NA,L,1,1,PLAYOFF
DAL,2024-04-25,@UTA,"BALL, LAMELO",37,12,4,2,2,12,6,0,6,3,20,0.15,0,1,0,6,6,1,4,UTA,0,34,,113,120,22.674863387978142,L,1,1,PLAYOFF
DAL,2024-04-25,@UTA,"SABONIS, DOMANTAS",36,11,13,2,11,3,0,0,1,5,7,0.7142857142857143,1,1,1,0,0,NA,2,UTA,0,27,,113,120,NA,L,1,1,PLAYOFF
DAL,2024-04-25,@UTA,"MCGEE, JAVALE",13,4,10,3,7,0,0,3,0,2,3,0.6666666666666666,0,0,NA,0,0,NA,0,UTA,0,17,,113,120,NA,L,1,1,PLAYOFF
DAL,2024-04-25,@UTA,"RICHARDSON, JOSH",17,2,2,1,1,1,0,0,3,0,7,0,0,3,0,2,2,1,2,UTA,0,5,,113,120,NA,L,1,1,PLAYOFF
DAL,2024-04-29,@UTA,"PORTER, KEVIN",42,26,1,0,1,1,0,0,1,11,23,0.4782608695652174,1,7,0.14285714285714285,3,3,1,0,UTA,0,28,,113,120,NA,L,2,1,PLAYOFF
DAL,2024-04-29,@UTA,"PORTER, MICHAEL",30,25,3,1,2,1,0,1,2,9,11,0.8181818181818182,2,4,0.5,5,6,0.8333333333333334,3,UTA,0,30,,113,120,NA,L,2,1,PLAYOFF
DAL,2024-04-29,@UTA,"FONTECCHIO, SIMONE",30,18,5,1,4,1,0,0,1,7,13,0.5384615384615384,1,3,0.3333333333333333,3,3,1,3,UTA,0,24,,113,120,NA,L,2,1,PLAYOFF
DAL,2024-04-29,@UTA,"WILLIAMS, MARK",35,15,11,4,7,3,1,2,4,6,7,0.8571428571428571,0,0,NA,3,4,0.75,4,UTA,0,32,,113,120,NA,L,2,1,PLAYOFF
DAL,2024-04-29,@UTA,"BALL, LAMELO",37,12,4,2,2,12,6,0,6,3,20,0.15,0,1,0,6,6,1,4,UTA,0,34,,113,120,22.685792349726775,L,2,1,PLAYOFF
DAL,2024-04-29,@UTA,"SABONIS, DOMANTAS",36,11,13,2,11,3,0,0,1,5,7,0.7142857142857143,1,1,1,0,0,NA,2,UTA,0,27,,113,120,NA,L,2,1,PLAYOFF
DAL,2024-04-29,@UTA,"MCGEE, JAVALE",13,4,10,3,7,0,0,3,0,2,3,0.6666666666666666,0,0,NA,0,0,NA,0,UTA,0,17,,113,120,NA,L,2,1,PLAYOFF
DAL,2024-04-29,@UTA,"RICHARDSON, JOSH",17,2,2,1,1,1,0,0,3,0,7,0,0,3,0,2,2,1,2,UTA,0,5,,113,120,NA,L,2,1,PLAYOFF
DAL,2024-05-03,UTA,"BALL, LAMELO",30,25,5,0,5,4,5,0,4,7,18,0.3888888888888889,1,5,0.2,10,10,1,2,UTA,0,39,,101,111,22.69672131147541,L,3,1,PLAYOFF
DAL,2024-05-03,UTA,"RICHARDSON, JOSH",32,20,1,0,1,6,2,0,0,9,14,0.6428571428571429,1,1,1,1,1,1,2,UTA,0,29,,101,111,NA,L,3,1,PLAYOFF
DAL,2024-05-03,UTA,"PORTER, KEVIN",34,17,3,0,3,1,0,0,5,8,19,0.42105263157894735,1,6,0.16666666666666666,0,0,NA,1,UTA,0,21,,101,111,NA,L,3,1,PLAYOFF
DAL,2024-05-03,UTA,"WILLIAMS, MARK",34,14,16,5,11,0,2,2,1,6,10,0.6,0,0,NA,2,2,1,6,UTA,0,34,,101,111,NA,L,3,1,PLAYOFF
DAL,2024-05-03,UTA,"PORTER, MICHAEL",34,9,8,1,7,2,0,0,0,4,15,0.26666666666666666,1,3,0.3333333333333333,0,0,NA,0,UTA,0,19,,101,111,NA,L,3,1,PLAYOFF
DAL,2024-05-03,UTA,"FONTECCHIO, SIMONE",20,7,1,0,1,1,0,0,1,3,4,0.75,1,1,1,0,0,NA,1,UTA,0,9,,101,111,NA,L,3,1,PLAYOFF
DAL,2024-05-03,UTA,"SABONIS, DOMANTAS",42,5,8,1,7,2,1,2,2,2,6,0.3333333333333333,0,0,NA,1,2,0.5,1,UTA,0,18,,101,111,NA,L,3,1,PLAYOFF
DAL,2024-05-03,UTA,"MCGEE, JAVALE",14,4,2,0,2,2,0,1,2,2,3,0.6666666666666666,0,1,0,0,1,0,2,UTA,0,9,,101,111,NA,L,3,1,PLAYOFF
DAL,2024-05-07,UTA,"PORTER, KEVIN",42,29,6,1,5,6,2,0,2,10,23,0.43478260869565216,4,11,0.36363636363636365,5,6,0.8333333333333334,3,UTA,0,43,,117,114,NA,W,4,1,PLAYOFF
DAL,2024-05-07,UTA,"BALL, LAMELO",39,25,3,0,3,7,2,0,6,8,18,0.4444444444444444,1,4,0.25,8,9,0.8888888888888888,4,UTA,0,37,,117,114,22.707650273224044,W,4,1,PLAYOFF
DAL,2024-05-07,UTA,"PORTER, MICHAEL",37,23,6,1,5,4,0,1,0,10,16,0.625,1,3,0.3333333333333333,2,2,1,0,UTA,0,34,,117,114,NA,W,4,1,PLAYOFF
DAL,2024-05-07,UTA,"SABONIS, DOMANTAS",34,8,13,6,7,1,1,1,2,4,7,0.5714285714285714,0,0,NA,0,1,0,0,UTA,0,24,,117,114,NA,W,4,1,PLAYOFF
DAL,2024-05-07,UTA,"RICHARDSON, JOSH",13,8,0,0,0,3,0,0,0,3,10,0.3,0,0,NA,2,3,0.6666666666666666,0,UTA,0,11,,117,114,NA,W,4,1,PLAYOFF
DAL,2024-05-07,UTA,"MCGEE, JAVALE",12,8,4,1,3,0,0,1,0,4,5,0.8,0,0,NA,0,0,NA,1,UTA,0,13,,117,114,NA,W,4,1,PLAYOFF
DAL,2024-05-07,UTA,"JACKSON-DAVIS, TRAYCE",13,7,5,3,2,0,0,2,0,3,6,0.5,0,1,0,1,2,0.5,3,UTA,0,14,,117,114,NA,W,4,1,PLAYOFF
DAL,2024-05-07,UTA,"WILLIAMS, MARK",34,6,6,2,4,0,0,2,0,3,5,0.6,0,0,NA,0,0,NA,3,UTA,0,14,,117,114,NA,W,4,1,PLAYOFF
