TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,GAME,ROUND,gametype
ATL,2023-04-17,@BKN,"YOUNG, TRAE",42,20,1,0,1,11,0,0,3,9,17,0.5294117647058824,2,5,0.4,0,0,NA,6,BKN,0,32,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"MURRAY, DEJOUNTE",36,20,4,1,3,3,0,1,1,7,15,0.4666666666666667,2,4,0.5,4,5,0.8,2,BKN,0,28,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"ANTHONY, COLE",13,13,1,0,1,0,0,0,0,4,8,0.5,3,4,0.75,2,2,1,0,BKN,0,14,,96,128,22.923287671232877,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"PORTIS, BOBBY",20,11,4,0,4,1,1,0,0,4,8,0.5,1,1,1,2,2,1,1,BKN,0,17,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"BARRETT, RJ",30,10,3,0,3,3,1,0,0,2,13,0.15384615384615385,0,8,0,6,6,1,1,BKN,0,17,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"GRANT, JERAMI",29,8,2,0,2,0,0,0,0,4,12,0.3333333333333333,0,3,0,0,0,NA,2,BKN,0,10,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"MURRAY, KEEGAN",15,8,5,2,3,1,0,0,0,2,3,0.6666666666666666,0,0,NA,4,4,1,0,BKN,0,14,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"VUCEVIC, NIKOLA",32,4,10,1,9,1,1,1,0,2,5,0.4,0,0,NA,0,0,NA,2,BKN,0,17,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"ROBINSON, DUNCAN",5,2,1,0,1,0,0,0,0,1,3,0.3333333333333333,0,1,0,0,0,NA,0,BKN,0,3,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"PORTER, OTTO",11,0,3,0,3,2,0,0,0,0,2,0,0,2,0,0,0,NA,0,BKN,0,5,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"SIMS, JERICHO",2,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,0,0,NA,1,BKN,0,0,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-17,@BKN,"KLEBER, MAXI",5,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BKN,0,0,,96,128,NA,L,1,1,PLAYOFF
ATL,2023-04-21,@BKN,"BARRETT, RJ",39,29,4,1,3,4,0,0,0,9,19,0.47368421052631576,3,8,0.375,8,10,0.8,1,BKN,0,37,,102,119,NA,L,2,1,PLAYOFF
ATL,2023-04-21,@BKN,"YOUNG, TRAE",41,20,3,0,3,5,1,0,2,9,20,0.45,2,6,0.3333333333333333,0,0,NA,5,BKN,0,29,,102,119,NA,L,2,1,PLAYOFF
ATL,2023-04-21,@BKN,"MURRAY, DEJOUNTE",43,18,1,0,1,5,0,0,1,7,14,0.5,2,4,0.5,2,2,1,3,BKN,0,24,,102,119,NA,L,2,1,PLAYOFF
ATL,2023-04-21,@BKN,"VUCEVIC, NIKOLA",32,17,13,1,12,2,3,0,0,7,7,1,0,0,NA,3,3,1,2,BKN,0,35,,102,119,NA,L,2,1,PLAYOFF
ATL,2023-04-21,@BKN,"GRANT, JERAMI",33,8,8,1,7,1,0,0,0,3,10,0.3,0,3,0,2,2,1,1,BKN,0,17,,102,119,NA,L,2,1,PLAYOFF
ATL,2023-04-21,@BKN,"MURRAY, KEEGAN",26,5,6,0,6,1,0,0,0,2,9,0.2222222222222222,0,2,0,1,3,0.3333333333333333,3,BKN,0,12,,102,119,NA,L,2,1,PLAYOFF
ATL,2023-04-21,@BKN,"ANTHONY, COLE",9,5,0,0,0,1,0,1,0,2,5,0.4,0,2,0,1,2,0.5,1,BKN,0,7,,102,119,22.934246575342467,L,2,1,PLAYOFF
ATL,2023-04-21,@BKN,"PORTER, OTTO",9,0,1,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BKN,0,1,,102,119,NA,L,2,1,PLAYOFF
ATL,2023-04-21,@BKN,"KLEBER, MAXI",8,0,2,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,BKN,0,2,,102,119,NA,L,2,1,PLAYOFF
ATL,2023-04-25,BKN,"GRANT, JERAMI",29,23,7,2,5,3,1,0,0,8,12,0.6666666666666666,3,4,0.75,4,5,0.8,2,BKN,0,34,,112,119,NA,L,3,1,PLAYOFF
ATL,2023-04-25,BKN,"YOUNG, TRAE",40,21,2,0,2,8,0,0,1,8,18,0.4444444444444444,3,6,0.5,2,2,1,3,BKN,0,31,,112,119,NA,L,3,1,PLAYOFF
ATL,2023-04-25,BKN,"MURRAY, KEEGAN",31,20,6,1,5,2,0,0,2,8,13,0.6153846153846154,0,2,0,4,5,0.8,2,BKN,0,28,,112,119,NA,L,3,1,PLAYOFF
ATL,2023-04-25,BKN,"MURRAY, DEJOUNTE",38,16,7,1,6,6,2,0,1,7,14,0.5,1,4,0.25,1,1,1,2,BKN,0,31,,112,119,NA,L,3,1,PLAYOFF
ATL,2023-04-25,BKN,"BARRETT, RJ",40,16,5,0,5,7,0,0,2,5,11,0.45454545454545453,3,6,0.5,3,4,0.75,1,BKN,0,28,,112,119,NA,L,3,1,PLAYOFF
ATL,2023-04-25,BKN,"VUCEVIC, NIKOLA",33,7,10,1,9,0,1,2,2,2,5,0.4,0,0,NA,3,3,1,5,BKN,0,20,,112,119,NA,L,3,1,PLAYOFF
ATL,2023-04-25,BKN,"KLEBER, MAXI",9,5,2,0,2,0,0,0,0,2,2,1,1,1,1,0,0,NA,1,BKN,0,7,,112,119,NA,L,3,1,PLAYOFF
ATL,2023-04-25,BKN,"ANTHONY, COLE",12,4,3,0,3,2,0,0,1,1,6,0.16666666666666666,1,3,0.3333333333333333,1,2,0.5,1,BKN,0,9,,112,119,22.945205479452056,L,3,1,PLAYOFF
ATL,2023-04-25,BKN,"PORTER, OTTO",8,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,NA,1,BKN,0,1,,112,119,NA,L,3,1,PLAYOFF
ATL,2023-04-29,BKN,"YOUNG, TRAE",37,27,4,1,3,3,1,0,2,11,21,0.5238095238095238,4,10,0.4,1,1,1,3,BKN,0,35,,85,116,NA,L,4,1,PLAYOFF
ATL,2023-04-29,BKN,"VUCEVIC, NIKOLA",34,16,18,4,14,2,1,0,1,7,13,0.5384615384615384,0,0,NA,2,3,0.6666666666666666,3,BKN,0,37,,85,116,NA,L,4,1,PLAYOFF
ATL,2023-04-29,BKN,"BARRETT, RJ",43,13,3,0,3,3,1,1,1,4,15,0.26666666666666666,1,5,0.2,4,4,1,3,BKN,0,21,,85,116,NA,L,4,1,PLAYOFF
ATL,2023-04-29,BKN,"ANTHONY, COLE",16,12,0,0,0,1,0,0,1,4,11,0.36363636363636365,2,4,0.5,2,2,1,1,BKN,0,13,,85,116,22.956164383561642,L,4,1,PLAYOFF
ATL,2023-04-29,BKN,"MURRAY, DEJOUNTE",34,7,6,0,6,2,0,0,2,2,10,0.2,0,3,0,3,4,0.75,0,BKN,0,15,,85,116,NA,L,4,1,PLAYOFF
ATL,2023-04-29,BKN,"MURRAY, KEEGAN",30,5,7,2,5,4,0,0,0,0,3,0,0,0,NA,5,6,0.8333333333333334,0,BKN,0,16,,85,116,NA,L,4,1,PLAYOFF
ATL,2023-04-29,BKN,"GRANT, JERAMI",24,4,0,0,0,0,1,0,0,2,8,0.25,0,1,0,0,0,NA,2,BKN,0,5,,85,116,NA,L,4,1,PLAYOFF
ATL,2023-04-29,BKN,"KLEBER, MAXI",13,1,3,0,3,1,0,0,1,0,1,0,0,1,0,1,2,0.5,1,BKN,0,5,,85,116,NA,L,4,1,PLAYOFF
ATL,2023-04-29,BKN,"PORTER, OTTO",9,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,NA,0,BKN,0,2,,85,116,NA,L,4,1,PLAYOFF
BKN,2023-04-17,ATL,"DURANT, KEVIN",33,34,5,0,5,5,1,0,1,15,19,0.7894736842105263,4,5,0.8,0,0,NA,1,ATL,0,45,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"WILLIAMSON, ZION",26,21,7,0,7,4,0,0,0,8,8,1,0,0,NA,5,6,0.8333333333333334,3,ATL,0,32,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"BALL, LONZO",34,18,4,1,3,8,3,0,1,6,13,0.46153846153846156,1,2,0.5,5,7,0.7142857142857143,0,ATL,0,33,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"WHITE, DERRICK",21,17,1,0,1,1,0,0,0,5,10,0.5,2,3,0.6666666666666666,5,5,1,1,ATL,0,19,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"CARUSO, ALEX",18,12,2,0,2,0,0,0,1,4,8,0.5,0,3,0,4,5,0.8,2,ATL,0,14,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"HART, JOSH",29,10,8,1,7,3,0,0,1,4,10,0.4,1,2,0.5,1,2,0.5,2,ATL,0,21,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"CLAXTON, NICOLAS",30,10,11,2,9,2,0,2,1,5,6,0.8333333333333334,0,0,NA,0,0,NA,1,ATL,0,25,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"WILLIAMS, KENRICH",12,4,2,0,2,1,0,0,0,2,4,0.5,0,0,NA,0,0,NA,0,ATL,0,7,,128,96,29.28767123287671,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"ZUBAC, IVICA",19,2,5,0,5,0,0,1,0,1,1,1,0,0,NA,0,0,NA,1,ATL,0,8,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"THYBULLE, MATISSE",12,0,3,0,3,3,0,0,0,0,4,0,0,0,NA,0,0,NA,0,ATL,0,6,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"CRAIG, TORREY",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,ATL,0,0,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"IGUODALA, ANDRE",2,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,ATL,0,0,,128,96,NA,W,1,1,PLAYOFF
BKN,2023-04-17,ATL,"RICHARDS, NICK",2,0,2,0,2,0,0,1,0,0,0,NA,0,0,NA,0,0,NA,0,ATL,0,3,,128,96,25.38082191780822,W,1,1,PLAYOFF
BKN,2023-04-21,ATL,"WILLIAMSON, ZION",34,31,6,3,3,6,0,0,1,13,20,0.65,0,0,NA,5,7,0.7142857142857143,2,ATL,0,43,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"DURANT, KEVIN",36,23,6,0,6,1,0,0,0,10,15,0.6666666666666666,2,4,0.5,1,2,0.5,2,ATL,0,30,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"WHITE, DERRICK",16,19,4,1,3,2,0,0,0,6,12,0.5,1,4,0.25,6,7,0.8571428571428571,0,ATL,0,25,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"CARUSO, ALEX",19,10,3,0,3,2,1,0,0,3,6,0.5,0,2,0,4,6,0.6666666666666666,2,ATL,0,16,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"HART, JOSH",26,9,2,0,2,3,0,0,0,4,9,0.4444444444444444,1,2,0.5,0,0,NA,0,ATL,0,14,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"BALL, LONZO",35,8,3,0,3,9,0,1,2,3,8,0.375,0,1,0,2,2,1,0,ATL,0,21,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"WILLIAMS, KENRICH",10,8,3,1,2,0,0,0,0,3,6,0.5,2,3,0.6666666666666666,0,1,0,0,ATL,0,11,,119,102,29.2986301369863,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"ZUBAC, IVICA",17,7,9,1,8,0,0,1,0,3,3,1,0,0,NA,1,1,1,1,ATL,0,17,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"CLAXTON, NICOLAS",33,2,14,1,13,2,0,3,2,1,3,0.3333333333333333,0,0,NA,0,0,NA,5,ATL,0,21,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"CRAIG, TORREY",1,2,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,ATL,0,2,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"THYBULLE, MATISSE",12,0,2,0,2,1,0,0,0,0,2,0,0,1,0,0,0,NA,2,ATL,0,3,,119,102,NA,W,2,1,PLAYOFF
BKN,2023-04-21,ATL,"RICHARDS, NICK",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,ATL,0,0,,119,102,25.39178082191781,W,2,1,PLAYOFF
BKN,2023-04-25,@ATL,"WILLIAMSON, ZION",33,24,8,4,4,5,0,0,0,11,16,0.6875,0,0,NA,2,3,0.6666666666666666,1,ATL,0,37,,119,112,NA,W,3,1,PLAYOFF
BKN,2023-04-25,@ATL,"DURANT, KEVIN",36,23,6,0,6,4,0,2,2,9,17,0.5294117647058824,3,6,0.5,2,2,1,4,ATL,0,35,,119,112,NA,W,3,1,PLAYOFF
BKN,2023-04-25,@ATL,"CLAXTON, NICOLAS",34,17,15,5,10,1,0,4,0,8,10,0.8,0,0,NA,1,2,0.5,3,ATL,0,37,,119,112,NA,W,3,1,PLAYOFF
BKN,2023-04-25,@ATL,"BALL, LONZO",36,14,7,1,6,7,1,0,1,4,8,0.5,1,5,0.2,5,6,0.8333333333333334,1,ATL,0,29,,119,112,NA,W,3,1,PLAYOFF
BKN,2023-04-25,@ATL,"ZUBAC, IVICA",14,11,5,3,2,1,0,0,0,4,5,0.8,0,0,NA,3,5,0.6,1,ATL,0,17,,119,112,NA,W,3,1,PLAYOFF
BKN,2023-04-25,@ATL,"HART, JOSH",26,9,7,1,6,4,0,0,2,3,15,0.2,1,6,0.16666666666666666,2,2,1,2,ATL,0,20,,119,112,NA,W,3,1,PLAYOFF
BKN,2023-04-25,@ATL,"WHITE, DERRICK",18,7,0,0,0,2,0,0,1,2,10,0.2,1,4,0.25,2,2,1,0,ATL,0,9,,119,112,NA,W,3,1,PLAYOFF
BKN,2023-04-25,@ATL,"WILLIAMS, KENRICH",11,6,1,0,1,1,0,0,0,3,5,0.6,0,0,NA,0,1,0,2,ATL,0,8,,119,112,29.30958904109589,W,3,1,PLAYOFF
BKN,2023-04-25,@ATL,"CARUSO, ALEX",20,5,1,0,1,3,2,0,0,2,6,0.3333333333333333,1,2,0.5,0,0,NA,0,ATL,0,11,,119,112,NA,W,3,1,PLAYOFF
BKN,2023-04-25,@ATL,"THYBULLE, MATISSE",12,3,0,0,0,1,2,0,1,1,2,0.5,1,1,1,0,0,NA,1,ATL,0,6,,119,112,NA,W,3,1,PLAYOFF
BKN,2023-04-29,@ATL,"WILLIAMSON, ZION",28,27,4,0,4,7,1,0,0,12,14,0.8571428571428571,0,0,NA,3,5,0.6,1,ATL,0,39,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"DURANT, KEVIN",25,20,4,0,4,4,0,2,1,10,15,0.6666666666666666,0,1,0,0,0,NA,1,ATL,0,30,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"CLAXTON, NICOLAS",25,16,11,2,9,0,2,4,0,8,9,0.8888888888888888,0,0,NA,0,0,NA,0,ATL,0,33,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"BALL, LONZO",34,14,6,1,5,7,1,0,1,5,7,0.7142857142857143,3,4,0.75,1,2,0.5,2,ATL,0,28,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"CARUSO, ALEX",17,8,2,1,1,3,1,0,1,2,7,0.2857142857142857,0,3,0,4,6,0.6666666666666666,0,ATL,0,14,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"THYBULLE, MATISSE",23,7,1,1,0,1,1,0,0,2,6,0.3333333333333333,1,2,0.5,2,2,1,1,ATL,0,10,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"WILLIAMS, KENRICH",11,6,1,0,1,0,0,0,0,3,4,0.75,0,0,NA,0,0,NA,1,ATL,0,7,,116,85,29.32054794520548,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"HART, JOSH",20,5,5,0,5,3,0,0,0,2,7,0.2857142857142857,1,1,1,0,0,NA,0,ATL,0,13,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"WHITE, DERRICK",16,5,1,0,1,2,0,0,0,2,6,0.3333333333333333,1,3,0.3333333333333333,0,0,NA,1,ATL,0,8,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"RICHARDS, NICK",12,5,9,1,8,1,0,1,1,2,3,0.6666666666666666,0,0,NA,1,2,0.5,0,ATL,0,16,,116,85,25.413698630136988,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"CRAIG, TORREY",12,2,1,1,0,0,0,0,1,0,5,0,0,1,0,2,4,0.5,3,ATL,0,3,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"ZUBAC, IVICA",11,1,5,0,5,1,1,1,1,0,0,NA,0,0,NA,1,2,0.5,3,ATL,0,9,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-04-29,@ATL,"IGUODALA, ANDRE",6,0,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,NA,0,ATL,0,2,,116,85,NA,W,4,1,PLAYOFF
BKN,2023-05-10,BOS,"DURANT, KEVIN",36,39,6,2,4,4,0,1,0,16,22,0.7272727272727273,4,6,0.6666666666666666,3,5,0.6,3,BOS,0,50,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"HART, JOSH",33,23,6,1,5,4,0,0,1,10,15,0.6666666666666666,0,0,NA,3,4,0.75,2,BOS,0,33,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"WILLIAMSON, ZION",34,16,1,0,1,6,1,0,0,7,11,0.6363636363636364,0,0,NA,2,3,0.6666666666666666,1,BOS,0,24,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"BALL, LONZO",33,15,5,0,5,3,1,0,1,4,9,0.4444444444444444,3,4,0.75,4,4,1,1,BOS,0,24,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"WHITE, DERRICK",18,9,3,0,3,2,0,0,0,3,10,0.3,0,3,0,3,7,0.42857142857142855,0,BOS,0,14,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"ZUBAC, IVICA",15,8,5,2,3,0,0,0,0,3,3,1,0,0,NA,2,2,1,1,BOS,0,13,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"CLAXTON, NICOLAS",35,6,17,3,14,4,0,8,1,2,6,0.3333333333333333,0,0,NA,2,4,0.5,5,BOS,0,35,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"CARUSO, ALEX",14,4,4,0,4,3,1,0,1,2,4,0.5,0,1,0,0,0,NA,1,BOS,0,12,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"WILLIAMS, KENRICH",10,4,2,1,1,1,0,0,1,2,2,1,0,0,NA,0,0,NA,0,BOS,0,7,,124,104,29.350684931506848,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"THYBULLE, MATISSE",9,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,NA,0,BOS,0,2,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"CRAIG, TORREY",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BOS,0,0,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"IGUODALA, ANDRE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BOS,0,0,,124,104,NA,W,1,2,PLAYOFF
BKN,2023-05-10,BOS,"RICHARDS, NICK",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BOS,0,0,,124,104,25.443835616438356,W,1,2,PLAYOFF
BKN,2023-05-12,BOS,"DURANT, KEVIN",37,33,9,0,9,3,0,4,0,10,23,0.43478260869565216,2,10,0.2,11,12,0.9166666666666666,5,BOS,0,49,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"WILLIAMSON, ZION",36,28,12,2,10,5,0,0,0,11,16,0.6875,0,1,0,6,7,0.8571428571428571,2,BOS,0,45,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"CLAXTON, NICOLAS",33,15,5,1,4,0,3,1,1,7,8,0.875,0,0,NA,1,3,0.3333333333333333,2,BOS,0,24,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"CARUSO, ALEX",21,11,3,0,3,2,0,0,2,3,6,0.5,1,4,0.25,4,6,0.6666666666666666,3,BOS,0,16,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"WHITE, DERRICK",17,9,1,0,1,3,1,0,0,3,4,0.75,1,2,0.5,2,2,1,0,BOS,0,14,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"HART, JOSH",26,7,3,1,2,4,0,0,3,2,10,0.2,1,2,0.5,2,2,1,4,BOS,0,14,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"ZUBAC, IVICA",14,6,5,2,3,0,1,1,0,3,4,0.75,0,0,NA,0,0,NA,0,BOS,0,13,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"BALL, LONZO",32,5,6,0,6,9,2,0,1,2,9,0.2222222222222222,1,4,0.25,0,0,NA,1,BOS,0,22,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"THYBULLE, MATISSE",12,1,1,0,1,0,0,0,0,0,3,0,0,1,0,1,2,0.5,0,BOS,0,2,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"WILLIAMS, KENRICH",10,0,1,0,1,0,0,0,0,0,2,0,0,0,NA,0,0,NA,0,BOS,0,1,,115,108,29.356164383561644,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"CRAIG, TORREY",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BOS,0,0,,115,108,NA,W,2,2,PLAYOFF
BKN,2023-05-12,BOS,"RICHARDS, NICK",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BOS,0,0,,115,108,25.44931506849315,W,2,2,PLAYOFF
BKN,2023-05-14,@BOS,"DURANT, KEVIN",31,24,8,0,8,1,0,1,0,11,21,0.5238095238095238,2,6,0.3333333333333333,0,0,NA,5,BOS,0,34,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"WILLIAMSON, ZION",31,24,5,0,5,3,1,0,0,10,16,0.625,0,0,NA,4,5,0.8,0,BOS,0,33,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"BALL, LONZO",36,22,4,0,4,7,1,0,2,8,14,0.5714285714285714,4,5,0.8,2,5,0.4,0,BOS,0,34,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"WHITE, DERRICK",21,13,2,0,2,3,0,0,0,5,9,0.5555555555555556,1,1,1,2,2,1,0,BOS,0,18,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"HART, JOSH",29,9,3,0,3,4,0,0,0,3,8,0.375,1,4,0.25,2,2,1,3,BOS,0,16,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"CARUSO, ALEX",18,6,3,0,3,1,1,0,0,2,6,0.3333333333333333,1,4,0.25,1,2,0.5,1,BOS,0,11,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"CLAXTON, NICOLAS",33,5,13,1,12,0,2,6,3,2,4,0.5,0,0,NA,1,4,0.25,4,BOS,0,26,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"WILLIAMS, KENRICH",9,4,5,0,5,0,0,0,0,1,1,1,0,0,NA,2,4,0.5,0,BOS,0,9,,111,94,29.361643835616437,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"ZUBAC, IVICA",16,2,5,3,2,0,0,1,1,1,2,0.5,0,0,NA,0,0,NA,1,BOS,0,8,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"THYBULLE, MATISSE",13,2,1,1,0,5,1,0,0,0,3,0,0,1,0,2,4,0.5,2,BOS,0,9,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"CRAIG, TORREY",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BOS,0,0,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"IGUODALA, ANDRE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,BOS,0,0,,111,94,NA,W,3,2,PLAYOFF
BKN,2023-05-14,@BOS,"RICHARDS, NICK",1,0,2,1,1,0,0,0,0,0,1,0,0,0,NA,0,0,NA,0,BOS,0,2,,111,94,25.454794520547946,W,3,2,PLAYOFF
BKN,2023-05-16,@BOS,"WILLIAMSON, ZION",29,18,6,1,5,4,0,1,0,6,11,0.5454545454545454,0,0,NA,6,8,0.75,2,BOS,0,29,,101,118,NA,L,4,2,PLAYOFF
BKN,2023-05-16,@BOS,"DURANT, KEVIN",34,17,3,1,2,0,0,1,0,6,12,0.5,0,1,0,5,5,1,1,BOS,0,21,,101,118,NA,L,4,2,PLAYOFF
BKN,2023-05-16,@BOS,"BALL, LONZO",35,14,6,1,5,8,2,1,1,5,15,0.3333333333333333,0,4,0,4,5,0.8,1,BOS,0,31,,101,118,NA,L,4,2,PLAYOFF
BKN,2023-05-16,@BOS,"WHITE, DERRICK",16,9,4,0,4,3,0,0,2,4,11,0.36363636363636365,1,3,0.3333333333333333,0,0,NA,4,BOS,0,16,,101,118,NA,L,4,2,PLAYOFF
BKN,2023-05-16,@BOS,"HART, JOSH",24,8,1,0,1,2,1,0,1,3,8,0.375,0,0,NA,2,2,1,0,BOS,0,12,,101,118,NA,L,4,2,PLAYOFF
BKN,2023-05-16,@BOS,"CLAXTON, NICOLAS",21,8,7,2,5,0,1,2,0,4,9,0.4444444444444444,0,0,NA,0,2,0,6,BOS,0,18,,101,118,NA,L,4,2,PLAYOFF
BKN,2023-05-16,@BOS,"WILLIAMS, KENRICH",12,7,1,0,1,1,0,0,0,3,6,0.5,1,3,0.3333333333333333,0,0,NA,0,BOS,0,9,,101,118,29.367123287671234,L,4,2,PLAYOFF
BKN,2023-05-16,@BOS,"CARUSO, ALEX",20,6,0,0,0,5,1,0,0,2,4,0.5,1,2,0.5,1,2,0.5,1,BOS,0,12,,101,118,NA,L,4,2,PLAYOFF
