TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype,GAME,ROUND
ATL,06/05/2021,MIA,"DAVIS, ANTHONY",42,40,19,1,18,10,2,6,1,19,21,0.9047619048,1,2,0.5,1,2,0.5,2,MIA,1,77,,161,92,28.23561644,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"GEORGE, PAUL",34,28,7,1,6,4,0,1,2,10,15,0.6666666667,5,6,0.8333333333,3,3,1,2,MIA,0,40,,161,92,31.09315068,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"YOUNG, TRAE",33,27,6,2,4,11,1,0,1,11,23,0.4782608696,3,8,0.375,2,2,1,1,MIA,0,45,,161,92,22.70958904,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"ROSE, DERRICK",23,24,1,0,1,8,0,0,1,10,16,0.625,2,4,0.5,2,2,1,0,MIA,0,33,,161,92,32.66849315,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"POWELL, NORMAN",27,15,5,0,5,6,0,0,1,6,9,0.6666666667,3,3,1,0,0,,1,MIA,0,26,,161,92,28.03013699,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"HOLMES, RICHAUN",25,10,13,2,11,2,0,1,1,3,3,1,0,0,,4,4,1,5,MIA,0,26,,161,92,27.63835616,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"GRANT, JERAMI",33,9,7,2,5,8,0,0,0,4,4,1,1,1,1,0,0,,2,MIA,0,24,,161,92,27.23287671,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"HARDAWAY, TIM",14,6,5,0,5,1,0,0,0,2,4,0.5,2,3,0.6666666667,0,0,,0,MIA,0,12,,161,92,23.32054795,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"MULDER, MYCHAL",3,2,0,0,0,1,0,0,0,1,1,1,0,0,,0,0,,0,MIA,0,3,,161,92,26.98082192,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"SNELL, TONY",3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,,0,MIA,0,0,,161,92,29.56712329,W,PLAYOFF,1,1
ATL,06/05/2021,MIA,"MILLER, DARIUS",3,0,1,0,1,1,0,0,0,0,0,,0,0,,0,0,,0,MIA,0,2,,161,92,31.20821918,W,PLAYOFF,1,1
ATL,06/09/2021,MIA,"GEORGE, PAUL",33,26,8,2,6,9,2,1,0,9,23,0.3913043478,4,9,0.4444444444,4,4,1,1,MIA,0,46,,138,79,31.10410959,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"DAVIS, ANTHONY",39,26,20,2,18,4,2,6,2,12,19,0.6315789474,2,4,0.5,0,0,,3,MIA,0,58,,138,79,28.24657534,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"YOUNG, TRAE",31,23,4,1,3,8,0,0,1,9,14,0.6428571429,3,5,0.6,2,2,1,1,MIA,0,35,,138,79,22.72054795,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"GRANT, JERAMI",36,17,14,1,13,2,0,1,1,7,12,0.5833333333,1,1,1,2,2,1,2,MIA,0,34,,138,79,27.24383562,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"POWELL, NORMAN",32,16,4,1,3,3,0,0,2,5,11,0.4545454545,1,2,0.5,5,5,1,0,MIA,0,23,,138,79,28.04109589,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"ROSE, DERRICK",22,14,3,0,3,11,0,0,0,5,9,0.5555555556,2,5,0.4,2,2,1,0,MIA,0,28,,138,79,32.67945205,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"HARDAWAY, TIM",18,12,2,1,1,2,0,0,1,4,9,0.4444444444,1,3,0.3333333333,3,3,1,0,MIA,0,16,,138,79,23.33150685,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"HOLMES, RICHAUN",18,4,8,1,7,1,2,0,0,1,1,1,0,0,,2,2,1,2,MIA,0,15,,138,79,27.64931507,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"OQUINN, KYLE",8,0,1,1,0,0,1,0,0,0,0,,0,0,,0,0,,0,MIA,0,2,,138,79,31.20547945,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"MILLER, DARIUS",1,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,,0,MIA,0,0,,138,79,31.21917808,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"KNIGHT, NATHAN",1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,1,MIA,0,0,,138,79,23.71780822,W,PLAYOFF,2,1
ATL,06/09/2021,MIA,"MULDER, MYCHAL",1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,MIA,0,0,,138,79,26.99178082,W,PLAYOFF,2,1
ATL,06/13/2021,@MIA,"DAVIS, ANTHONY",35,30,9,1,8,4,3,4,0,13,19,0.6842105263,0,2,0,4,5,0.8,1,MIA,0,50,,139,102,28.25753425,W,PLAYOFF,3,1
ATL,06/13/2021,@MIA,"POWELL, NORMAN",32,28,6,1,5,4,2,0,0,11,20,0.55,6,8,0.75,0,0,,2,MIA,0,40,,139,102,28.05205479,W,PLAYOFF,3,1
ATL,06/13/2021,@MIA,"GEORGE, PAUL",33,26,5,2,3,4,2,0,3,9,11,0.8181818182,4,5,0.8,4,4,1,2,MIA,0,37,,139,102,31.11506849,W,PLAYOFF,3,1
ATL,06/13/2021,@MIA,"YOUNG, TRAE",34,25,3,0,3,12,2,0,1,11,20,0.55,2,9,0.2222222222,1,1,1,0,MIA,0,42,,139,102,22.73150685,W,PLAYOFF,3,1
ATL,06/13/2021,@MIA,"HARDAWAY, TIM",13,9,0,0,0,0,1,0,0,3,6,0.5,3,5,0.6,0,0,,1,MIA,0,10,,139,102,23.34246575,W,PLAYOFF,3,1
ATL,06/13/2021,@MIA,"ROSE, DERRICK",26,7,3,0,3,3,1,0,1,3,11,0.2727272727,1,3,0.3333333333,0,0,,1,MIA,0,14,,139,102,32.69041096,W,PLAYOFF,3,1
ATL,06/13/2021,@MIA,"GRANT, JERAMI",34,6,10,3,7,6,0,1,1,2,5,0.4,0,2,0,2,2,1,3,MIA,0,23,,139,102,27.25479452,W,PLAYOFF,3,1
ATL,06/13/2021,@MIA,"HOLMES, RICHAUN",26,6,8,1,7,2,1,0,0,2,4,0.5,0,1,0,2,2,1,2,MIA,0,17,,139,102,27.66027397,W,PLAYOFF,3,1
ATL,06/13/2021,@MIA,"OQUINN, KYLE",7,2,3,1,2,0,0,0,0,1,1,1,0,0,,0,0,,0,MIA,0,5,,139,102,31.21643836,W,PLAYOFF,3,1
ATL,06/17/2021,@MIA,"YOUNG, TRAE",28,41,6,0,6,9,0,0,2,17,23,0.7391304348,6,9,0.6666666667,1,1,1,0,MIA,0,56,,137,84,22.74246575,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"GEORGE, PAUL",24,24,6,0,6,3,1,0,2,9,13,0.6923076923,4,5,0.8,2,2,1,2,MIA,0,34,,137,84,31.1260274,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"POWELL, NORMAN",35,18,4,1,3,4,3,0,1,7,12,0.5833333333,4,5,0.8,0,0,,4,MIA,0,29,,137,84,28.0630137,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"ROSE, DERRICK",35,16,6,2,4,5,0,0,0,6,17,0.3529411765,2,6,0.3333333333,2,2,1,0,MIA,0,27,,137,84,32.70136986,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"HOLMES, RICHAUN",32,12,16,6,10,2,1,2,0,6,8,0.75,0,1,0,0,0,,2,MIA,0,33,,137,84,27.67123288,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"DAVIS, ANTHONY",29,11,6,1,5,7,0,4,1,4,7,0.5714285714,0,1,0,3,4,0.75,1,MIA,0,28,,137,84,28.26849315,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"HARDAWAY, TIM",14,7,0,0,0,1,0,0,1,2,6,0.3333333333,1,3,0.3333333333,2,2,1,2,MIA,0,8,,137,84,23.35342466,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"GRANT, JERAMI",27,6,8,0,8,2,0,1,0,3,8,0.375,0,1,0,0,0,,1,MIA,0,17,,137,84,27.26575342,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"SNELL, TONY",1,2,0,0,0,0,0,0,0,0,0,,0,0,,2,2,1,0,MIA,0,2,,137,84,29.6,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"OQUINN, KYLE",12,0,4,0,4,0,1,0,0,0,0,,0,0,,0,0,,1,MIA,0,5,,137,84,31.22739726,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"MILLER, DARIUS",1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,MIA,0,0,,137,84,31.24109589,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"KNIGHT, NATHAN",1,0,1,0,1,0,0,0,0,0,0,,0,0,,0,0,,0,MIA,0,1,,137,84,23.73972603,W,PLAYOFF,4,1
ATL,06/17/2021,@MIA,"MULDER, MYCHAL",1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,MIA,0,0,,137,84,27.01369863,W,PLAYOFF,4,1
ATL,07/01/2021,IND,"GEORGE, PAUL",32,29,4,1,3,6,0,0,1,11,24,0.4583333333,2,3,0.6666666667,5,5,1,3,IND,0,39,,133,137,31.16438356,L,PLAYOFF,1,2
ATL,07/01/2021,IND,"YOUNG, TRAE",30,25,2,0,2,7,2,0,2,10,20,0.5,5,10,0.5,0,0,,0,IND,0,36,,133,137,22.78082192,L,PLAYOFF,1,2
ATL,07/01/2021,IND,"POWELL, NORMAN",32,22,3,2,1,3,2,0,0,7,14,0.5,4,6,0.6666666667,4,4,1,4,IND,0,30,,133,137,28.10136986,L,PLAYOFF,1,2
ATL,07/01/2021,IND,"DAVIS, ANTHONY",34,22,10,3,7,7,1,1,2,8,14,0.5714285714,0,3,0,6,7,0.8571428571,0,IND,0,41,,133,137,28.30684932,L,PLAYOFF,1,2
ATL,07/01/2021,IND,"GRANT, JERAMI",34,14,6,0,6,2,2,2,0,7,13,0.5384615385,0,1,0,0,0,,2,IND,0,26,,133,137,27.30410959,L,PLAYOFF,1,2
ATL,07/01/2021,IND,"ROSE, DERRICK",29,13,4,0,4,7,0,0,1,5,9,0.5555555556,1,1,1,2,2,1,2,IND,0,24,,133,137,32.73972603,L,PLAYOFF,1,2
ATL,07/01/2021,IND,"HARDAWAY, TIM",13,8,1,0,1,1,0,0,0,3,6,0.5,2,3,0.6666666667,0,0,,1,IND,0,10,,133,137,23.39178082,L,PLAYOFF,1,2
ATL,07/01/2021,IND,"HOLMES, RICHAUN",27,0,7,1,6,2,0,1,1,0,3,0,0,2,0,0,0,,4,IND,0,10,,133,137,27.70958904,L,PLAYOFF,1,2
ATL,07/01/2021,IND,"OQUINN, KYLE",9,0,4,0,4,2,0,0,0,0,2,0,0,0,,0,0,,0,IND,0,6,,133,137,31.26575342,L,PLAYOFF,1,2
ATL,07/03/2021,IND,"GEORGE, PAUL",38,32,7,1,6,9,0,1,2,11,23,0.4782608696,6,9,0.6666666667,4,4,1,4,IND,0,49,,139,132,31.16986301,W,PLAYOFF,2,2
ATL,07/03/2021,IND,"YOUNG, TRAE",39,27,5,0,5,11,0,0,1,12,24,0.5,3,10,0.3,0,0,,2,IND,0,43,,139,132,22.78630137,W,PLAYOFF,2,2
ATL,07/03/2021,IND,"DAVIS, ANTHONY",43,22,10,0,10,5,1,6,3,10,15,0.6666666667,2,3,0.6666666667,0,0,,3,IND,0,44,,139,132,28.31232877,W,PLAYOFF,2,2
ATL,07/03/2021,IND,"POWELL, NORMAN",29,18,6,0,6,2,1,1,2,7,12,0.5833333333,4,7,0.5714285714,0,0,,0,IND,0,28,,139,132,28.10684932,W,PLAYOFF,2,2
ATL,07/03/2021,IND,"ROSE, DERRICK",23,15,1,0,1,6,1,0,0,6,9,0.6666666667,0,2,0,3,4,0.75,0,IND,0,23,,139,132,32.74520548,W,PLAYOFF,2,2
ATL,07/03/2021,IND,"GRANT, JERAMI",36,14,10,1,9,6,1,0,1,2,5,0.4,0,3,0,10,10,1,0,IND,0,31,,139,132,27.30958904,W,PLAYOFF,2,2
ATL,07/03/2021,IND,"HOLMES, RICHAUN",22,8,6,2,4,1,1,1,0,4,5,0.8,0,0,,0,0,,2,IND,0,17,,139,132,27.71506849,W,PLAYOFF,2,2
ATL,07/03/2021,IND,"HARDAWAY, TIM",10,3,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,,0,IND,0,4,,139,132,23.39726027,W,PLAYOFF,2,2
ATL,07/05/2021,@IND,"GEORGE, PAUL",40,39,8,0,8,8,2,1,1,14,30,0.4666666667,3,4,0.75,8,8,1,1,IND,0,58,,145,102,31.17534247,W,PLAYOFF,3,2
ATL,07/05/2021,@IND,"DAVIS, ANTHONY",42,35,15,5,10,7,3,6,0,14,23,0.6086956522,1,5,0.2,6,7,0.8571428571,4,IND,0,66,,145,102,28.31780822,W,PLAYOFF,3,2
ATL,07/05/2021,@IND,"YOUNG, TRAE",37,27,4,0,4,11,1,0,1,10,17,0.5882352941,5,10,0.5,2,2,1,1,IND,0,43,,145,102,22.79178082,W,PLAYOFF,3,2
ATL,07/05/2021,@IND,"POWELL, NORMAN",32,18,2,0,2,1,1,0,0,5,9,0.5555555556,4,6,0.6666666667,4,4,1,2,IND,0,22,,145,102,28.11232877,W,PLAYOFF,3,2
ATL,07/05/2021,@IND,"ROSE, DERRICK",22,15,4,1,3,5,1,0,0,7,9,0.7777777778,1,3,0.3333333333,0,0,,1,IND,0,25,,145,102,32.75068493,W,PLAYOFF,3,2
ATL,07/05/2021,@IND,"GRANT, JERAMI",31,8,7,0,7,6,2,1,2,4,5,0.8,0,1,0,0,0,,4,IND,0,24,,145,102,27.31506849,W,PLAYOFF,3,2
ATL,07/05/2021,@IND,"HARDAWAY, TIM",7,3,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,,0,IND,0,4,,145,102,23.40273973,W,PLAYOFF,3,2
ATL,07/05/2021,@IND,"HOLMES, RICHAUN",29,0,8,0,8,2,1,1,0,0,1,0,0,0,,0,0,,1,IND,0,12,,145,102,27.72054795,W,PLAYOFF,3,2
ATL,07/07/2021,@IND,"YOUNG, TRAE",36,41,5,0,5,9,0,0,0,14,25,0.56,4,11,0.3636363636,9,9,1,2,IND,0,55,,139,117,22.79726027,W,PLAYOFF,4,2
ATL,07/07/2021,@IND,"DAVIS, ANTHONY",36,26,14,3,11,7,0,5,2,11,20,0.55,2,2,1,2,2,1,2,IND,0,52,,139,117,28.32328767,W,PLAYOFF,4,2
ATL,07/07/2021,@IND,"GEORGE, PAUL",39,22,10,2,8,5,1,0,2,8,16,0.5,3,5,0.6,3,3,1,1,IND,0,38,,139,117,31.18082192,W,PLAYOFF,4,2
ATL,07/07/2021,@IND,"ROSE, DERRICK",22,17,2,1,1,3,1,0,0,7,12,0.5833333333,3,5,0.6,0,0,,1,IND,0,23,,139,117,32.75616438,W,PLAYOFF,4,2
ATL,07/07/2021,@IND,"GRANT, JERAMI",35,14,6,0,6,3,0,0,1,5,10,0.5,4,6,0.6666666667,0,0,,2,IND,0,23,,139,117,27.32054795,W,PLAYOFF,4,2
ATL,07/07/2021,@IND,"POWELL, NORMAN",32,11,5,0,5,5,1,0,0,4,9,0.4444444444,1,4,0.25,2,2,1,2,IND,0,22,,139,117,28.11780822,W,PLAYOFF,4,2
ATL,07/07/2021,@IND,"HARDAWAY, TIM",14,5,3,0,3,1,0,0,0,2,3,0.6666666667,0,0,,1,1,1,0,IND,0,9,,139,117,23.40821918,W,PLAYOFF,4,2
ATL,07/07/2021,@IND,"HOLMES, RICHAUN",26,3,6,0,6,3,1,6,1,1,5,0.2,1,5,0.2,0,0,,3,IND,0,19,,139,117,27.7260274,W,PLAYOFF,4,2
ATL,07/09/2021,IND,"GEORGE, PAUL",37,33,12,2,10,5,1,0,2,13,25,0.52,5,11,0.4545454545,2,2,1,0,IND,0,51,,141,133,31.18630137,W,PLAYOFF,5,2
ATL,07/09/2021,IND,"GRANT, JERAMI",35,28,7,0,7,5,0,2,1,12,14,0.8571428571,2,2,1,2,2,1,3,IND,0,42,,141,133,27.3260274,W,PLAYOFF,5,2
ATL,07/09/2021,IND,"POWELL, NORMAN",35,23,12,2,10,6,0,0,3,7,13,0.5384615385,3,4,0.75,6,6,1,1,IND,0,41,,141,133,28.12328767,W,PLAYOFF,5,2
ATL,07/09/2021,IND,"DAVIS, ANTHONY",38,21,11,3,8,7,0,7,1,8,16,0.5,1,6,0.1666666667,4,5,0.8,5,IND,0,46,,141,133,28.32876712,W,PLAYOFF,5,2
ATL,07/09/2021,IND,"ROSE, DERRICK",21,14,3,1,2,4,0,0,0,6,10,0.6,1,2,0.5,1,2,0.5,1,IND,0,21,,141,133,32.76164384,W,PLAYOFF,5,2
ATL,07/09/2021,IND,"YOUNG, TRAE",37,13,2,1,1,10,1,0,1,4,17,0.2352941176,1,6,0.1666666667,4,4,1,2,IND,0,26,,141,133,22.80273973,W,PLAYOFF,5,2
ATL,07/09/2021,IND,"HOLMES, RICHAUN",24,7,7,1,6,0,1,0,0,2,2,1,1,1,1,2,2,1,1,IND,0,15,,141,133,27.73150685,W,PLAYOFF,5,2
ATL,07/09/2021,IND,"HARDAWAY, TIM",13,2,0,0,0,2,0,0,0,0,2,0,0,0,,2,2,1,1,IND,0,4,,141,133,23.41369863,W,PLAYOFF,5,2
ATL,07/15/2021,@MIL,"GEORGE, PAUL",40,36,7,1,6,10,1,1,1,15,27,0.5555555556,2,4,0.5,4,4,1,2,MIL,0,55,,134,123,31.20273973,W,PLAYOFF,1,3
ATL,07/15/2021,@MIL,"POWELL, NORMAN",32,25,4,1,3,3,1,0,1,9,18,0.5,5,9,0.5555555556,2,2,1,2,MIL,0,33,,134,123,28.13972603,W,PLAYOFF,1,3
ATL,07/15/2021,@MIL,"DAVIS, ANTHONY",39,25,11,5,6,5,4,1,2,10,17,0.5882352941,1,1,1,4,4,1,2,MIL,0,46,,134,123,28.34520548,W,PLAYOFF,1,3
ATL,07/15/2021,@MIL,"YOUNG, TRAE",37,22,4,0,4,5,0,0,1,9,20,0.45,2,7,0.2857142857,2,2,1,2,MIL,0,31,,134,123,22.81917808,W,PLAYOFF,1,3
ATL,07/15/2021,@MIL,"HOLMES, RICHAUN",24,8,12,0,12,2,3,3,0,3,5,0.6,0,1,0,2,2,1,1,MIL,0,28,,134,123,27.74794521,W,PLAYOFF,1,3
ATL,07/15/2021,@MIL,"HARDAWAY, TIM",11,8,3,1,2,2,0,0,0,3,4,0.75,2,3,0.6666666667,0,0,,0,MIL,0,13,,134,123,23.43013699,W,PLAYOFF,1,3
ATL,07/15/2021,@MIL,"ROSE, DERRICK",22,6,0,0,0,3,0,0,0,2,5,0.4,0,2,0,2,2,1,0,MIL,0,9,,134,123,32.77808219,W,PLAYOFF,1,3
ATL,07/15/2021,@MIL,"GRANT, JERAMI",35,4,7,0,7,6,3,1,0,1,4,0.25,0,2,0,2,2,1,1,MIL,0,21,,134,123,27.34246575,W,PLAYOFF,1,3
ATL,07/16/2021,@MIL,"GEORGE, PAUL",41,39,6,0,6,9,0,1,5,13,22,0.5909090909,6,9,0.6666666667,7,7,1,1,MIL,0,55,,133,125,31.20547945,W,PLAYOFF,2,3
ATL,07/16/2021,@MIL,"YOUNG, TRAE",39,28,5,0,5,9,1,0,0,10,16,0.625,4,6,0.6666666667,4,4,1,2,MIL,0,43,,133,125,22.82191781,W,PLAYOFF,2,3
ATL,07/16/2021,@MIL,"POWELL, NORMAN",33,25,2,1,1,3,0,0,0,9,22,0.4090909091,4,11,0.3636363636,3,3,1,3,MIL,0,30,,133,125,28.14246575,W,PLAYOFF,2,3
ATL,07/16/2021,@MIL,"DAVIS, ANTHONY",39,16,13,2,11,4,4,2,0,7,12,0.5833333333,0,0,,2,2,1,3,MIL,0,39,,133,125,28.34794521,W,PLAYOFF,2,3
ATL,07/16/2021,@MIL,"GRANT, JERAMI",36,13,10,2,8,3,2,2,1,5,9,0.5555555556,1,2,0.5,2,2,1,1,MIL,0,30,,133,125,27.34520548,W,PLAYOFF,2,3
ATL,07/16/2021,@MIL,"ROSE, DERRICK",19,9,4,0,4,9,1,0,0,3,8,0.375,1,3,0.3333333333,2,2,1,0,MIL,0,23,,133,125,32.78082192,W,PLAYOFF,2,3
ATL,07/16/2021,@MIL,"HARDAWAY, TIM",10,3,2,0,2,1,0,0,0,1,3,0.3333333333,1,2,0.5,0,0,,1,MIL,0,6,,133,125,23.43287671,W,PLAYOFF,2,3
ATL,07/16/2021,@MIL,"HOLMES, RICHAUN",23,0,3,0,3,1,0,1,0,0,2,0,0,0,,0,0,,2,MIL,0,5,,133,125,27.75068493,W,PLAYOFF,2,3
ATL,07/17/2021,MIL,"DAVIS, ANTHONY",41,33,13,2,11,5,2,8,0,14,19,0.7368421053,0,0,,5,6,0.8333333333,5,MIL,0,61,,124,131,28.35068493,L,PLAYOFF,3,3
ATL,07/17/2021,MIL,"GEORGE, PAUL",42,32,3,0,3,10,2,0,0,12,27,0.4444444444,3,7,0.4285714286,5,5,1,2,MIL,0,47,,124,131,31.20821918,L,PLAYOFF,3,3
ATL,07/17/2021,MIL,"YOUNG, TRAE",36,23,6,1,5,8,1,1,2,9,23,0.3913043478,3,6,0.5,2,2,1,2,MIL,0,39,,124,131,22.82465753,L,PLAYOFF,3,3
ATL,07/17/2021,MIL,"POWELL, NORMAN",34,17,6,1,5,5,3,0,1,7,13,0.5384615385,3,5,0.6,0,0,,2,MIL,0,31,,124,131,28.14520548,L,PLAYOFF,3,3
ATL,07/17/2021,MIL,"GRANT, JERAMI",35,11,3,0,3,7,3,0,2,4,5,0.8,1,1,1,2,2,1,0,MIL,0,24,,124,131,27.34794521,L,PLAYOFF,3,3
ATL,07/17/2021,MIL,"ROSE, DERRICK",21,6,2,0,2,3,0,1,0,3,8,0.375,0,2,0,0,0,,1,MIL,0,12,,124,131,32.78356164,L,PLAYOFF,3,3
ATL,07/17/2021,MIL,"HOLMES, RICHAUN",21,2,3,1,2,2,1,1,1,1,3,0.3333333333,0,1,0,0,0,,0,MIL,0,9,,124,131,27.75342466,L,PLAYOFF,3,3
ATL,07/17/2021,MIL,"HARDAWAY, TIM",10,0,1,0,1,0,0,0,0,0,2,0,0,0,,0,0,,0,MIL,0,1,,124,131,23.43561644,L,PLAYOFF,3,3
ATL,07/18/2021,MIL,"GEORGE, PAUL",41,42,8,0,8,13,0,2,3,16,28,0.5714285714,5,9,0.5555555556,5,5,1,0,MIL,0,65,,136,128,31.2109589,W,PLAYOFF,4,3
ATL,07/18/2021,MIL,"YOUNG, TRAE",37,25,5,0,5,9,0,0,2,10,21,0.4761904762,3,9,0.3333333333,2,2,1,1,MIL,0,39,,136,128,22.82739726,W,PLAYOFF,4,3
ATL,07/18/2021,MIL,"DAVIS, ANTHONY",41,22,10,1,9,6,6,3,0,10,14,0.7142857143,0,1,0,2,2,1,2,MIL,0,47,,136,128,28.35342466,W,PLAYOFF,4,3
ATL,07/18/2021,MIL,"POWELL, NORMAN",34,19,3,1,2,3,0,0,0,8,14,0.5714285714,2,3,0.6666666667,1,1,1,1,MIL,0,25,,136,128,28.14794521,W,PLAYOFF,4,3
ATL,07/18/2021,MIL,"GRANT, JERAMI",35,16,12,1,11,3,3,0,2,5,7,0.7142857143,2,3,0.6666666667,4,4,1,4,MIL,0,34,,136,128,27.35068493,W,PLAYOFF,4,3
ATL,07/18/2021,MIL,"ROSE, DERRICK",22,4,3,1,2,5,1,0,0,1,6,0.1666666667,0,3,0,2,2,1,1,MIL,0,13,,136,128,32.78630137,W,PLAYOFF,4,3
ATL,07/18/2021,MIL,"HOLMES, RICHAUN",22,4,5,2,3,0,0,0,1,1,1,1,0,0,,2,2,1,0,MIL,0,9,,136,128,27.75616438,W,PLAYOFF,4,3
ATL,07/18/2021,MIL,"HARDAWAY, TIM",8,4,0,0,0,1,0,0,0,2,4,0.5,0,2,0,0,0,,1,MIL,0,5,,136,128,23.43835616,W,PLAYOFF,4,3
ATL,07/19/2021,@MIL,"GEORGE, PAUL",41,27,7,1,6,7,0,0,3,13,29,0.4482758621,1,5,0.2,0,0,,2,MIL,0,41,,115,130,31.21369863,L,PLAYOFF,5,3
ATL,07/19/2021,@MIL,"DAVIS, ANTHONY",41,25,10,1,9,5,1,3,1,10,16,0.625,1,2,0.5,4,4,1,0,MIL,0,44,,115,130,28.35616438,L,PLAYOFF,5,3
ATL,07/19/2021,@MIL,"YOUNG, TRAE",41,23,7,1,6,8,2,0,2,10,25,0.4,1,9,0.1111111111,2,2,1,2,MIL,0,40,,115,130,22.83013699,L,PLAYOFF,5,3
ATL,07/19/2021,@MIL,"POWELL, NORMAN",35,15,5,2,3,6,0,0,3,6,12,0.5,3,7,0.4285714286,0,0,,3,MIL,0,26,,115,130,28.15068493,L,PLAYOFF,5,3
ATL,07/19/2021,@MIL,"HARDAWAY, TIM",16,9,1,0,1,1,1,0,1,4,4,1,1,1,1,0,0,,0,MIL,0,12,,115,130,23.44109589,L,PLAYOFF,5,3
ATL,07/19/2021,@MIL,"GRANT, JERAMI",39,8,11,1,10,4,1,4,0,4,9,0.4444444444,0,1,0,0,0,,3,MIL,0,28,,115,130,27.35342466,L,PLAYOFF,5,3
ATL,07/19/2021,@MIL,"ROSE, DERRICK",16,8,1,0,1,4,0,0,1,4,7,0.5714285714,0,1,0,0,0,,2,MIL,0,13,,115,130,32.7890411,L,PLAYOFF,5,3
ATL,07/19/2021,@MIL,"HOLMES, RICHAUN",11,0,2,0,2,0,0,0,0,0,0,,0,0,,0,0,,0,MIL,0,2,,115,130,27.75890411,L,PLAYOFF,5,3
ATL,07/20/2021,MIL,"YOUNG, TRAE",44,42,8,0,8,11,1,0,0,17,27,0.6296296296,4,8,0.5,4,4,1,1,MIL,0,62,,152,93,22.83287671,W,PLAYOFF,6,3
ATL,07/20/2021,MIL,"GEORGE, PAUL",45,39,3,0,3,7,3,0,2,15,28,0.5357142857,4,8,0.5,5,6,0.8333333333,1,MIL,0,52,,152,93,31.21643836,W,PLAYOFF,6,3
ATL,07/20/2021,MIL,"DAVIS, ANTHONY",41,25,15,2,13,13,4,5,1,12,19,0.6315789474,1,3,0.3333333333,0,0,,1,MIL,1,62,,152,93,28.35890411,W,PLAYOFF,6,3
ATL,07/20/2021,MIL,"POWELL, NORMAN",35,21,4,0,4,5,3,0,0,8,11,0.7272727273,5,5,1,0,0,,3,MIL,0,33,,152,93,28.15342466,W,PLAYOFF,6,3
ATL,07/20/2021,MIL,"HOLMES, RICHAUN",32,8,16,2,14,2,0,2,0,3,7,0.4285714286,0,3,0,2,2,1,1,MIL,0,28,,152,93,27.76164384,W,PLAYOFF,6,3
ATL,07/20/2021,MIL,"HARDAWAY, TIM",11,8,1,0,1,0,0,0,0,3,6,0.5,1,1,1,1,1,1,0,MIL,0,9,,152,93,23.44383562,W,PLAYOFF,6,3
ATL,07/20/2021,MIL,"GRANT, JERAMI",23,6,5,2,3,7,2,1,2,3,6,0.5,0,0,,0,0,,1,MIL,0,21,,152,93,27.35616438,W,PLAYOFF,6,3
ATL,07/20/2021,MIL,"ROSE, DERRICK",9,3,2,0,2,0,0,0,0,1,1,1,0,0,,1,1,1,3,MIL,0,5,,152,93,32.79178082,W,PLAYOFF,6,3
