TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype,GAME,ROUND
DEN,5/2/2022,@HOU,"ROSE, DERRICK",31,21,6,2,4,5,0,0,0,8,20,0.4,3,8,0.375,2,2,1,1,HOU,0,32,,114,117,33.57534247,L,PLAYOFF,5,1
DEN,5/2/2022,@HOU,"SEXTON, COLLIN",30,16,5,1,4,7,0,0,1,6,16,0.375,2,6,0.3333333333,2,2,1,1,HOU,0,28,,114,117,23.32328767,L,PLAYOFF,5,1
DEN,5/2/2022,@HOU,"DEROZAN, DEMAR",41,14,5,1,4,2,0,0,1,6,11,0.5454545455,0,3,0,2,2,1,2,HOU,0,21,,114,117,32.73424658,L,PLAYOFF,5,1
DEN,5/2/2022,@HOU,"ANDERSON, KYLE",31,8,11,2,9,5,1,0,1,3,6,0.5,0,0,,2,2,1,3,HOU,0,25,,114,117,28.61369863,L,PLAYOFF,5,1
DEN,5/2/2022,@HOU,"COUSINS, DEMARCUS",14,4,4,1,3,0,0,0,0,2,7,0.2857142857,0,0,,0,0,,0,HOU,0,8,,114,117,31.71780822,L,PLAYOFF,5,1
DEN,5/2/2022,@HOU,"LEONARD, MEYERS",8,0,1,0,1,0,0,1,0,0,0,,0,0,,0,0,,0,HOU,0,2,,114,117,30.17534247,L,PLAYOFF,5,1
DEN,5/2/2022,@HOU,"BOL, BOL",14,0,2,0,2,2,1,1,0,0,0,,0,0,,0,0,,0,HOU,0,6,,114,117,22.45753425,L,PLAYOFF,5,1
DET,4/16/2022,@BKN,"FOX, DEAARON",24,19,4,0,4,5,0,0,1,8,25,0.32,2,6,0.3333333333,1,2,0.5,0,BKN,0,28,,75,108,24.32054795,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"CUNNINGHAM, CADE",24,15,4,1,3,1,0,0,0,7,13,0.5384615385,1,2,0.5,0,0,,0,BKN,0,20,,75,108,20.55616438,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"WOOD, CHRISTIAN",31,10,9,4,5,1,1,0,1,5,12,0.4166666667,0,0,,0,0,,2,BKN,0,21,,75,108,26.55068493,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"KLEBER, MAXI",34,7,6,2,4,0,0,1,1,2,5,0.4,1,2,0.5,2,2,1,1,BKN,0,14,,75,108,30.2109589,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"SHAMET, LANDRY",17,7,5,1,4,1,1,0,0,3,10,0.3,1,1,1,0,0,,2,BKN,0,14,,75,108,25.09315068,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"WHITE, DERRICK",17,4,5,0,5,2,0,1,1,2,9,0.2222222222,0,2,0,0,0,,1,BKN,0,12,,75,108,27.7890411,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"LYLES, TREY",24,4,5,2,3,1,1,2,0,2,4,0.5,0,0,,0,0,,2,BKN,0,13,,75,108,26.44383562,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"MANN, TRE",15,3,4,0,4,2,0,0,2,1,5,0.2,0,2,0,1,2,0.5,1,BKN,0,9,,75,108,21.19726027,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"HAYES, KILLIAN",7,2,2,0,2,1,2,0,1,1,4,0.25,0,0,,0,0,,0,BKN,0,7,,75,108,20.72054795,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"JOSEPH, CORY",7,2,0,0,0,0,0,0,0,1,3,0.3333333333,0,0,,0,0,,0,BKN,0,2,,75,108,30.65479452,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"MCLEMORE, BEN",7,2,1,0,1,0,0,0,0,1,1,1,0,0,,0,0,,0,BKN,0,3,,75,108,29.17534247,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"EDWARDS, ANTHONY",26,0,3,0,3,2,0,0,0,0,4,0,0,1,0,0,0,,1,BKN,0,5,,75,108,20.69589041,L,PLAYOFF,1,1
DET,4/16/2022,@BKN,"KNIGHT, NATHAN",7,0,0,0,0,1,1,1,1,0,0,,0,0,,0,0,,1,BKN,0,3,,75,108,24.56986301,L,PLAYOFF,1,1
DET,4/20/2022,@BKN,"FOX, DEAARON",23,16,1,0,1,4,0,0,2,8,24,0.3333333333,0,5,0,0,0,,0,BKN,0,21,,76,108,24.33150685,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"EDWARDS, ANTHONY",32,13,3,0,3,2,1,0,1,6,11,0.5454545455,1,2,0.5,0,0,,0,BKN,0,19,,76,108,20.70684932,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"CUNNINGHAM, CADE",23,8,1,0,1,1,0,0,0,3,7,0.4285714286,2,4,0.5,0,0,,1,BKN,0,10,,76,108,20.56712329,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"MANN, TRE",16,8,1,0,1,0,0,0,2,2,8,0.25,2,5,0.4,2,2,1,0,BKN,0,9,,76,108,21.20821918,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"WOOD, CHRISTIAN",31,7,10,2,8,1,0,1,1,3,8,0.375,0,0,,1,2,0.5,1,BKN,0,19,,76,108,26.56164384,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"WHITE, DERRICK",13,6,1,0,1,1,0,0,0,3,7,0.4285714286,0,1,0,0,0,,0,BKN,0,8,,76,108,27.8,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"MCLEMORE, BEN",9,6,1,1,0,0,0,0,1,3,6,0.5,0,3,0,0,0,,0,BKN,0,7,,76,108,29.18630137,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"JOSEPH, CORY",12,4,1,0,1,3,0,0,2,1,7,0.1428571429,0,0,,2,2,1,0,BKN,0,8,,76,108,30.66575342,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"OLYNYK, KELLY",25,2,7,1,6,4,0,1,0,1,4,0.25,0,0,,0,0,,3,BKN,0,14,,76,108,31.00273973,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"KLEBER, MAXI",17,2,7,0,7,0,0,0,0,1,2,0.5,0,1,0,0,0,,0,BKN,0,9,,76,108,30.22191781,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"SHAMET, LANDRY",15,2,3,0,3,2,0,0,1,1,5,0.2,0,1,0,0,0,,0,BKN,0,7,,76,108,25.10410959,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"LYLES, TREY",12,2,9,0,9,1,0,2,0,0,0,,0,0,,2,2,1,0,BKN,0,14,,76,108,26.45479452,L,PLAYOFF,2,1
DET,4/20/2022,@BKN,"KNIGHT, NATHAN",12,0,0,0,0,0,2,1,0,0,1,0,0,0,,0,0,,1,BKN,0,3,,76,108,24.58082192,L,PLAYOFF,2,1
DET,4/24/2022,BKN,"FOX, DEAARON",19,21,4,2,2,2,0,0,3,9,24,0.375,1,3,0.3333333333,2,2,1,0,BKN,0,27,,73,119,24.34246575,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"EDWARDS, ANTHONY",31,9,5,0,5,1,0,0,1,4,12,0.3333333333,1,3,0.3333333333,0,0,,2,BKN,0,15,,73,119,20.71780822,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"WOOD, CHRISTIAN",28,9,14,6,8,0,0,2,0,4,11,0.3636363636,1,1,1,0,0,,1,BKN,0,25,,73,119,26.57260274,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"WHITE, DERRICK",19,8,3,2,1,1,0,1,0,3,15,0.2,0,2,0,2,2,1,0,BKN,0,13,,73,119,27.8109589,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"SHAMET, LANDRY",15,8,4,2,2,0,0,0,0,3,8,0.375,2,3,0.6666666667,0,0,,0,BKN,0,12,,73,119,25.11506849,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"CUNNINGHAM, CADE",21,6,7,0,7,1,1,0,1,3,7,0.4285714286,0,0,,0,0,,0,BKN,0,15,,73,119,20.57808219,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"JOSEPH, CORY",12,4,1,0,1,4,0,0,1,2,7,0.2857142857,0,1,0,0,0,,0,BKN,0,9,,73,119,30.67671233,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"OLYNYK, KELLY",22,2,2,0,2,0,0,2,0,1,2,0.5,0,0,,0,0,,0,BKN,0,6,,73,119,31.01369863,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"MANN, TRE",15,2,2,1,1,1,0,0,1,0,8,0,0,4,0,2,2,1,0,BKN,0,5,,73,119,21.21917808,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"LYLES, TREY",12,2,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,,1,BKN,0,2,,73,119,26.46575342,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"KNIGHT, NATHAN",12,2,3,1,2,0,0,0,0,1,1,1,0,0,,0,1,0,1,BKN,0,5,,73,119,24.59178082,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"KLEBER, MAXI",22,0,5,1,4,1,0,1,0,0,2,0,0,1,0,0,0,,1,BKN,0,7,,73,119,30.23287671,L,PLAYOFF,3,1
DET,4/24/2022,BKN,"MCLEMORE, BEN",12,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,,3,BKN,0,2,,73,119,29.19726027,L,PLAYOFF,3,1
DET,4/28/2022,BKN,"CUNNINGHAM, CADE",28,16,5,0,5,7,1,1,0,7,14,0.5,0,2,0,2,2,1,1,BKN,0,30,,84,106,20.5890411,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"EDWARDS, ANTHONY",28,14,3,0,3,1,1,0,2,7,17,0.4117647059,0,6,0,0,0,,2,BKN,0,19,,84,106,20.72876712,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"WOOD, CHRISTIAN",35,12,5,0,5,3,0,1,0,6,12,0.5,0,1,0,0,0,,1,BKN,0,21,,84,106,26.58356164,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"WHITE, DERRICK",26,11,2,1,1,0,0,0,2,5,10,0.5,1,4,0.25,0,0,,0,BKN,0,13,,84,106,27.82191781,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"SHAMET, LANDRY",17,9,1,0,1,2,0,0,0,3,10,0.3,2,6,0.3333333333,1,1,1,0,BKN,0,12,,84,106,25.1260274,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"OLYNYK, KELLY",30,7,9,4,5,1,0,1,0,2,5,0.4,0,0,,3,4,0.75,2,BKN,0,18,,84,106,31.02465753,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"MANN, TRE",18,6,4,0,4,4,1,0,0,2,11,0.1818181818,0,2,0,2,2,1,0,BKN,0,15,,84,106,21.23013699,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"LYLES, TREY",5,4,2,0,2,0,0,0,0,1,1,1,0,0,,2,2,1,0,BKN,0,6,,84,106,26.47671233,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"MCLEMORE, BEN",5,3,0,0,0,0,0,0,0,1,2,0.5,1,1,1,0,0,,0,BKN,0,3,,84,106,29.20821918,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"JOSEPH, CORY",17,2,4,0,4,3,0,0,0,1,7,0.1428571429,0,2,0,0,0,,0,BKN,0,9,,84,106,30.68767123,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"KLEBER, MAXI",21,0,5,0,5,2,0,2,1,0,2,0,0,0,,0,0,,1,BKN,0,9,,84,106,30.24383562,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"KNIGHT, NATHAN",5,0,2,0,2,0,1,1,0,0,0,,0,0,,0,0,,0,BKN,0,4,,84,106,24.60273973,L,PLAYOFF,4,1
DET,4/28/2022,BKN,"HAYES, KILLIAN",5,0,0,0,0,1,1,0,0,0,1,0,0,0,,0,0,,0,BKN,0,2,,84,106,20.75342466,L,PLAYOFF,4,1
GSW,4/19/2022,@OKC,"CURRY, STEPHEN",36,36,3,0,3,3,1,0,3,14,25,0.56,6,13,0.4615384615,2,2,1,0,OKC,0,43,,103,108,34.09863014,L,PLAYOFF,1,1
GSW,4/19/2022,@OKC,"TURNER, MYLES",42,19,16,4,12,1,3,2,0,7,10,0.7,0,0,,5,5,1,3,OKC,0,41,,103,108,26.07123288,L,PLAYOFF,1,1
GSW,4/19/2022,@OKC,"CURRY, SETH",40,15,2,0,2,6,1,0,2,6,11,0.5454545455,1,2,0.5,2,2,1,1,OKC,0,24,,103,108,31.65479452,L,PLAYOFF,1,1
GSW,4/19/2022,@OKC,"BARNES, SCOTTIE",40,12,5,0,5,2,3,1,3,5,24,0.2083333333,1,6,0.1666666667,1,4,0.25,2,OKC,0,23,,103,108,20.71506849,L,PLAYOFF,1,1
GSW,4/19/2022,@OKC,"SMART, MARCUS",13,10,7,2,5,3,1,0,0,4,9,0.4444444444,1,3,0.3333333333,1,1,1,0,OKC,0,21,,103,108,28.12054795,L,PLAYOFF,1,1
GSW,4/19/2022,@OKC,"MORRIS, MONTE",10,4,4,1,3,3,0,0,0,2,6,0.3333333333,0,0,,0,0,,0,OKC,0,11,,103,108,26.8109589,L,PLAYOFF,1,1
GSW,4/19/2022,@OKC,"PASCHALL, ERIC",8,3,0,0,0,0,0,0,0,1,3,0.3333333333,1,1,1,0,0,,0,OKC,0,3,,103,108,25.45479452,L,PLAYOFF,1,1
GSW,4/19/2022,@OKC,"DRUMMOND, ANDRE",33,2,12,1,11,2,1,3,1,1,5,0.2,0,0,,0,0,,0,OKC,0,20,,103,108,28.69041096,L,PLAYOFF,1,1
GSW,4/19/2022,@OKC,"ROSS, TERRENCE",8,2,1,0,1,0,0,1,0,1,3,0.3333333333,0,0,,0,0,,1,OKC,0,4,,103,108,31.2,L,PLAYOFF,1,1
GSW,4/19/2022,@OKC,"STEPHENSON, LANCE",10,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,,0,OKC,0,2,,103,108,31.61917808,L,PLAYOFF,1,1
GSW,4/23/2022,@OKC,"CURRY, STEPHEN",40,36,6,0,6,10,0,0,0,15,27,0.5555555556,4,12,0.3333333333,2,2,1,0,OKC,0,52,,110,98,34.10958904,W,PLAYOFF,2,1
GSW,4/23/2022,@OKC,"CURRY, SETH",27,17,1,0,1,2,1,0,2,6,11,0.5454545455,4,5,0.8,1,1,1,2,OKC,0,21,,110,98,31.66575342,W,PLAYOFF,2,1
GSW,4/23/2022,@OKC,"SMART, MARCUS",36,14,5,0,5,3,1,0,2,5,10,0.5,1,4,0.25,3,3,1,1,OKC,0,23,,110,98,28.13150685,W,PLAYOFF,2,1
GSW,4/23/2022,@OKC,"BARNES, SCOTTIE",34,12,9,2,7,1,0,4,2,6,14,0.4285714286,0,1,0,0,0,,2,OKC,0,26,,110,98,20.7260274,W,PLAYOFF,2,1
GSW,4/23/2022,@OKC,"TURNER, MYLES",39,12,15,3,12,3,1,3,1,4,9,0.4444444444,0,0,,4,4,1,0,OKC,0,34,,110,98,26.08219178,W,PLAYOFF,2,1
GSW,4/23/2022,@OKC,"DRUMMOND, ANDRE",23,8,9,1,8,1,0,4,0,4,9,0.4444444444,0,0,,0,0,,0,OKC,0,22,,110,98,28.70136986,W,PLAYOFF,2,1
GSW,4/23/2022,@OKC,"MORRIS, MONTE",22,6,3,1,2,5,1,0,1,3,8,0.375,0,1,0,0,0,,0,OKC,0,15,,110,98,26.82191781,W,PLAYOFF,2,1
GSW,4/23/2022,@OKC,"STEPHENSON, LANCE",19,5,4,0,4,2,0,0,0,2,4,0.5,0,2,0,1,2,0.5,0,OKC,0,11,,110,98,31.63013699,W,PLAYOFF,2,1
GSW,4/27/2022,OKC,"CURRY, STEPHEN",39,37,9,3,6,8,1,0,3,14,29,0.4827586207,9,13,0.6923076923,0,0,,3,OKC,0,55,,92,107,34.12054795,L,PLAYOFF,3,1
GSW,4/27/2022,OKC,"CURRY, SETH",33,16,3,1,2,6,0,0,0,7,16,0.4375,2,8,0.25,0,0,,3,OKC,0,25,,92,107,31.67671233,L,PLAYOFF,3,1
GSW,4/27/2022,OKC,"BARNES, SCOTTIE",34,10,9,1,8,3,1,1,0,5,12,0.4166666667,0,3,0,0,0,,0,OKC,0,24,,92,107,20.7369863,L,PLAYOFF,3,1
GSW,4/27/2022,OKC,"MORRIS, MONTE",19,9,1,0,1,1,0,0,1,4,6,0.6666666667,0,0,,1,1,1,0,OKC,0,11,,92,107,26.83287671,L,PLAYOFF,3,1
GSW,4/27/2022,OKC,"DRUMMOND, ANDRE",22,8,5,0,5,1,0,2,0,4,9,0.4444444444,0,0,,0,0,,1,OKC,0,16,,92,107,28.71232877,L,PLAYOFF,3,1
GSW,4/27/2022,OKC,"SMART, MARCUS",36,4,5,2,3,1,2,0,2,2,14,0.1428571429,0,5,0,0,0,,2,OKC,0,12,,92,107,28.14246575,L,PLAYOFF,3,1
GSW,4/27/2022,OKC,"TURNER, MYLES",40,4,9,1,8,4,0,2,1,2,5,0.4,0,0,,0,0,,2,OKC,0,19,,92,107,26.09315068,L,PLAYOFF,3,1
GSW,4/27/2022,OKC,"STEPHENSON, LANCE",17,4,3,1,2,3,1,0,1,2,9,0.2222222222,0,3,0,0,0,,1,OKC,0,11,,92,107,31.64109589,L,PLAYOFF,3,1
GSW,5/1/2022,OKC,"CURRY, STEPHEN",39,29,5,0,5,8,1,0,1,12,25,0.48,4,12,0.3333333333,1,1,1,1,OKC,0,43,,94,86,34.13150685,W,PLAYOFF,4,1
GSW,5/1/2022,OKC,"CURRY, SETH",31,16,5,0,5,5,0,0,1,7,13,0.5384615385,2,5,0.4,0,0,,0,OKC,0,26,,94,86,31.68767123,W,PLAYOFF,4,1
GSW,5/1/2022,OKC,"DRUMMOND, ANDRE",29,14,15,1,14,0,0,6,1,7,9,0.7777777778,0,0,,0,0,,0,OKC,0,35,,94,86,28.72328767,W,PLAYOFF,4,1
GSW,5/1/2022,OKC,"BARNES, SCOTTIE",39,9,12,2,10,4,0,3,1,4,14,0.2857142857,1,2,0.5,0,0,,0,OKC,0,28,,94,86,20.74794521,W,PLAYOFF,4,1
GSW,5/1/2022,OKC,"TURNER, MYLES",41,9,12,1,11,2,0,1,1,4,7,0.5714285714,1,1,1,0,0,,2,OKC,0,24,,94,86,26.10410959,W,PLAYOFF,4,1
GSW,5/1/2022,OKC,"SMART, MARCUS",33,6,0,0,0,4,0,0,1,2,11,0.1818181818,1,5,0.2,1,2,0.5,0,OKC,0,10,,94,86,28.15342466,W,PLAYOFF,4,1
GSW,5/1/2022,OKC,"MORRIS, MONTE",8,5,2,0,2,1,0,0,0,2,4,0.5,1,1,1,0,0,,0,OKC,0,8,,94,86,26.84383562,W,PLAYOFF,4,1
GSW,5/1/2022,OKC,"PASCHALL, ERIC",10,4,2,0,2,1,0,0,0,2,4,0.5,0,0,,0,0,,2,OKC,0,7,,94,86,25.48767123,W,PLAYOFF,4,1
GSW,5/1/2022,OKC,"STEPHENSON, LANCE",10,2,0,0,0,0,0,0,0,0,2,0,0,0,,2,2,1,0,OKC,0,2,,94,86,31.65205479,W,PLAYOFF,4,1
GSW,5/3/2022,@OKC,"CURRY, STEPHEN",42,34,9,1,8,9,1,0,2,14,31,0.4516129032,6,18,0.3333333333,0,0,,1,OKC,0,53,,111,100,34.1369863,W,PLAYOFF,5,1
GSW,5/3/2022,@OKC,"BARNES, SCOTTIE",35,20,11,2,9,1,0,1,0,7,19,0.3684210526,2,3,0.6666666667,4,4,1,5,OKC,0,33,,111,100,20.75342466,W,PLAYOFF,5,1
GSW,5/3/2022,@OKC,"TURNER, MYLES",35,18,10,5,5,2,0,2,0,6,11,0.5454545455,1,3,0.3333333333,5,5,1,2,OKC,0,32,,111,100,26.10958904,W,PLAYOFF,5,1
GSW,5/3/2022,@OKC,"DRUMMOND, ANDRE",37,14,15,3,12,3,1,4,0,7,13,0.5384615385,0,0,,0,0,,3,OKC,0,37,,111,100,28.72876712,W,PLAYOFF,5,1
GSW,5/3/2022,@OKC,"CURRY, SETH",26,10,1,0,1,1,0,0,0,4,5,0.8,2,3,0.6666666667,0,0,,1,OKC,0,12,,111,100,31.69315068,W,PLAYOFF,5,1
GSW,5/3/2022,@OKC,"STEPHENSON, LANCE",11,9,2,0,2,0,0,0,0,3,5,0.6,1,1,1,2,2,1,0,OKC,0,11,,111,100,31.65753425,W,PLAYOFF,5,1
GSW,5/3/2022,@OKC,"SMART, MARCUS",33,4,4,1,3,4,0,0,0,1,11,0.09090909091,0,4,0,2,2,1,1,OKC,0,12,,111,100,28.15890411,W,PLAYOFF,5,1
GSW,5/3/2022,@OKC,"MORRIS, MONTE",7,2,0,0,0,2,0,0,0,0,4,0,0,1,0,2,2,1,0,OKC,0,4,,111,100,26.84931507,W,PLAYOFF,5,1
GSW,5/3/2022,@OKC,"PASCHALL, ERIC",14,0,4,1,3,5,0,0,0,0,4,0,0,0,,0,0,,1,OKC,0,9,,111,100,25.49315068,W,PLAYOFF,5,1
GSW,5/5/2022,OKC,"CURRY, STEPHEN",41,37,9,1,8,8,0,0,1,15,31,0.4838709677,5,14,0.3571428571,2,2,1,0,OKC,0,54,,101,96,34.14246575,W,PLAYOFF,6,1
GSW,5/5/2022,OKC,"BARNES, SCOTTIE",36,19,12,0,12,3,0,1,2,6,10,0.6,0,1,0,7,10,0.7,0,OKC,0,35,,101,96,20.75890411,W,PLAYOFF,6,1
GSW,5/5/2022,OKC,"CURRY, SETH",28,19,2,0,2,3,0,0,1,6,11,0.5454545455,5,8,0.625,2,2,1,0,OKC,0,24,,101,96,31.69863014,W,PLAYOFF,6,1
GSW,5/5/2022,OKC,"SMART, MARCUS",34,9,3,1,2,3,0,0,0,3,14,0.2142857143,1,5,0.2,2,2,1,1,OKC,0,15,,101,96,28.16438356,W,PLAYOFF,6,1
GSW,5/5/2022,OKC,"DRUMMOND, ANDRE",39,8,18,6,12,2,5,3,1,4,15,0.2666666667,0,0,,0,4,0,1,OKC,0,36,,101,96,28.73424658,W,PLAYOFF,6,1
GSW,5/5/2022,OKC,"TURNER, MYLES",35,5,10,2,8,1,2,2,1,2,6,0.3333333333,1,1,1,0,0,,2,OKC,0,20,,101,96,26.11506849,W,PLAYOFF,6,1
GSW,5/5/2022,OKC,"PASCHALL, ERIC",10,4,2,0,2,0,0,0,0,2,5,0.4,0,0,,0,0,,0,OKC,0,6,,101,96,25.49863014,W,PLAYOFF,6,1
GSW,5/5/2022,OKC,"MORRIS, MONTE",7,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,0,OKC,0,1,,101,96,26.85479452,W,PLAYOFF,6,1
GSW,5/5/2022,OKC,"STEPHENSON, LANCE",10,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,OKC,0,0,,101,96,31.6630137,W,PLAYOFF,6,1
GSW,5/9/2022,@HOU,"CURRY, STEPHEN",37,43,10,2,8,4,1,0,2,18,35,0.5142857143,7,16,0.4375,0,0,,2,HOU,0,58,,107,93,34.15342466,W,PLAYOFF,1,2
GSW,5/9/2022,@HOU,"CURRY, SETH",25,14,1,0,1,5,0,0,0,6,8,0.75,2,3,0.6666666667,0,0,,1,HOU,0,20,,107,93,31.70958904,W,PLAYOFF,1,2
GSW,5/9/2022,@HOU,"BARNES, SCOTTIE",36,12,7,1,6,2,0,1,2,5,13,0.3846153846,0,0,,2,2,1,2,HOU,0,22,,107,93,20.76986301,W,PLAYOFF,1,2
GSW,5/9/2022,@HOU,"SMART, MARCUS",34,9,3,1,2,4,3,1,1,2,6,0.3333333333,0,1,0,5,5,1,1,HOU,0,20,,107,93,28.17534247,W,PLAYOFF,1,2
GSW,5/9/2022,@HOU,"TURNER, MYLES",37,9,11,2,9,1,0,3,1,4,9,0.4444444444,1,2,0.5,0,0,,1,HOU,0,24,,107,93,26.1260274,W,PLAYOFF,1,2
GSW,5/9/2022,@HOU,"MORRIS, MONTE",11,8,2,0,2,2,0,0,1,3,7,0.4285714286,1,2,0.5,1,2,0.5,1,HOU,0,12,,107,93,26.86575342,W,PLAYOFF,1,2
GSW,5/9/2022,@HOU,"DRUMMOND, ANDRE",38,6,17,2,15,2,3,3,0,3,9,0.3333333333,0,0,,0,0,,2,HOU,0,31,,107,93,28.74520548,W,PLAYOFF,1,2
GSW,5/9/2022,@HOU,"PASCHALL, ERIC",12,6,3,1,2,2,0,0,0,2,4,0.5,0,0,,2,3,0.6666666667,0,HOU,0,11,,107,93,25.50958904,W,PLAYOFF,1,2
GSW,5/9/2022,@HOU,"STEPHENSON, LANCE",10,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,,0,HOU,0,1,,107,93,31.6739726,W,PLAYOFF,1,2
GSW,5/11/2022,@HOU,"CURRY, STEPHEN",38,32,4,1,3,9,0,0,3,11,25,0.44,8,17,0.4705882353,2,2,1,1,HOU,0,45,,99,96,34.15890411,W,PLAYOFF,2,2
GSW,5/11/2022,@HOU,"BARNES, SCOTTIE",35,16,9,2,7,2,0,0,1,8,20,0.4,0,2,0,0,0,,1,HOU,0,27,,99,96,20.77534247,W,PLAYOFF,2,2
GSW,5/11/2022,@HOU,"TURNER, MYLES",40,15,13,1,12,3,2,4,0,6,11,0.5454545455,2,4,0.5,1,2,0.5,1,HOU,0,37,,99,96,26.13150685,W,PLAYOFF,2,2
GSW,5/11/2022,@HOU,"DRUMMOND, ANDRE",35,14,19,6,13,1,2,3,2,7,15,0.4666666667,0,0,,0,0,,2,HOU,0,39,,99,96,28.75068493,W,PLAYOFF,2,2
GSW,5/11/2022,@HOU,"SMART, MARCUS",29,8,3,0,3,3,0,0,0,3,6,0.5,2,3,0.6666666667,0,0,,0,HOU,0,14,,99,96,28.18082192,W,PLAYOFF,2,2
GSW,5/11/2022,@HOU,"PASCHALL, ERIC",13,6,2,0,2,0,0,0,0,3,9,0.3333333333,0,0,,0,0,,0,HOU,0,8,,99,96,25.51506849,W,PLAYOFF,2,2
GSW,5/11/2022,@HOU,"CURRY, SETH",28,5,1,0,1,3,0,0,0,2,7,0.2857142857,0,2,0,1,2,0.5,0,HOU,0,9,,99,96,31.71506849,W,PLAYOFF,2,2
GSW,5/11/2022,@HOU,"MORRIS, MONTE",10,3,1,0,1,2,0,0,0,1,1,1,0,0,,1,2,0.5,1,HOU,0,6,,99,96,26.87123288,W,PLAYOFF,2,2
GSW,5/11/2022,@HOU,"STEPHENSON, LANCE",12,0,1,0,1,3,0,0,0,0,0,,0,0,,0,0,,0,HOU,0,4,,99,96,31.67945205,W,PLAYOFF,2,2
GSW,5/13/2022,HOU,"CURRY, STEPHEN",33,40,3,0,3,7,0,0,4,16,24,0.6666666667,8,15,0.5333333333,0,0,,1,HOU,0,50,,117,103,34.16438356,W,PLAYOFF,3,2
GSW,5/13/2022,HOU,"CURRY, SETH",31,20,4,0,4,6,2,1,0,7,15,0.4666666667,4,7,0.5714285714,2,2,1,1,HOU,0,33,,117,103,31.72054795,W,PLAYOFF,3,2
GSW,5/13/2022,HOU,"DRUMMOND, ANDRE",32,14,16,2,14,0,0,8,2,7,10,0.7,0,0,,0,0,,2,HOU,0,38,,117,103,28.75616438,W,PLAYOFF,3,2
GSW,5/13/2022,HOU,"SMART, MARCUS",30,13,3,0,3,2,0,0,0,4,7,0.5714285714,0,0,,5,6,0.8333333333,0,HOU,0,18,,117,103,28.18630137,W,PLAYOFF,3,2
GSW,5/13/2022,HOU,"BARNES, SCOTTIE",30,10,6,2,4,4,0,2,2,5,12,0.4166666667,0,2,0,0,0,,6,HOU,0,22,,117,103,20.78082192,W,PLAYOFF,3,2
