TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL
MIA,12/26/2020,DET,"OLYNYK, KELLY",11,10,2,0,2,0,0,0,1,1,4,0.25,1,3,0.3333333333,7,7,1,0,DET,0,12,,118,109,29.68767123,W
MIA,12/26/2020,DET,"OKPALA, KZ",10,2,2,0,2,0,0,0,0,1,4,0.25,0,0,,0,0,,0,DET,0,4,,118,109,21.6630137,W
MIA,12/28/2020,@CLE,"OKPALA, KZ",10,0,2,0,2,3,0,0,1,0,2,0,0,0,,0,0,,1,CLE,0,5,,93,105,21.66849315,L
MIA,12/30/2020,NOP,"OLYNYK, KELLY",19,5,2,0,2,4,1,0,0,1,4,0.25,1,3,0.3333333333,2,2,1,3,NOP,0,12,,94,120,29.69863014,L
MIA,12/30/2020,NOP,"JACKSON, REGGIE",20,5,2,1,1,2,1,0,0,1,6,0.1666666667,0,5,0,3,4,0.75,3,NOP,0,10,,94,120,30.70684932,L
MIA,1/5/2021,@CHI,"HERRO, TYLER",29,7,2,0,2,7,1,0,1,3,5,0.6,1,2,0.5,0,0,,2,CHI,0,17,,96,101,20.95901639,L
MIA,1/5/2021,@CHI,"IGUODALA, ANDRE",21,7,2,0,2,3,0,1,0,3,6,0.5,1,3,0.3333333333,0,1,0,1,CHI,0,13,,96,101,36.93715847,L
MIA,1/6/2021,@PHI,"NUNN, KENDRICK",16,4,2,0,2,2,2,0,2,2,13,0.1538461538,0,4,0,0,0,,2,PHI,0,10,,117,98,25.42739726,W
MIA,1/8/2021,CHA,"OKPALA, KZ",11,5,2,0,2,2,0,0,0,2,3,0.6666666667,0,0,,1,2,0.5,1,CHA,0,9,,141,97,21.69863014,W
MIA,1/10/2021,@HOU,"JACKSON, REGGIE",20,16,2,1,1,2,0,0,2,2,5,0.4,1,4,0.25,11,13,0.8461538462,1,HOU,0,20,,104,120,30.7369863,L
MIA,1/10/2021,@HOU,"ROBINSON, DUNCAN",27,14,2,0,2,1,0,0,1,3,7,0.4285714286,2,6,0.3333333333,6,7,0.8571428571,2,HOU,0,17,,104,120,26.72054795,L
MIA,1/12/2021,GSW,"NUNN, KENDRICK",15,12,2,0,2,1,1,1,2,6,6,1,0,0,,0,0,,1,GSW,0,17,,132,127,25.44383562,W
MIA,1/14/2021,@BKN,"HERRO, TYLER",32,9,2,0,2,3,1,0,2,3,8,0.375,3,7,0.4285714286,0,0,,1,BKN,0,15,,116,94,20.98360656,W
MIA,1/16/2021,@TOR,"HERRO, TYLER",34,29,2,0,2,8,3,0,3,11,20,0.55,6,13,0.4615384615,1,1,1,2,TOR,0,42,,129,120,20.98907104,W
MIA,1/16/2021,@TOR,"ROBINSON, DUNCAN",27,3,2,0,2,1,0,0,0,1,4,0.25,1,4,0.25,0,0,,1,TOR,0,6,,129,120,26.7369863,W
MIA,1/17/2021,@BOS,"JACKSON, REGGIE",27,14,2,0,2,3,0,0,4,4,9,0.4444444444,3,7,0.4285714286,3,4,0.75,2,BOS,0,19,,107,113,30.75616438,L
MIA,1/17/2021,@BOS,"ROBINSON, DUNCAN",23,9,2,0,2,2,1,0,3,3,6,0.5,2,5,0.4,1,1,1,6,BOS,0,14,,107,113,26.73972603,L
MIA,1/19/2021,WAS,"SMITH, JALEN",16,11,2,0,2,0,0,2,2,5,10,0.5,1,2,0.5,0,0,,0,WAS,0,15,,105,117,20.84657534,L
MIA,1/21/2021,CHI,"OLYNYK, KELLY",11,3,2,1,1,1,0,0,0,1,9,0.1111111111,1,6,0.1666666667,0,0,,2,CHI,0,6,,104,103,29.75890411,W
MIA,1/23/2021,ATL,"ROBINSON, DUNCAN",27,5,2,0,2,0,0,0,0,2,7,0.2857142857,1,5,0.2,0,0,,2,ATL,0,7,,105,97,26.75616438,W
MIA,1/23/2021,ATL,"OLYNYK, KELLY",11,3,2,0,2,0,0,0,1,1,2,0.5,1,2,0.5,0,0,,1,ATL,0,5,,105,97,29.76438356,W
MIA,1/23/2021,ATL,"NUNN, KENDRICK",16,2,2,0,2,3,0,0,0,1,5,0.2,0,3,0,0,0,,3,ATL,0,7,,105,97,25.4739726,W
MIA,1/26/2021,LAL,"JACKSON, REGGIE",23,18,2,0,2,3,1,0,3,6,11,0.5454545455,4,7,0.5714285714,2,2,1,3,LAL,0,24,,123,88,30.78082192,W
MIA,1/26/2021,LAL,"IGUODALA, ANDRE",21,4,2,1,1,5,1,0,1,2,3,0.6666666667,0,1,0,0,0,,4,LAL,0,12,,123,88,36.99453552,W
MIA,1/27/2021,@DAL,"HERRO, TYLER",28,10,2,0,2,3,1,0,2,4,9,0.4444444444,2,4,0.5,0,0,,4,DAL,0,16,,94,123,21.01917808,L
MIA,1/27/2021,@DAL,"OLYNYK, KELLY",10,4,2,0,2,1,1,0,0,1,6,0.1666666667,0,3,0,2,2,1,2,DAL,0,8,,94,123,29.77534247,L
MIA,1/27/2021,@DAL,"JACKSON, REGGIE",23,2,2,0,2,5,0,0,2,1,8,0.125,0,4,0,0,0,,3,DAL,0,9,,94,123,30.78356164,L
MIA,1/29/2021,@MEM,"HERRO, TYLER",31,9,2,0,2,6,0,0,2,2,7,0.2857142857,2,4,0.5,3,3,1,1,MEM,0,17,,105,104,21.02465753,W
MIA,1/31/2021,@PHI,"HERRO, TYLER",33,20,2,0,2,6,1,0,3,6,10,0.6,2,5,0.4,6,6,1,2,PHI,0,29,,117,121,21.03013699,L
MIA,1/31/2021,@PHI,"COUSINS, DEMARCUS",16,17,2,1,1,1,0,1,1,6,8,0.75,3,3,1,2,2,1,6,PHI,0,21,,117,121,30.46849315,L
MIA,1/31/2021,@PHI,"ROBINSON, DUNCAN",30,5,2,0,2,1,0,1,0,1,3,0.3333333333,0,2,0,3,3,1,1,PHI,0,9,,117,121,26.77808219,L
MIA,2/2/2021,NYK,"JACKSON, REGGIE",22,16,2,0,2,1,0,0,2,6,7,0.8571428571,2,3,0.6666666667,2,4,0.5,1,NYK,0,19,,117,91,30.8,W
MIA,2/2/2021,NYK,"BUTLER, JIMMY",31,9,2,0,2,4,1,1,2,3,6,0.5,1,2,0.5,2,2,1,3,NYK,0,17,,117,91,31.38630137,W
MIA,2/2/2021,NYK,"NUNN, KENDRICK",15,8,2,0,2,2,1,0,1,1,5,0.2,0,3,0,6,7,0.8571428571,1,NYK,0,13,,117,91,25.50136986,W
MIA,2/2/2021,NYK,"SMITH, JALEN",16,7,2,0,2,0,0,1,0,3,4,0.75,1,1,1,0,0,,1,NYK,0,10,,117,91,20.88493151,W
MIA,2/5/2021,UTA,"ROBINSON, DUNCAN",27,9,2,0,2,2,2,0,0,3,8,0.375,3,7,0.4285714286,0,0,,1,UTA,0,15,,126,120,26.79178082,W
MIA,2/5/2021,UTA,"OLYNYK, KELLY",12,5,2,0,2,0,0,1,2,2,3,0.6666666667,1,2,0.5,0,0,,1,UTA,0,8,,126,120,29.8,W
MIA,2/9/2021,IND,"JACKSON, REGGIE",21,12,2,0,2,1,0,0,1,4,5,0.8,1,1,1,3,4,0.75,1,IND,0,15,,113,130,30.81917808,L
MIA,2/9/2021,IND,"SMITH, JALEN",17,11,2,1,1,1,0,2,2,3,7,0.4285714286,1,3,0.3333333333,4,7,0.5714285714,1,IND,0,16,,113,130,20.90410959,L
MIA,2/9/2021,IND,"ROBINSON, DUNCAN",28,3,2,0,2,1,0,1,2,0,5,0,0,5,0,3,3,1,5,IND,0,7,,113,130,26.80273973,L
MIA,2/10/2021,PHI,"COUSINS, DEMARCUS",17,25,2,1,1,2,0,0,0,9,13,0.6923076923,2,4,0.5,5,6,0.8333333333,6,PHI,0,29,,104,122,30.49589041,L
MIA,2/10/2021,PHI,"BUTLER, JIMMY",15,5,2,1,1,2,0,1,0,2,3,0.6666666667,0,0,,1,2,0.5,6,PHI,0,10,,104,122,31.40821918,L
MIA,2/10/2021,PHI,"ROBINSON, DUNCAN",34,4,2,0,2,0,0,0,1,2,8,0.25,0,4,0,0,0,,3,PHI,0,6,,104,122,26.80547945,L
MIA,2/15/2021,TOR,"SMITH, JALEN",16,10,2,1,1,1,0,0,0,3,8,0.375,2,4,0.5,2,2,1,0,TOR,0,13,,116,102,20.92054795,W
MIA,2/16/2021,@ORL,"JACKSON, REGGIE",23,13,2,0,2,5,0,0,1,4,7,0.5714285714,1,3,0.3333333333,4,4,1,2,ORL,0,20,,120,122,30.83835616,L
MIA,2/18/2021,POR,"JACKSON, REGGIE",22,12,2,0,2,4,0,0,0,2,7,0.2857142857,2,6,0.3333333333,6,7,0.8571428571,1,POR,0,18,,116,108,30.84383562,W
MIA,2/18/2021,POR,"IGUODALA, ANDRE",18,3,2,0,2,2,1,0,1,1,1,1,1,1,1,0,0,,2,POR,0,8,,116,108,37.05753425,W
MIA,2/21/2021,@IND,"ROBINSON, DUNCAN",27,5,2,0,2,1,0,0,0,2,4,0.5,1,3,0.3333333333,0,0,,5,IND,0,8,,120,111,26.83561644,W
MIA,2/21/2021,@IND,"OLYNYK, KELLY",11,5,2,0,2,3,0,1,0,2,3,0.6666666667,1,2,0.5,0,0,,2,IND,0,11,,120,111,29.84383562,W
MIA,2/23/2021,@BKN,"IGUODALA, ANDRE",22,4,2,0,2,5,0,0,1,1,2,0.5,0,0,,2,4,0.5,3,BKN,0,11,,121,115,37.07123288,W
MIA,2/25/2021,@NYK,"ROBINSON, DUNCAN",26,14,2,0,2,2,1,0,2,4,9,0.4444444444,4,8,0.5,2,2,1,5,NYK,0,19,,112,104,26.84657534,W
MIA,2/25/2021,@NYK,"BUTLER, JIMMY",33,13,2,1,1,6,2,0,1,5,9,0.5555555556,0,2,0,3,4,0.75,2,NYK,0,23,,112,104,31.44931507,W
MIA,2/25/2021,@NYK,"JACKSON, REGGIE",23,11,2,0,2,2,2,0,1,4,14,0.2857142857,2,6,0.3333333333,1,1,1,4,NYK,0,17,,112,104,30.8630137,W
MIA,2/28/2021,SAS,"ROBINSON, DUNCAN",28,17,2,0,2,0,2,0,0,6,11,0.5454545455,5,9,0.5555555556,0,0,,3,SAS,0,21,,130,113,26.85479452,W
MIA,3/2/2021,@OKC,"JACKSON, REGGIE",24,8,2,0,2,4,2,0,1,3,9,0.3333333333,0,5,0,2,2,1,2,OKC,0,16,,94,110,30.87671233,L
MIA,3/4/2021,@SAS,"ROBINSON, DUNCAN",27,13,2,0,2,1,0,0,2,5,7,0.7142857143,3,5,0.6,0,0,,3,SAS,0,16,,123,118,26.86575342,W
MIA,3/4/2021,@SAS,"IGUODALA, ANDRE",22,10,2,0,2,3,1,1,0,3,3,1,2,2,1,2,4,0.5,1,SAS,0,17,,123,118,37.09589041,W
MIA,3/4/2021,@SAS,"JACKSON, REGGIE",22,9,2,0,2,2,2,0,1,2,9,0.2222222222,1,6,0.1666666667,4,4,1,1,SAS,0,15,,123,118,30.88219178,W
MIA,3/5/2021,SAC,"IGUODALA, ANDRE",22,5,2,0,2,5,1,1,1,2,5,0.4,1,3,0.3333333333,0,0,,3,SAC,0,14,,104,120,37.09863014,L
MIA,3/9/2021,LAC,"NUNN, KENDRICK",15,11,2,0,2,0,2,0,2,4,7,0.5714285714,1,3,0.3333333333,2,2,1,1,LAC,0,15,,131,120,25.59726027,W
MIA,3/12/2021,ORL,"ROBINSON, DUNCAN",27,6,2,0,2,0,1,0,2,2,8,0.25,2,6,0.3333333333,0,0,,4,ORL,0,9,,107,105,26.88767123,W
MIA,3/17/2021,@ORL,"JACKSON, REGGIE",19,8,2,0,2,0,0,0,0,3,10,0.3,0,5,0,2,2,1,3,ORL,0,10,,106,105,30.91780822,W
MIA,3/17/2021,@ORL,"NUNN, KENDRICK",15,0,2,0,2,0,0,0,1,0,6,0,0,2,0,0,0,,0,ORL,0,2,,106,105,25.61917808,W
MIA,3/19/2021,PHI,"BUTLER, JIMMY",32,16,2,0,2,7,1,0,0,6,15,0.4,0,5,0,4,4,1,1,PHI,0,26,,112,108,31.50958904,W
MIA,3/19/2021,PHI,"OLYNYK, KELLY",10,7,2,0,2,1,0,0,0,3,4,0.75,1,2,0.5,0,0,,2,PHI,0,10,,112,108,29.91506849,W
MIA,3/21/2021,@LAC,"ROBINSON, DUNCAN",28,14,2,0,2,2,0,0,1,5,9,0.5555555556,4,6,0.6666666667,0,0,,0,LAC,0,18,,87,107,26.91232877,L
MIA,3/23/2021,@SAC,"SMITH, JALEN",16,11,2,2,0,1,0,4,1,3,11,0.2727272727,1,4,0.25,4,6,0.6666666667,2,SAC,0,18,,115,125,21.01917808,L
MIA,3/25/2021,@POR,"NUNN, KENDRICK",16,8,2,0,2,0,0,0,1,2,9,0.2222222222,1,3,0.3333333333,3,4,0.75,2,POR,0,10,,114,127,25.64109589,L
MIA,3/25/2021,@POR,"OLYNYK, KELLY",10,8,2,1,1,0,0,0,2,2,5,0.4,0,3,0,4,4,1,1,POR,0,10,,114,127,29.93150685,L
MIA,3/25/2021,@POR,"ROBINSON, DUNCAN",27,5,2,0,2,1,0,2,2,2,7,0.2857142857,1,4,0.25,0,0,,3,POR,0,10,,114,127,26.92328767,L
MIA,3/26/2021,@GSW,"IGUODALA, ANDRE",21,11,2,0,2,3,0,0,2,4,6,0.6666666667,1,2,0.5,2,2,1,0,GSW,0,16,,121,126,37.15616438,L
MIA,3/26/2021,@GSW,"HERRO, TYLER",32,8,2,0,2,7,1,0,0,1,4,0.25,1,3,0.3333333333,5,5,1,4,GSW,0,18,,121,126,21.17808219,L
MIA,3/28/2021,@UTA,"ROBINSON, DUNCAN",28,3,2,0,2,0,0,0,3,1,4,0.25,1,3,0.3333333333,0,0,,1,UTA,0,5,,86,107,26.93150685,L
MIA,3/30/2021,@ATL,"JACKSON, REGGIE",32,2,2,0,2,2,0,0,0,1,15,0.06666666667,0,5,0,0,1,0,0,ATL,0,6,,109,101,30.95342466,W
MIA,3/30/2021,@ATL,"IGUODALA, ANDRE",20,2,2,0,2,3,0,0,1,1,5,0.2,0,4,0,0,0,,2,ATL,0,7,,109,101,37.16712329,W
MIA,4/9/2021,@CLE,"COLLINS, ZACH",25,5,2,2,0,0,0,1,0,2,4,0.5,1,2,0.5,0,0,,5,CLE,0,8,,96,82,23.38630137,W
MIA,4/9/2021,@CLE,"SILVA, CHRIS",11,4,2,2,0,0,0,0,3,2,3,0.6666666667,0,0,,0,0,,0,CLE,0,6,,96,82,24.55342466,W
MIA,4/13/2021,DAL,"THEIS, DANIEL",18,0,2,0,2,0,1,1,0,0,4,0,0,1,0,0,0,,0,DAL,0,4,,93,118,29.02465753,L
MIA,4/13/2021,DAL,"ROBINSON, DUNCAN",12,0,2,0,2,3,0,0,0,0,2,0,0,0,,0,0,,0,DAL,0,5,,93,118,26.97534247,L
MIA,4/14/2021,BKN,"ROBINSON, DUNCAN",15,4,2,2,0,1,0,0,0,2,9,0.2222222222,0,2,0,0,0,,0,BKN,0,7,,112,120,26.97808219,L
MIA,4/14/2021,BKN,"VINCENT, GABE",10,4,2,0,2,1,0,0,0,2,4,0.5,0,1,0,0,0,,0,BKN,0,7,,112,120,24.83287671,L
MIA,4/16/2021,MIL,"HERRO, TYLER",11,3,2,0,2,0,0,0,1,1,4,0.25,0,1,0,1,1,1,1,MIL,0,5,,99,104,21.23561644,L
MIA,4/20/2021,@NOP,"ROBINSON, DUNCAN",30,14,2,0,2,1,1,1,2,5,9,0.5555555556,2,5,0.4,2,3,0.6666666667,3,NOP,0,19,,100,104,26.99452055,L
MIA,4/20/2021,@NOP,"NUNN, KENDRICK",29,10,2,1,1,5,1,0,4,4,10,0.4,2,6,0.3333333333,0,0,,1,NOP,0,18,,100,104,25.71232877,L
MIA,4/20/2021,@NOP,"STRUS, MAX",14,7,2,0,2,0,1,0,3,2,5,0.4,1,4,0.25,2,2,1,1,NOP,0,10,,100,104,25.0630137,L
MIA,4/22/2021,@WAS,"BUTLER, JIMMY",33,24,2,0,2,10,2,0,3,12,20,0.6,0,2,0,0,0,,1,WAS,0,38,,116,112,31.60273973,W
MIA,4/22/2021,@WAS,"ROBINSON, DUNCAN",28,9,2,0,2,1,0,0,0,2,6,0.3333333333,2,6,0.3333333333,3,5,0.6,2,WAS,0,12,,116,112,27,W
MIA,4/25/2021,CHA,"STRUS, MAX",14,5,2,0,2,0,0,0,0,1,3,0.3333333333,1,3,0.3333333333,2,2,1,0,CHA,0,7,,118,97,25.07671233,W
MIA,4/27/2021,NYK,"BUTLER, JIMMY",30,20,2,1,1,5,1,1,2,9,14,0.6428571429,1,5,0.2,1,2,0.5,0,NYK,0,29,,141,100,31.61643836,W
MIA,4/27/2021,NYK,"ROBINSON, DUNCAN",28,8,2,0,2,8,0,0,0,3,7,0.4285714286,2,5,0.4,0,0,,1,NYK,0,18,,141,100,27.01369863,W
MIA,4/28/2021,CHI,"ROBINSON, DUNCAN",28,11,2,0,2,3,1,1,0,5,7,0.7142857143,1,2,0.5,0,0,,3,CHI,0,18,,107,81,27.01643836,W
MIA,4/30/2021,@MIL,"ROBINSON, DUNCAN",28,1,2,0,2,0,2,0,2,0,6,0,0,5,0,1,2,0.5,5,MIL,0,5,,79,108,27.02191781,L
MIA,5/2/2021,@CHI,"ROBINSON, DUNCAN",29,13,2,0,2,5,0,0,1,5,11,0.4545454545,3,8,0.375,0,0,,4,CHI,0,20,,113,123,27.02739726,L
MIA,5/2/2021,@CHI,"NUNN, KENDRICK",28,5,2,0,2,4,1,0,4,2,10,0.2,1,6,0.1666666667,0,0,,2,CHI,0,12,,113,123,25.74520548,L
MIA,5/4/2021,@IND,"VINCENT, GABE",11,3,2,1,1,1,0,0,2,1,5,0.2,1,3,0.3333333333,0,0,,3,IND,0,6,,95,121,24.88767123,L
MIA,5/7/2021,OKC,"COLLINS, ZACH",11,0,2,1,1,1,0,0,1,0,2,0,0,0,,0,0,,0,OKC,0,3,,115,107,23.4630137,W
MIA,5/9/2021,DEN,"COLLINS, ZACH",10,4,2,1,1,0,0,0,0,2,5,0.4,0,0,,0,0,,2,DEN,0,6,,112,109,23.46849315,W
MIA,5/9/2021,DEN,"VINCENT, GABE",7,2,2,0,2,0,1,0,0,1,4,0.25,0,0,,0,0,,0,DEN,0,5,,112,109,24.90136986,W
MIA,5/12/2021,PHX,"NUNN, KENDRICK",32,15,2,0,2,1,0,0,0,6,17,0.3529411765,3,10,0.3,0,0,,1,PHX,0,18,,101,119,25.77260274,L
MIA,5/12/2021,PHX,"VINCENT, GABE",7,7,2,0,2,1,0,0,0,3,3,1,1,1,1,0,0,,1,PHX,0,10,,101,119,24.90958904,L
MIA,5/12/2021,PHX,"THEIS, DANIEL",21,2,2,0,2,0,0,0,0,1,5,0.2,0,0,,0,0,,2,PHX,0,4,,101,119,29.10410959,L
MIA,5/14/2021,@CHA,"VINCENT, GABE",5,8,2,0,2,1,0,0,1,2,2,1,2,2,1,2,2,1,0,CHA,0,11,,98,112,24.91506849,L
MIA,5/14/2021,@CHA,"COLLINS, ZACH",10,4,2,1,1,1,0,0,0,2,3,0.6666666667,0,0,,0,0,,0,CHA,0,7,,98,112,23.48219178,L
MIA,5/16/2021,@BOS,"NUNN, KENDRICK",19,9,2,0,2,2,0,0,0,4,12,0.3333333333,1,5,0.2,0,0,,6,BOS,0,13,,106,93,25.78356164,W
MIA,5/16/2021,@BOS,"ROBINSON, DUNCAN",16,7,2,0,2,0,1,0,0,3,3,1,1,1,1,0,0,,6,BOS,0,10,,106,93,27.06575342,W
MIA,5/18/2021,@DET,"ROBINSON, DUNCAN",22,17,2,0,2,1,0,0,3,6,8,0.75,3,4,0.75,2,2,1,3,DET,0,20,,139,94,27.07123288,W
MIA,5/18/2021,@DET,"HERRO, TYLER",31,7,2,0,2,7,2,0,2,2,10,0.2,0,5,0,3,5,0.6,2,DET,0,18,,139,94,21.32328767,W
MIA,5/20/2021,@NYK,"WINSLOW, JUSTISE",27,9,2,1,1,0,1,0,4,4,6,0.6666666667,1,2,0.5,0,0,,3,NYK,0,12,,82,91,25.15068493,L
MIA,5/23/2021,DET,"NUNN, KENDRICK",27,13,2,0,2,8,1,0,1,5,9,0.5555555556,3,5,0.6,0,0,,6,DET,0,24,,132,81,25.80273973,W
MIA,5/25/2021,BOS,"NUNN, KENDRICK",25,11,2,0,2,3,0,0,4,4,8,0.5,1,2,0.5,2,2,1,5,BOS,0,16,,115,127,25.80821918,L
MIA,5/25/2021,BOS,"COLLINS, ZACH",9,3,2,0,2,0,0,0,0,1,1,1,1,1,1,0,0,,2,BOS,0,5,,115,127,23.51232877,L
MIA,5/27/2021,@CHA,"COLLINS, ZACH",9,9,2,0,2,1,1,0,1,4,5,0.8,1,2,0.5,0,0,,0,CHA,0,13,,125,109,23.51780822,W
MIA,5/28/2021,TOR,"WINSLOW, JUSTISE",21,6,2,1,1,1,0,0,1,3,11,0.2727272727,0,1,0,0,0,,2,TOR,0,9,,95,114,25.17260274,L
MIL,12/3/2020,@PHI,"AZUBUIKE, UDOKA",12,6,2,1,1,0,0,3,0,3,4,0.75,0,0,,0,0,,2,PHI,0,11,,150,83,21.2109589,W
MIL,12/7/2020,@HOU,"OLADIPO, VICTOR",35,24,2,0,2,5,2,0,1,7,16,0.4375,1,5,0.2,9,10,0.9,2,HOU,0,33,,90,102,28.59452055,L
MIL,12/13/2020,@BOS,"MIDDLETON, KHRIS",34,12,2,0,2,1,0,0,6,4,16,0.25,2,7,0.2857142857,2,2,1,3,BOS,0,15,,77,99,29.3369863,L
MIL,12/13/2020,@BOS,"GREEN, JEFF",20,12,2,0,2,0,0,1,0,5,9,0.5555555556,1,4,0.25,1,2,0.5,2,BOS,0,15,,77,99,34.29315068,L
MIL,12/15/2020,@ORL,"DAVIS, TERENCE",25,2,2,0,2,0,1,0,2,0,4,0,0,3,0,2,2,1,3,ORL,0,5,,103,122,23.58356164,L
MIL,12/16/2020,TOR,"MYKHAILIUK, SVIATOSLAV",13,12,2,1,1,3,0,0,0,3,5,0.6,3,5,0.6,3,3,1,1,TOR,0,17,,122,107,23.51780822,W
MIL,12/16/2020,TOR,"MATTHEWS, WESLEY",22,6,2,0,2,1,0,0,0,1,3,0.3333333333,1,3,0.3333333333,3,3,1,1,TOR,0,9,,122,107,34.17260274,W
MIL,12/20/2020,@LAC,"DAVIS, TERENCE",24,17,2,0,2,3,0,1,2,6,12,0.5,5,9,0.5555555556,0,0,,4,LAC,0,23,,105,89,23.59726027,W
MIL,12/20/2020,@LAC,"OLADIPO, VICTOR",33,9,2,1,1,2,0,0,2,4,9,0.4444444444,1,4,0.25,0,2,0,3,LAC,0,13,,105,89,28.63013699,W
MIL,12/22/2020,@UTA,"MATTHEWS, WESLEY",19,2,2,0,2,5,0,1,0,1,6,0.1666666667,0,2,0,0,0,,0,UTA,0,10,,135,88,34.1890411,W
MIL,12/24/2020,@OKC,"MATTHEWS, WESLEY",22,9,2,0,2,1,0,0,1,2,5,0.4,1,1,1,4,4,1,2,OKC,0,12,,111,94,34.19452055,W
MIL,12/28/2020,CHI,"DAVIS, TERENCE",22,10,2,1,1,4,0,0,0,4,8,0.5,2,5,0.4,0,1,0,2,CHI,0,16,,103,110,23.61917808,L
MIL,12/28/2020,CHI,"OLADIPO, VICTOR",31,9,2,0,2,2,6,0,3,4,15,0.2666666667,1,7,0.1428571429,0,0,,1,CHI,0,19,,103,110,28.65205479,L
MIL,12/28/2020,CHI,"MATTHEWS, WESLEY",15,7,2,0,2,1,0,0,0,1,4,0.25,0,2,0,5,6,0.8333333333,1,CHI,0,10,,103,110,34.20547945,L
MIL,12/30/2020,@IND,"OLADIPO, VICTOR",30,21,2,0,2,3,2,4,1,6,12,0.5,4,9,0.4444444444,5,5,1,2,IND,0,32,,115,102,28.65753425,W
MIL,1/3/2021,@ATL,"OLADIPO, VICTOR",19,10,2,0,2,2,0,0,1,3,5,0.6,2,3,0.6666666667,2,2,1,6,ATL,0,14,,125,109,28.66849315,W
MIL,1/3/2021,@ATL,"GREEN, JEFF",26,5,2,0,2,0,0,0,2,1,7,0.1428571429,1,3,0.3333333333,2,2,1,4,ATL,0,7,,125,109,34.35068493,W
MIL,1/3/2021,@ATL,"DIVINCENZO, DONTE",32,1,2,0,2,7,0,0,1,0,3,0,0,1,0,1,2,0.5,4,ATL,0,10,,125,109,23.92349727,W
MIL,1/6/2021,DET,"DAVIS, TERENCE",22,7,2,0,2,3,0,0,1,3,8,0.375,1,4,0.25,0,0,,3,DET,0,12,,123,105,23.64383562,W
MIL,1/8/2021,UTA,"AZUBUIKE, UDOKA",8,4,2,1,1,0,1,0,1,2,4,0.5,0,0,,0,0,,0,UTA,0,7,,98,97,21.30958904,W
MIL,1/13/2021,CHA,"MYKHAILIUK, SVIATOSLAV",14,5,2,0,2,1,0,0,2,2,3,0.6666666667,1,1,1,0,0,,2,CHA,0,8,,132,86,23.59452055,W
MIL,1/15/2021,NYK,"MYKHAILIUK, SVIATOSLAV",14,12,2,0,2,2,1,0,2,3,5,0.6,2,4,0.5,4,4,1,4,NYK,0,17,,122,98,23.6,W
MIL,1/15/2021,NYK,"DAVIS, TERENCE",21,5,2,1,1,3,0,3,3,2,10,0.2,1,7,0.1428571429,0,0,,0,NYK,0,13,,122,98,23.66849315,W
MIL,1/17/2021,@DET,"DIVINCENZO, DONTE",19,13,2,0,2,2,0,0,2,3,7,0.4285714286,1,1,1,6,6,1,0,DET,0,17,,119,97,23.96174863,W
MIL,1/17/2021,@DET,"HOWARD, DWIGHT",12,4,2,1,1,0,0,0,0,2,2,1,0,0,,0,0,,2,DET,0,6,,119,97,35.10958904,W
MIL,1/17/2021,@DET,"DAVIS, TERENCE",17,3,2,0,2,2,1,0,0,1,4,0.25,0,0,,1,1,1,1,DET,0,8,,119,97,23.6739726,W
MIL,1/17/2021,@DET,"AZUBUIKE, UDOKA",11,0,2,0,2,0,0,2,0,0,1,0,0,0,,0,0,,2,DET,0,4,,119,97,21.33424658,W
MIL,1/22/2021,ORL,"OLADIPO, VICTOR",32,14,2,1,1,4,1,0,3,5,11,0.4545454545,2,5,0.4,2,3,0.6666666667,1,ORL,0,21,,151,112,28.72054795,W
MIL,1/24/2021,NOP,"OLADIPO, VICTOR",31,12,2,0,2,5,1,0,0,4,17,0.2352941176,1,7,0.1428571429,3,5,0.6,2,NOP,0,20,,105,100,28.7260274,W
MIL,1/26/2021,@MEM,"DAVIS, TERENCE",18,16,2,0,2,0,0,0,2,6,10,0.6,4,7,0.5714285714,0,0,,2,MEM,0,18,,130,105,23.69863014,W
MIL,1/26/2021,@MEM,"GREEN, JEFF",19,11,2,0,2,0,0,0,1,4,8,0.5,1,4,0.25,2,2,1,1,MEM,0,13,,130,105,34.41369863,W
MIL,1/29/2021,DAL,"DIVINCENZO, DONTE",31,17,2,0,2,3,1,0,2,6,9,0.6666666667,3,4,0.75,2,2,1,3,DAL,0,23,,132,110,23.99453552,W
MIL,1/29/2021,DAL,"MYKHAILIUK, SVIATOSLAV",14,2,2,0,2,3,0,0,0,1,5,0.2,0,4,0,0,0,,0,DAL,0,7,,132,110,23.63835616,W
MIL,2/1/2021,LAL,"OLADIPO, VICTOR",30,15,2,0,2,2,1,0,4,4,11,0.3636363636,2,5,0.4,5,9,0.5555555556,2,LAL,0,20,,117,101,28.74794521,W
MIL,2/1/2021,LAL,"BROWN, STERLING",18,8,2,0,2,0,1,3,0,3,4,0.75,2,3,0.6666666667,0,0,,2,LAL,0,14,,117,101,25.97540984,W
MIL,2/1/2021,LAL,"MYKHAILIUK, SVIATOSLAV",16,6,2,0,2,2,0,0,1,2,6,0.3333333333,0,4,0,2,2,1,1,LAL,0,10,,117,101,23.64657534,W
